,issuekey,title,description,storypoint
84,CLOV-1195,Groovy 2.x @CompileStatic annotation causes static methods to be ignored by Clover,groovy x annotation static clover tested groovy class coverage static e g code class string hello full coverage shown clover static string hello full coverage shown clover class annotation class string hello full coverage shown clover static string hello coverage shown clover code anyone confirm thanks,8
85,CLOV-1196,Add testSources parameter for clover2:clover mojo,add parameter clover mojo ant clover report task optional parameter user specify ant path clover use looking source thanks possible generate report different location different machine instance option missing clover mojo used create custom report confluence display clover custom convenient actually fix add parameter clover mojo,1
86,CLOV-1197,Perform migration of CLMVN and CLMVNONE from studio.plugins.atlassian.com,perform migration studio site studio new shall eventually ecosystem net deadline final deadline finish scope migrate studio studio mercurial migrate bamboo necessary studio browse trunk note new bamboo location need migrate code practically empty migrate studio browse studio browse browse feasible set component respectively alternatively create new issue ecosystem copy set read message issue shall done project update build ant handle new repository type new way deployment optional update also,3
87,CLOV-1202,Compile maven-clover2-plugin using JDK1.5,compile currently two compiler one source target main one source target test use source target whole module,1
88,CLOV-1203,Update Supported-Platforms page,update page confluence display clover set later add footnote support ended x,1
89,CLOV-1204,Remove retrotranslator,remove remove stuff jar several build upgrade eclipse idea license,1
90,CLOV-1205,CLMVNONE new property: maven.clover.instrumentationLevel,new property clover studio browse set method used conjunction test optimization default level statement performant enough valid statement method,1
91,CLOV-1206,"CLMVNONE Use includes, instead of nested include to allow more than one pattern when merging",use instead include allow one pattern studio browse would better change following code clover merge goal ant ant include name clover merge ant ant clover merge,1
92,CLOV-1207,CLMVNONE Integrate Distributed coverage,integrate distributed coverage studio browse integrate distributed coverage clover,3
93,CLOV-1208,Show warning if new update is out of scope of the current license,show warning new update scope current license case user valid license key certain end maintenance date new clover version release date later maintenance end idea eclipse user ability upgrade user cannot use clover improvement check end maintenance date current license key release date upgrade want put additional warning upgrade box,1
94,CLOV-1209,Auto update version check reports new version when version strings are identical,auto update version check new version version identical file ide clover auto update press check window saying new version available would like upgrade,3
95,CLOV-1227,Add <profiles> element for <clover-setup> and <clover-instr>,add element clover setup clover enhance ant new sub code clover setup clover list profile name default copied profile possible handle default right clover setup code fixed default value fixed size coverage recorder presence clover read size growable like android need clover dynamic size also instance recorder parse ant level pas,2
96,CLOV-1228,Document <profiles> element on CAC,document element write documentation confluence display clover clover setup confluence display clover clover confluence display clover advanced setup configuration,1
97,CLOV-1229,Add profiles for InstrumentationConfig,nan,1
98,CLOV-1230,Embed clover profile array in instrumented classes,embed clover profile array class enhance instrumentation embed array class pas array clover source based instrumentation clover add static field class type groovy code instrumentation new new array call,5
99,CLOV-1231,Use GrowableBitSet for PerTestRecorder.One,use one one wrap coverage helper class x set method index shall resize coverage array none one many top level class top level class write unit synchronized volatile,3
100,CLOV-1232,Create GrowableBitSet class,create class extend add method shall check index size call make thread safe check,2
101,CLOV-1235,Dynamically select coverage recorder based on clover.profile,dynamically select coverage recorder based clover profile clover read clover profile system property null fallback default list empty given profile name found fallback fixed coverage recorder read value proper recorder type fetch cache one add log taken prepare necessary groovy assert log,2
102,CLOV-1236,Add 'clover.enabled' system property,add clover system property set false disable recording coverage data,1
103,CLOV-1237,as a developer I'd like not to deploy clover.jar to app server,developer like deploy clover jar server embed clover jar jar war ear problem code clover enough user manually add clover jar otherwise error problem list solution create automatically manually embed clover jar produced jar war ear clover find exact set class create clover jar artifact central subset already found clover android class distributed coverage feature see linked issue create ant task like clover embed jar jar allow manually put class check would possible intercept jar well automatically add option disable automatic integration specify regular expression pattern shall enhanced create goal like embed jar property check automatically embed clover class extract clover jar target class target class clover scan build reactor intercept like ear jar war assembly modify project add clover clover dependency eclipse integration already run clover enough user web application example extract clover jar project build folder could automatically pick class add build post clean event handler make sure class still present rebuild add option window project idea integration put class production test add option file project file ide integration b,40
104,CLOV-1238,Split clover-core into clover-runtime + clover-core,split clover core clover clover core use class dependency analyzer check class loaded via dependency analyzer also used strip third party unused move class clover module rename clover keep core class reason clover ant still single clover jar probably use clover jar dynamically extract class form archive must able distinguish many class still class enhance build script publish clover clover artefact central central note backward compatibility clover core shall still contain class name change clover clover add dependency clover pom however keep informed change added clover core already clover update documentation inform new small artifact available since version x update clover module structure test clover android original clover core method limit image test android studio based idea,5
105,CLOV-1239,Create <clover-embed-runtime> task,create clover embed task create ant task clover embed jar war ear file put clover class clover class clover jar archive currently got trick find see searching clover license temporary directory next put jar use ant jar task handle zip directly,3
106,CLOV-1240,Create clover2:embed-runtime-jar goal,create embed jar goal create mojo embed jar read property ant task difference might use assembly clover artifact,3
107,CLOV-1241,Maven extracts clover-runtime into target/classes or target/classes-clover,clover target class target class clover automatic integration unknown plug extract clover artifact current build folder target class setup target class clover instrument thanks class might automatically picked check build property holding list class add configuration option like true,3
108,CLOV-1242,Maven: intercept maven-jar-plugin and add clover-runtime,intercept jar add clover check would possible define property jar would allow define directory list added archive yes extract clover e g target clover note shall interfere somehow pas jar,5
109,CLOV-1243,Maven: intercept maven-ear-plugin and add clover-runtime,intercept ear add clover ear,3
110,CLOV-1244,Maven: intercept maven-rar-plugin and add clover-runtime,intercept add clover,3
111,CLOV-1245,Maven: intercept maven-war-plugin and add clover-runtime,intercept war add clover war,3
112,CLOV-1246,Maven: intercept maven-cargo-plugin and add clover-runtime dependency,intercept cargo add clover dependency cargo popular running container add dependency clover add configuration option possibility disable,5
113,CLOV-1247,Eclipse: extract clover-runtime classes into build directory,eclipse extract clover class build directory extract clover jar project build folder could automatically pick class add build post clean event handler make sure class still present rebuild add option window project,5
114,CLOV-1248,IDEA: extract clover-runtime classes into build directories,idea extract clover class build idea integration put class production test add option file project file ide,5
115,CLOV-1249,Grails: extract clover-runtime into build directory,extract clover build directory usually home x z class,8
116,CLOV-1250,Prepare integration tests for GrowableCoverageRecorder,prepare integration integration like large code base different one many none volatile synchronized especially check per test code coverage affected multithreaded multithreaded application,5
117,CLOV-1251,Prepare integration tests for SharedCoverageRecorder,prepare integration integration like partial global per test coverage single many class multiple class session running together multiple clover different class multiple time different running coverage measurement,5
118,CLOV-1253,Some of per-test recording strategies do not work for multi-threaded applications,per test recording work threaded introduction got five per test recording clover coverage null clover coverage clover coverage empty clover empty default policy synchronized clover coverage empty clover synchronized volatile clover coverage empty clover volatile current status work threaded course designed single thread least correct value coverage test case current thread number hit current test test concurrent currently current test due fact set n thread safe volatile strategy similar problem set n thread safe starting ending test work fine synchronized correct got set n wrapped synchronized block starting ending test work fine need possible fix could two compact store bit mask long array set n thread safe used report generation le memory exploded store array set n n true would thread safe used recording memory hand usually running parallel number parallel number processor available,5
119,CLOV-1254,Add Ant dependendency to com.cenqua.clover:clover maven artifact,add ant clover clover artifact problem framework developer dependency clover artefact instrument project clover informative error clover setup compiler groovy ant source file error clover groovy error loading logging information error clover groovy error loading clover groovy error loading apache ant apache ant class native method class unknown source clover clover groovy clover groovy reason normally code ant ant jar provided available default add ant jar dependency project build file,4
120,CLOV-1255,Prepare code example for Grails,prepare code example prepare sample project domain class unit use coverage recorder,2
121,CLOV-1257,Add clover.coverageRecorder field for Clover-for-Grails plugin,add clover field clover follow support natively would nice go back simpler configuration instead like clover implementation field defined create single profile default undefined case clover closure override clover value,3
122,CLOV-1258,Upgrade third party libraries used by Clover,upgrade third party used clover upgrade third party latest actually different common common common guava velocity,8
123,CLOV-1259,Reduce friction in tutorial,reduce friction tutorial make clover evaluation easier tutorial build shall contain full clover set ant shall produce swap build fix test target name add default clover ant configuration tutorial shall unified use target directory get rid clutter like clover clover build update tutorial page consider groovy jar directory user need define path,5
124,CLOV-1260,Add url for 'utils.js' home page,add home page clover eclipse clover idea link open library home page,2
125,CLOV-1261,"PDF report with ""include failed test coverage"" option fails",report include test coverage option eclipse install clover eclipse open tutorial project select run new report report select include test coverage click finish report generation error log message report process error code see log increasing heap size problem check small project much memory check also clover idea,2
126,CLOV-1262,IDEA Darcula theme ignores <table border=0>,idea theme table border clover ugly theme selected idea despite table border text table border example,3
127,CLOV-1263,Race condition in IDEA during full rebuild and test execution,race condition idea full rebuild test execution clover idea race condition cleanup running unit time reproduce open moneybag tutorial project prepare run unit configuration click delete coverage button view click rebuild prompt quickly click run shift problem project rebuilt clover time unit also clover warning console log like warn clover clover c work release testing sandbox clover ant tutorial clover coverage longer valid min size currently loading class actual size warn clover coverage data class taking long try clover test optimization test class found package,8
128,CLOV-1264,Performance problem with SHARED coverage recorder in Grails app,performance problem coverage recorder follow ant binding ant clover setup clover common ant domain ant groovy script groovy system generator system castor ant test groovy ant test false ant ant profile name default false line quickly normally coverage run configuration running half finished,5
129,CLOV-1265,as a developer I'd like to track build events in IDEA12 external build,developer like track build external build prepare empty external build analyze external build prepare simple log compilation progress module name file name send ide also notify compilation finished event,5
130,CLOV-1266,Check how clover.db can be accessed from build server and IDE processes at once,check clover build server ide probably two possible way interact build server process idea ide process build server parallel instrumentation memory end whole build clover write access next notification ide potential deletion build locking build server parallel instrumentation sending information code structure back idea ide back potential high overhead need send one message per file need introduce local offset constant per file,13
131,CLOV-1267,Check how parallel instrumentation can be handled,check parallel instrumentation handled external build parallel compilation built parallel single module sequentially clover least single file sequentially based index range clover continuous range code single file need synchronize per file problem subsequent different possible simple lock per whole file synchronized block drawback turn parallel build single threaded one batch like first instrument whole file relative next lock store information whole file would return base offset value still block locked shorter amount time change clover structure could registered order change function related check data need made thread safe,8
132,CLOV-1268,Implement clover.db sharing between build server and IDE processes,implement clover build server ide based analysis,13
133,CLOV-1269,Implement parallel compilation handling,implement parallel compilation handling based analysis,13
134,CLOV-1270,Write sequential integration tests for build server,write sequential integration build server prepare integration external build feature test scenario parallel compilation external build disabled check helper test class available idea code based,13
135,CLOV-1271,Test IDEA IDE - build server interaction,test idea ide build server interaction exploratory user interface,5
136,CLOV-1273,Reduce coverage requirements for groovy safe operator,reduce coverage groovy safe operator currently usage groovy safe operator reference tested null non null value significant overhead case multiple chained together safe operator would useful coverage measurement chain one call look following line example value line code require test value null test value something non null however require test b null test c null test null test e null reach conditional coverage hope look like written often still could happen write bunch cover one line like heavy burden,8
137,CLOV-1279,Document how to configure Clover + Bamboo with 'mvn deploy' goal on CAC,document configure clover bamboo deploy goal problem deploy used clover deploy repository documentation confluence bamboo space separation create page description like use automatically integrate clover build option bamboo add setup clover every task found job found shall use deploy together automatic clover integration least three way solve problem create separate plan job automatic clover integration x task deploy verify used instance plan would used clover full clover separation plan job deployment doubled plan job use manual clover integration clover already build run clover parallel build configure clover manually pom use instrument instead setup could one task clean deploy would clover jar suffix build executed sometimes might correct dependent module war test server use manual clover integration run clover default build configure task manually use setup goal use two one setup test one deploy approach according see attached artifact two recommendation approach approach clean setup test aggregate clover b define clover report artifact tab click create definition complete form name begin clover report location point report directory e g target site clover copy pattern use confluence display bamboo clover add,1
138,CLOV-1280,Error when trying to Check for an Update,error trying check update recently idea think last update clover idea,5
139,CLOV-1281,Improve message for NoSuchRegistryException,improve message see confluence x message clover registry file path clover exist general help developer understand exact problem find meaningful message,1
140,CLOV-1285,Write parallel integration tests for build server,write parallel integration build server create external build process parallel compilation,13
141,CLOV-1286,as a developer I'd like to build projects using 'classic' build in IDEA12,developer like build classic build make sure new external build feature support break old build functionality compilation idea ide process shall still use class old project structure event handling,13
142,CLOV-1287,Code instrumentation using jps-builders,code instrumentation scope code instrumentation statement method test detection,20
143,CLOV-1288,Implement communication between IDEA IDE and JPS builder,implement communication idea ide builder build progress error handling model,13
144,CLOV-1289,Support custom metrics in PDF report,support custom metric report currently report handle element possible custom set metric summary,5
145,CLOV-1291,PDF report with class-level and method-level summary,report class level method level summary report package level coverage table add option clover report ant task clover mojo generate report button eclipse generate report button idea would allow user select report detail level package default class method file format,8
146,CLOV-1292,Check how parallel instrumentation sessions can be handled,check parallel instrumentation session handled external build start close single instrumentation session parallel see however parallel build ant might involve starting multiple instrumentation session think parallel ant instance check could deal possible clover file locking instrumentation session clover memory clover structure change top level index session class possibility interleave data several instrumentation session,13
147,CLOV-1294,Implement Clover data serialization from IDE to JPS,implement clover data serialization ide following data must builder global configuration license key install date project project flush policy module module entire module instrumentation idea test detector default test detector test source state button e g toggle build clover,20
148,CLOV-1295,Prepare documentation on CAC and AAC,prepare documentation clover idea compiler page idea external build incremental build shall disabled parallel build must disabled refer future story page clover must external build disabled release new nice feature update,3
149,CLOV-1297,HTML report shows only one test result per file if external XML JUnit files are used,report one test result per file external used clover report define element test read compatible instead clover coverage recording work long test name method name usually case however case framework test free text like check test later method like consequence clover able match test name method name order link empty test id store test result one non method file get id thus consequence one listed fix generate unique test id test name string instance,5
150,CLOV-1298,Contributed and unique coverage are equal,unique coverage equal possible bug investigate identical moneybag tutorial,3
151,CLOV-1299,Find workaround or fix for IDEA-108852,find fix idea see issue idea,8
152,CLOV-1301,Add more values for a 'threads' drop-down in report dialog,add drop report generate report age core threaded shall least,2
153,CLOV-1302,The 'include line info' toggle works in the opposite way,include line toggle work opposite way toggle work exactly opposite selected report contain line vice,2
154,CLOV-1303,Exclusion icon decoration is not visible in IDEA,exclusion icon decoration visible idea idea x x work idea x toggle annotate included work,5
155,CLOV-1326,Class loader fails on clover.jar package-info,class loader clover jar package bamboo instance error default service default threw exception illegal class name common collect package class file common collect package native method security apache catalina loader apache catalina loader apache catalina loader apache catalina loader class native method class class package package package package map pair,3
156,CLOV-1328,as a Clover developer I'd like to use the latest version of ANTLR,clover developer like use latest version clover x currently light latest version x upgrade latest library version check x license different x whether actually use try use x possible check grammar best available estimate whether better use completely new grammar file embed clover stuff upgrade grammar file x x watch custom like escape sequence handling,13
157,CLOV-1333,as a developer I'd like to instrument Java8 new language features,developer like instrument new language enhancement clover able parse syntax without error also able add code order measure code coverage lambda scope instrumentation g file scope format,20
158,CLOV-1335,as a developer I'd like to generate reports with Java8 sources,developer like generate new language might require evaluate represent instance separate entity report like class method integral part scope similarly class handled clover scope,13
159,CLOV-1336,as a developer I'd like to have information about lambdas in the Clover database,developer like information clover evaluate represent instance separate entity model like class method integral part scope similarly class handled clover design format mind future extensibility like global based like scala closure implement scope format scope source code instrumentation,20
160,CLOV-1337,as a developer I want be able to select 1.8 language level,developer want able select language level language level shall available clover setup clover ant setup instrument goal project clover eclipse clover idea add option necessary write unit,3
161,CLOV-1338,Warn if directory selected on Test Classes tab is disabled on Source Files tab,warn directory selected test class tab disabled source tab project clover source tab user select source shall clover de whole source root becomes instrumentation test class user select source contain test possible combination source root source root marked test root misleading add appropriate warning,3
162,CLOV-1339,"The <testmethod name="".*> does not match constructors",name match problem declare custom test detector instance code clover setup test name name clover setup code test detector match consequence class like code public class exception public string super code application test code background reason code public final signature return signature signature signature signature public string return null null matcher code null thus constructor match pattern solution could rewrite check like code return null null matcher code however would require entirely new handling code instrumentation reason code would currently like code public string r null try original constructor catch null r rethrow finally r private string compilation failure missing return type super r r code call super must first move constructor body another method,20
163,CLOV-1341,Implicit return in Groovy switch statement is instrumented incorrectly,implicit return groovy switch statement incorrectly problem consider following code code create b switch b case true new integer break case false new string break code switch statement last statement function value returned function call new integer new string last break function exit point thus returned clover code code create b recorder switch b case true recorder new integer recorder break case false recorder new string recorder break code consequence last statement break becomes recorder void result create function null use return instead break switch statement e g code case true return new integer break code fix add recorder break drawback solution loose empty see code foo switch case recorder one recorder added break case case recorder added break foo foo code code would nice case recorder break colored green despite code nothing,5
164,CLOV-1344,Added LICENSES.html file to Clover artfiacts,added file clover add file table name third party library link home page link license file following clover ant zip clover eclipse update site zip clover idea plug jar note need add file clover clover plug contain third party pom groovy reason change obey various open source,3
165,CLOV-1348,review navigation links on a page summary,review navigation link page summary show help overview package file page header discus designer shall show structure e g shall display report name project name main section entire path shall report project test package file class test something else,2
166,CLOV-1350,Add ADG navigation bar in the HTML report,add navigation bar report probably optional embed bamboo handle link navigation bar shall available somewhere else put bar create issue button sure,1
167,CLOV-1352,Create code samples with java8 syntax,create code syntax virtual extension,13
168,CLOV-1353,Prepare unit tests compiling and instrumenting code samples,prepare unit code test compile code instrument code clover instrumentation yet test correctly,13
169,CLOV-1354,Set up a Bamboo build for JDK1.8,set bamboo build run clover syntax bamboo,3
170,CLOV-1355,Add new grammar rules for java8 syntax,add new grammar syntax correctly parse new syntax add clover instrumentation new code something like lambda plus extend method definition add default optional probably need distinguish method declaration interface class,3
171,CLOV-1357,as an administrator I need to monitor Clover usage on machines,administrator need monitor clover usage system administrator need way track usage clover within organization order make sure clover used license currently tool purpose indirect way scan clover license one possible add environment variable enable clover license usage variable could set system administrator variable would point collect data license usage e g license usage path web server clover whenever code instrumentation report generation environment variable defined clover connect simple get request would system administrator collect data get e g apache script store data get scope clover core would work ant eclipse idea,13
172,CLOV-1358,Enhance Clover database to keep full instrumentation history,enhance clover keep full instrumentation history problem currently clover list instrumentation session plus information class sum previous instrumentation session way given class latest class version two current design test optimization might work correctly test groovy language due nature groovy language compiler compile code resolved resolved consequence dependent application class trigger recompilation test class see comment syntax report always based latest class version someone older source file incorrectly warning report could fetch actual line char older class version solution enhance keep class optional disabled default enhance allow querying older given file default always return latest version add new option clover setup clover allow keep full instrumentation history either true false number maximum number single class store add calculate index logical given file class,40
173,CLOV-1359,Fix test optimization and check all class versions,fix test optimization check class test optimization scan hit count given class necessary order problem compiler thus always recompile test class application class,13
174,CLOV-1360,Analyse how tests are converted by Spock ,analyse converted analyse test like test name converted method like done ast transformation guess check possible either reverse engineer behaviour e get back ward test name reproduce behaviour e instrument order way clover could calculate method name,13
175,CLOV-1361,Implement test name to method name mapping in Clover,implement test name method name clover based investigation write proper clover could keep original test clover like test name instead properly link appropriate source code instance order allow navigation report test result test class source code,13
176,CLOV-1362,Add Spock test name patterns in default test detector ,add test name default test detector clover default test detector properly recognize framework test class test helper shall see stuff like test summary status time message mar pas bad mar pas use original name mar pas bad setup mar pas bad,8
177,CLOV-1363,Ensure that reports show the test name and not the method name,ensure show test name method name make sure display test name like test name taken rather actual name test method like,8
178,CLOV-1369,as a developer I don't need to run Clover on JDK1.5 anymore,developer need run clover idea sun end public end premier support may end extended support may see oracle end expire see according various popular growing fraction market right although report version web browser production environment may different especially regarding dropping support would improve clover development could use override use version guava guava due binary compatibility clover level groovy require compile execute clover idea compile execute rest update page update guava library update build clover core clover ant clover clover eclipse clover idea clover scope override done gradually daily development,5
179,CLOV-1375,Extend API for loading and manipulate coverage files ,extend loading manipulate coverage clover new model clover registry need reveal clover stuff via order make usable example loading coverage handling instrumentation session coverage,8
180,CLOV-1376,Change signature of getXyz() methods in HasXyz interfaces,change signature current x example code list code work fine clover internal data usable possible assignment like code list code fix change super x note may need expose additional interface could throw exception return,5
181,CLOV-1377,Create interfaces and factory methods for loading Clover database,create factory loading clover problem already c c registry package however order load call inner class example code import clover internal class import clover internal class import clover registry new code fix create proper factory,3
182,CLOV-1378,Create interfaces and some template class for handling instrumentation sessions,create template class handling instrumentation session problem order update content store new instrumentation session number internal class must used e g code import clover context import clover registry import clover registry import clover registry import clover registry modifier import clover registry import clover registry parameter registry session registry session new new false false method code fix move modifier parameter create factory shall use,5
183,CLOV-1379,Create API for handling coverage recording files,create handling coverage recording problem currently would allow create global recording per test recording file would useful e g conversion coverage data emma fix publish global per test recording file format naming convention expose class global coverage file equivalent expose class per test coverage file equivalent,8
184,CLOV-1380,Create API for handling optimization snapshot,create handling optimization snapshot see hacking clover optimization snapshot file confluence display clover optimization snapshot file snapshot hacking problem internal class used manipulate snapshot code import clover registry import clover optimization snapshot snapshot snapshot snapshot final set snapshot store code fix create proper class c c optimization,8
185,CLOV-1381,Add showInnerFunctions and showLambdaFunctions to clover2:setup,add setup command line clover report ant task add false false pas report define also default clover report,1
186,CLOV-1382,Add lambda toggle to report wizards in Eclipse and IDEA,add lambda toggle report eclipse idea add report eclipse idea shall visible consider drop show lambda none inner false lambda false inner false lambda true inner true lambda true,2
187,CLOV-1384,Fully qualified java.lang is not used for system properties in Clover.getRecorder ,fully qualified used system clover code code r clover clover clover new string clover distributed coverage null missing code,2
188,CLOV-1385,Perform Scala spike,perform scala spike task time day take look scala prototype learn instrumentation could outcome knowledge work compilation phase ast structure plugging detailed list task estimation,5
189,CLOV-1387,Clover integration with Bamboo - enhancements,clover integration bamboo epic optional number open bamboo project related clover sorted importance opinion bam remove clover bam add clover tab build summary page bam use install clover bam improve automatic clover integration module bam facilitate clover configuration automatic clover integration bam test coverage history zero day bam perform cleanup jar bam allow clover test coverage history duration graph bam add job failure based coverage threshold clover check could release,40
190,CLOV-1388,as a developer I'd like to have Spock @Unroll annotation being recognized by Clover,developer like unroll annotation clover unroll annotation test name unrolled every combination test data multiple different name fact related exactly test method ran different input en latest code sequence index end unroll maximum two maximum two maximum two variable substitution unroll maximum b c maximum maximum code problem clover know neither number compilation would deferred add inner class test class would test name somehow pas per test coverage recorder,20
191,CLOV-1389,Instrumentation of a branch condition with a generic type leads to javac compilation error,instrumentation branch condition generic type compilation error declaration like code public client code line like code r client r true r false code compilation error error bad operand binary operator reason condition however cannot deal properly generic value used like entire condition single element look example code public class interface data public public data source source implicit conversion via return true return false public data source source true error operator cannot applied object return true return false public data source source true explicit conversion compilation successful return true return false code rely change generic type extract expression local variable evaluate use variable code original source fixed b source b code surround problematic code block clover clover note three used,13
192,CLOV-1390,clover intrumented testcode with PersitenceConstructor and parameters fails ,clover integration running without clover instrumentation test work fine clover instrumentation one test fail code data model property null found entity class test framework model bind constructor parameter data model data model data convert data core convert read data core convert read data core convert read data core convert read data core convert read data core data core data core data core data core test framework search user query groovy code seem problem follow declaration code public string string password code,1
193,CLOV-1392,as a code reviewer I'd like to see ADG fonts and colours in the HTML report,nan,40
194,CLOV-1393,review ADG page layout in the HTML report,review page layout report review various page interaction,1
195,CLOV-1395,IDEA13 compatiblity issues,clover idea latest attempt load license key file clover box license button load error component component component clover idea clover idea swing swing handler swing swing swing basic component component swing component component container container component component container container component component container container container container container window window component component access run run security native method security security run run security native method security ide e ide ide run run security native method enter show show show show ide ide ide clover idea swing swing handler swing swing swing basic component component swing component component container container component component container container component component container container container container container window window component component access run run security native method security security run run security native method security ide e ide ide run run security native method enter show show show show clover idea ex component component container container component component container container component component container container container container container window window component component access run run security native method security security run run security native method security ide e ide ide run compilation project clover compilation error package exist probably clover add clover jar project class path package exist option enable disable external build feature classic build functionality removed,13
196,CLOV-1396,"""No such property: testTargetPatterns"" exception with Grails 2.3",property exception unable use clover build exception environment set test c work clover target test c work clover target test plain error error script property class groovy property class groovy unwrap groovy groovy groovy sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method groovy reflection invoke groovy groovy groovy groovy reason groovy property removed probable fix replace,2
197,CLOV-1397,Java+Groovy compilation fails with Clover enabled in IntelliJ 12.1.x,groovy compilation clover x building project build following exception saw couple similar external build cause thought fixed clover turn external build compilation succeed project combined groovy project let know need error sun main main compile main sun call compile incremental incremental compile incremental incremental build incremental incremental incremental incremental incremental incremental incremental build run run service run concurrent call concurrent run concurrent concurrent worker run thread run thread sun file sun sun sun sun complete sun code symbol complete symbol sun enter enter sun tree accept sun enter enter sun enter enter sun enter complete enter sun enter main enter sun main sun main compile sun main main compile main panel title problem summary yellow bug following met idea later used clover later used external build feature compiler use external build project mixed groovy code idea bug issue idea fixed therefore idea x disable external build feature idea x problem occur panel,13
198,CLOV-1398,Java 1.8 Exceptions not being propagated correctly,correctly following test stub main code public final class throw new public static void new string class new code following test test code public class test class public void code fine clean install however clover get following exception reflect sun proxy apply unknown source internal container internal container sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method model internal model run model internal evaluate internal evaluate run schedule access evaluate run apache execute apache apache invoke apache booter apache booter apache booter main reflect sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method internal container invoke internal container internal container lambda internal container lambda apply unknown source replace standard anonymous class function function fine,3
199,CLOV-1399,Java 1.8 compilation fails when lambda is passed to a generic argument,compilation lambda generic argument following piece code code public class n public final n iterable class type return iterable e type e public final iterable n predicate super n predicate return null code following error message error execute goal apache compiler compile default compile project cake compilation failure compilation failure error cake cake cake target clover internal tree reference ambiguous error method class internal tree method function predicate super n internal tree match error cake cake cake target clover internal tree incompatible cannot infer type variable error argument mismatch class functional interface error help,3
200,CLOV-1401,Clover fails to instrument generic type with a constructor reference,clover instrument generic type constructor reference work fine code new error since string new code following code string new string string new code parser error error instrumentation error c work clover clover core test unexpected token clover c work clover clover core test unexpected token clover instrument clover execute clover clover clover clover sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method framework framework framework protect framework framework run framework run framework framework run internal run runner run execution execution main sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method execution application main line unexpected token clover clover clover clover expression clover statement clover clover field clover clover clover clover clover clover instrument clover instrument,8
201,CLOV-1403,Cloverage view layout is crappy with the Coverage Summary panel,view layout coverage summary panel button visible default width height proportion change horizontal vertical layout set correctly result got behavior following screen shot,2
202,CLOV-1404,Source highlighting label is cropped in the settings dialog,source label project clover view date,2
203,CLOV-1406,URISyntaxException from Clover IDEA plugin under IDEA13 on Mac OS X,clover idea mac o x net illegal character path index file grant library application support clover idea jar net illegal character path index file grant library application support clover idea jar net illegal character path index file grant library application support clover idea jar clover idea clover idea build execute compiler compiler access compiler run compiler progress run progress run progress run progress progress progress progress run application run concurrent call concurrent sync concurrent run concurrent worker concurrent worker run thread run thread application run net illegal character path index file grant library application support clover idea jar net parser fail net parser net parser net parser parse net clover idea net illegal character path index file grant library application support clover idea jar net illegal character path index file grant library application support clover idea jar net illegal character path index file grant library application support clover idea jar clover idea,2
204,CLOV-1408,As a developer I'd like to see JUnit Parameterized tests in the report,developer like see report similarly framework like see test example code import import runner import import import static assert import static class public class public static collection object data return new object private private public input input test public void test compute class static compute return code,5
205,CLOV-1409,Split velocity templates to 2 sets: adg and classic,split velocity classic make copy original extend add option choose one e g style classic default one,2
206,CLOV-1410,"Add report style=adg/classic options for Ant, Maven, Grails",add report style classic ant scope ant new toggle default pas,2
207,CLOV-1411,Add radio button style=adg/classic in eclipse and idea IDEs,add radio button style classic eclipse idea ides optional add radio button alternatively use default one,1
208,CLOV-1412,Use ADG-compliant colour set for widgets,use compliant colour set replace developer design latest color scope tree map cloud view coverage dashboard package class file summary test dashboard test coverage page margin class coverage distribution class complexity use blue,1
209,CLOV-1413,as a developer I expect that Clover will automatically configure IntelliJ IDEA compiler settings,developer expect clover automatically configure idea compiler since new external build feature also option perform parallel build compile build independent parallel toggle however clover support parallel instrumentation see clover automatically disable parallel build toggle whenever compilation notify fact otherwise throw various compilation,1
210,CLOV-1415,The clover2:clover goal does not pass the sourcepath property to underlying <clover-report> task,clover goal pas property underlying clover report task original problem issue quote clover every source file one absolute path given file written current platform file separator file name however read file name current platform file separator consequence report cannot resolve file name properly whole path single path segment resulting like path report generation path build file consequence report generation create file source code coverage quote problem clover goal clover call clover report default report x x x jar default clover report report defined like code current output summary summary title title span span format clover format test clover current code e property possible fix add property set value list standard source similarly done tag code test code default clover report code id test include name test code could like code test main code potential problem build may source different test main case would found property optional could done via flag possible fix add property clover goal null pas value property clover report goal report potential problem could easily find source project order pas property,2
211,CLOV-1419,change project/package statistics to the boxed component,change project package statistic component change move horizontal navigation overview tab instance keep component div grid,2
212,CLOV-1420,change package and class list tables into TablesSortable,change package class list table change project summary package summary sortable table like latest sandbox,2
213,CLOV-1423,change contributing tests table to TablesSortable etc,change table change table table show hide label expander select single master toggle remember code class table,5
214,CLOV-1424,change small class histogram into container,change small class histogram container similarly coverage statistic put box developer design,1
215,CLOV-1425,change dashboard boxes look,change dashboard look look like developer design,1
216,CLOV-1426,change page footer look,change page footer look look like developer design page footer,1
217,CLOV-1427,change cloud tabs,change cloud package quick look developer design,1
218,CLOV-1428,change classes/tests/results bottom left frame,change class bottom left frame change scope add title developer design typography use developer design use sortable table developer design table,2
219,CLOV-1429,chage test result labels to lozenges,test result pas fail error test shall subtle developer design,1
