,Unnamed: 0,issuekey,title,description,storypoint
294,294,APSTUD-4363,improve text hover improve text hover display studio documentation panel title hover name display name path declaration path declaration description example example specification specification name specification version panel,Improve text hover for HTML elements improve text hover display studio documentation panel title hover name display name path declaration path declaration description example example specification specification name specification version panel,8
295,295,APSTUD-4367,add option format object separate add option format object separate trying format bit code used crash function table new null null onto single line add functionality one line,Add option to format object properties on separate lines add option format object separate trying format bit code used crash function table new null null onto single line add functionality one line,20
296,296,APSTUD-4368,log product version version log product version version general logging file care product version e opposed version e build may change frequently product version update use product version instead,"Have IdeLog log using the product version, not the version of the plugin log product version version general logging file care product version e opposed version e build may change frequently product version update use product version instead",2
297,297,APSTUD-4373,nan,,13
298,298,APSTUD-4374,enable performance testing build job enable performance testing build job need enable job ensure actually still work,Enable performance testing build job on Hudson enable performance testing build job need enable job ensure actually still work,8
299,299,APSTUD-4377,appear menu appear menu menu contain replicate open titanium studio open menu actual menu include menu include,HTML does not appear in the Commands menu appear menu menu contain replicate open titanium studio open menu actual menu include menu include,3
300,300,APSTUD-4378,add name errant file error message add name errant file error message writing following log file least write name documentation file possible file error line character count anything code build qualifier error error documentation file value attribute name associated element type null must contain character exception error documentation file value attribute name associated element type null must contain character editor common editor index index core internal build core build core build core build core build build eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal build eclipse core internal eclipse core internal build editor run eclipse core internal worker run worker code,Add name of errant file to error message for MetadataReader.loadXML() add name errant file error message writing following log file least write name documentation file possible file error line character count anything code build qualifier error error documentation file value attribute name associated element type null must contain character exception error documentation file value attribute name associated element type null must contain character editor common editor index index core internal build core build core build core build core build build eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal build eclipse core internal eclipse core internal build editor run eclipse core internal worker run worker code,5
301,301,APSTUD-4379,visit visit seen log file attached file code entry editor message build error error indexing stack editor visit editor editor visit editor ast accept editor ast editor ast visit editor ast accept editor accept editor visit editor ast accept editor ast editor index editor index editor index editor index editor index editor editor index core internal build core build core build core build core build build eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal build eclipse core internal eclipse core internal build editor run eclipse core internal worker run worker code,NPE in JSPropertyCollector.visit() visit seen log file attached file code entry editor message build error error indexing stack editor visit editor editor visit editor ast accept editor ast editor ast visit editor ast accept editor accept editor visit editor ast accept editor ast editor index editor index editor index editor index editor index editor editor index core internal build core build core build core build core build build eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal build eclipse core internal eclipse core internal build editor run eclipse core internal worker run worker code,13
302,302,APSTUD-4380,correct improperly shut correct improperly shut shut titanium studio still trying load properly shut correct listed code build null error error script loaded event listener job manager shut eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker build null error error script loaded event listener job manager shut entry eclipse core message job found still running platform shutdown shutdown model entry eclipse core message job found still running platform shutdown shutdown model eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker job found still running platform shutdown shutdown model job found still running platform shutdown shutdown model build null error error script loaded event listener job manager shut eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker code may well,Correct improperly shut down jobs correct improperly shut shut titanium studio still trying load properly shut correct listed code build null error error script loaded event listener job manager shut eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker build null error error script loaded event listener job manager shut entry eclipse core message job found still running platform shutdown shutdown model entry eclipse core message job found still running platform shutdown shutdown model eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker job found still running platform shutdown shutdown model job found still running platform shutdown shutdown model build null error error script loaded event listener job manager shut eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker code may well,8
303,303,APSTUD-4381,bundle console error bundle console error bundle console error replicate open titanium studio select edit bundle actual console error error c ruble bundle file directory c ruble file directory c ruble ruble c program titanium studio configuration eclipse framework ruble ruble c program titanium studio configuration eclipse framework ruble ruble translate c program titanium studio configuration eclipse framework ruble object c program titanium studio configuration eclipse framework ruble class c ruble bundle call call class c program titanium studio configuration eclipse framework ruble bundle object bundle c program titanium studio configuration eclipse framework ruble bundle class root c ruble bundle studio clone bundle,Editing YAML bundle returns scripting console error bundle console error bundle console error replicate open titanium studio select edit bundle actual console error error c ruble bundle file directory c ruble file directory c ruble ruble c program titanium studio configuration eclipse framework ruble ruble c program titanium studio configuration eclipse framework ruble ruble translate c program titanium studio configuration eclipse framework ruble object c program titanium studio configuration eclipse framework ruble class c ruble bundle call call class c program titanium studio configuration eclipse framework ruble bundle object bundle c program titanium studio configuration eclipse framework ruble bundle class root c ruble bundle studio clone bundle,8
304,304,APSTUD-4384,select last used connection connection menu drop repeated synchronization select last used connection connection menu drop repeated synchronization would prefer last connection used synchronization one place connection make little project example template one specific connection soon check synchronize connection whats wrong row want synchronize need switch right connection prior actual synchronization remember last used connection remember decision unusable situation still need dialogue selection connection,Pre-select last used connection in connection menu drop down for repeated synchronization select last used connection connection menu drop repeated synchronization would prefer last connection used synchronization one place connection make little project example template one specific connection soon check synchronize connection whats wrong row want synchronize need switch right connection prior actual synchronization remember last used connection remember decision unusable situation still need dialogue selection connection,5
305,305,APSTUD-4385,hide errant cannot recover syntax error log file hide errant cannot recover syntax error log file following saw log file body code build qualifier error cannot recover syntax error beaver parser exception cannot recover syntax error beaver parser parser beaver parser parse parser beaver parser parse parser editor parse parse parse parse editor common editor common text reconciler run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main eclipse equinox launcher main main main build qualifier error cannot recover syntax error eclipse core cannot recover syntax error index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler editor common text reconciler process eclipse text reconciler run beaver parser exception cannot recover syntax error beaver parser parser beaver parser parse parser beaver parser parse parser editor parse parse index core build run code error necessary,"Hide errant ""Cannot Recover From Syntax Error"" exceptions in log file hide errant cannot recover syntax error log file following saw log file body code build qualifier error cannot recover syntax error beaver parser exception cannot recover syntax error beaver parser parser beaver parser parse parser beaver parser parse parser editor parse parse parse parse editor common editor common text reconciler run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main eclipse equinox launcher main main main build qualifier error cannot recover syntax error eclipse core cannot recover syntax error index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler editor common text reconciler process eclipse text reconciler run beaver parser exception cannot recover syntax error beaver parser parser beaver parser parse parser beaver parser parse parser editor parse parse index core build run code error necessary",5
306,306,APSTUD-4386,investigate directory failing issue see still problem investigate directory failing issue see still problem look change log current version latest see seem like relevant update get try new version contact stack trace see,Investigate FTP directory failing issue to see if it's still a problem investigate directory failing issue see still problem look change log current version latest see seem like relevant update get try new version contact stack trace see,8
307,307,APSTUD-7471,insert color command add valid color code select effect first insert color command add valid color code select effect first end user everything editor insert color studio color code value without hash replicate open titanium studio open file select select insert color select color click actual editor color code hash editor supposed insert color code hash,CSS Insert Color command does not add valid color code if select-all is in effect first insert color command add valid color code select effect first end user everything editor insert color studio color code value without hash replicate open titanium studio open file select select insert color select color click actual editor color code hash editor supposed insert color code hash,8
308,308,APSTUD-4388,consider improving performance ast consider improving performance ast looking issue related code effectively top level ast believe current implementation considerably performance wise currently list list traversed node inserted tree instead take advantage functionality,Consider improving performance of AST merging in CompositeParser consider improving performance ast looking issue related code effectively top level ast believe current implementation considerably performance wise currently list list traversed node inserted tree instead take advantage functionality,13
309,309,APSTUD-4389,add support add support following code snippet code function constructor name id function type unknown count function function data code provide content assist character last constructor show name id last show type count last show data,"Add support for ""this"" in JS constructors add support following code snippet code function constructor name id function type unknown count function function data code provide content assist character last constructor show name id last show type count last show data",20
310,310,APSTUD-4390,show show following code code function name id prototype function return prototype function company code location tagged show name id company,"Show all properties off of ""this"" in all methods in JS show following code code function name id prototype function return prototype function company code location tagged show name id company",13
311,311,APSTUD-4392,add tab focus support content assist additional add tab focus support content assist additional studio support documentation via need add similar functionality content assist additional,Add 'Tab' and focus support for the Content-Assist additional info popup add tab focus support content assist additional studio support documentation via need add similar functionality content assist additional,20
312,312,APSTUD-4393,add documentation add documentation see display studio documentation panel name display name path declaration location description example example specification specification name specification version panel,Add HTML documentation hovers for elements and attributes add documentation see display studio documentation panel name display name path declaration location description example example specification specification name specification version panel,13
313,313,APSTUD-4395,odd appearance user may setting element use user error message odd appearance user may setting element use user error message create new web project paste following content new file save code public en strict head title local title link rel type text test script type text script meta name format detection content telephone head body id style height background color background image hello local see indicator middle text blue also div id foo style margin top font weight bold hello div div div alt image id image script titanium image titanium injection foo bar new image titanium image window ti image function path path ti received path path document image path ti function e ti e ti function ti ti ti log statement foo click hide use either use click instance need hold area second trigger immediate work appear immediate make think test working document foo function ti foo bar ti link script body code might also clean project log file contain number code entry editor message build qualifier warning user may setting element use user method back void entry editor message build qualifier warning user may setting element use user method prompt string string string number entry editor message build qualifier warning user may setting element use user method object object void entry editor message build qualifier warning user may setting element use user method number number void code,"Odd appearance of ""User agents may have been deleted when setting element to use all user agents"" error message odd appearance user may setting element use user error message create new web project paste following content new file save code public en strict head title local title link rel type text test script type text script meta name format detection content telephone head body id style height background color background image hello local see indicator middle text blue also div id foo style margin top font weight bold hello div div div alt image id image script titanium image titanium injection foo bar new image titanium image window ti image function path path ti received path path document image path ti function e ti e ti function ti ti ti log statement foo click hide use either use click instance need hold area second trigger immediate work appear immediate make think test working document foo function ti foo bar ti link script body code might also clean project log file contain number code entry editor message build qualifier warning user may setting element use user method back void entry editor message build qualifier warning user may setting element use user method prompt string string string number entry editor message build qualifier warning user may setting element use user method object object void entry editor message build qualifier warning user may setting element use user method number number void code",5
314,314,APSTUD-4396,cut syntax error hover cut syntax error hover hovering syntax error file get small cut version text partially see syntax press take screen shot even see wrong,"Cut-off ""syntax error"" on hover cut syntax error hover hovering syntax error file get small cut version text partially see syntax press take screen shot even see wrong",8
315,315,APSTUD-4397,unable see cursor dark background color editor unable see cursor dark background color editor studio dark background color code editor cursor change lighten color completely invisible,Unable to see cursor over dark background color in editor unable see cursor dark background color editor studio dark background color code editor cursor change lighten color completely invisible,13
316,316,APSTUD-4399,generate data performance testing assert generate data performance testing assert need run performance repeatedly specific version studio generate use assert continuous good enough,Generate baseline data for performance testing to assert against generate data performance testing assert need run performance repeatedly specific version studio generate use assert continuous good enough,5
317,317,APSTUD-4400,get performance passing get performance passing need sure performance stable typical generate good also assert performance data,Get all performance tests passing get performance passing need sure performance pas stable typical generate good also assert performance data,13
318,318,APSTUD-4401,set performance test job assert set performance test job assert set data make sure performance job assert data performance setting property job build studio version string used generate,Set performance test job to assert against baseline set performance test job assert set data make sure performance job assert data performance setting property job build studio version string used generate,3
319,319,APSTUD-4402,add action open declaration ruby add action open declaration ruby add hover action ruby,"Add action for ""Open Declaration"" in the Ruby hovers add action open declaration ruby add hover action ruby",8
320,320,APSTUD-4403,building blocking building blocking transfer lot server project trying rebuild index every new file build blocking file load rising,Building workspace is blocking FTP download building blocking transfer lot server project trying rebuild index every new file build blocking file load rising,8
321,321,APSTUD-4406,character broken falsely character broken falsely well known issue titanium android long long time android emulator naturally ran across issue would right click go check text file set automatically option titled container according file set yet android emulator still throwing wobbly non file exact file coda panic find every single one titanium studio face set western mac via coda hey presto android project work action work leaf old bug quite simply text file dont change file present since least bought titanium studio bug found developer question cant decode position comment,"Character Encoding options broken, falsely reporting UTF-8 character broken falsely well known issue titanium android long long time android emulator naturally ran across issue would right click go check text file set automatically option titled container according file set yet android emulator still throwing wobbly non file exact file coda panic find every single one titanium studio face set western mac o via coda hey presto android project work action work leaf old bug quite simply text file dont change file present since least bought titanium studio bug found developer question cant decode position comment",13
322,322,APSTUD-4408,lazily load additional content assist lazily load additional content assist populate additional every ca proposal implement return additional proposal demand u generating advance instead particular proposal selected,"Lazily load ""additional info"" for Javascript content assist lazily load additional content assist populate additional every ca proposal implement return additional proposal demand u generating advance instead particular proposal selected",8
323,323,APSTUD-4409,indexing new file creation indexing new file creation given project large file attached create new file blocked studio indexing progress way cancel unless application indexed file even project indexing interrupt file creation,Indexing blocks new file creation indexing new file creation given project large file attached create new file blocked studio indexing progress way cancel unless application indexed file even project indexing interrupt file creation,13
324,324,APSTUD-4410,prompt user file undo prompt user file undo listed file new file create new file respond undo see eclipse bug eclipse id fixed replicate eclipse navigator package explorer project explorer titanium studio dev explorer project explorer titanium studio explorer project explorer open file editor select file view listed non project copy paste file view default name fine go editor type key leave unsaved focus project explorer view press undo file copy go away open project file add nature eclipse core nature project close reopen project retry work however get content back go project explorer right click root project question select restore local history select particular resource like select version finish thought eclipse bug since replicate project explorer project replicate project actually project bit confused thread developer question titanium studio answer run issue time prompt user confirmation state file deletion happening result undo event perhaps possible listen resource change type ask user advance event happening note originally fixed issue removing file creation undo history,Prompt user before deleting a file with Undo prompt user file undo listed file new file create new file respond undo see eclipse bug eclipse id fixed replicate eclipse navigator package explorer project explorer titanium studio dev explorer project explorer titanium studio explorer project explorer open file editor select file view listed non project copy paste file view default name fine go editor type key leave unsaved focus project explorer view press undo file copy go away open project file add nature eclipse core nature project close reopen project retry work however get content back go project explorer right click root project question select restore local history select particular resource like select version finish thought eclipse bug since replicate project explorer project replicate project actually project bit confused thread developer question titanium studio answer run issue time prompt user confirmation state file deletion happening result undo event perhaps possible listen resource change type ask user advance event happening note originally fixed issue removing file creation undo history,13
325,325,APSTUD-4411,unable create project location unable create project location create new project case point location already allow create project see warning way skip warning create project regardless,Unable to create project in location with pre-existing files unable create project location create new project case point location already allow create project see warning way skip warning create project regardless,3
326,326,APSTUD-4412,index index log file code entry eclipse core message internal error indexing file system library ruby framework ruby stack index core index index index core index index index core index core index core run eclipse core internal worker run worker code,NPE in Index.computeIndexLocation() index log file code entry eclipse core message internal error indexing file system library ruby framework ruby stack index core index index index core index index index core index core index core run eclipse core internal worker run worker code,5
327,327,APSTUD-4413,error loading built error loading built log file code build null error error loading built editor internal indexer language editor internal indexer language editor internal indexer language editor internal indexer language clean editor internal indexer language run eclipse core internal worker run worker code,"NPE during ""Error loading the built-in PHP API"" error loading built log file code build null error error loading built editor internal indexer language editor internal indexer language editor internal indexer language editor internal indexer language clean editor internal indexer language run eclipse core internal worker run worker code",5
328,328,APSTUD-4414,ruby ruby related fixed issue proper inconsistent sometimes work example multiple failing correctly format one open studio build open ruby file add following code code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code format space source format actual notice last statement correctly indented code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code,Ruby Formatter Not Indenting If Statements ruby related fixed issue proper inconsistent sometimes work example multiple failing correctly format one open studio build open ruby file add following code code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code format space source format actual notice last statement correctly indented code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code,8
329,329,APSTUD-4418,errant error message log file cannot recover syntax error errant error message log file cannot recover syntax error open new file start function note following log file code subentry index core message cannot recover syntax error stack beaver parser exception cannot recover syntax error beaver parser parser editor beaver parser parse parser beaver parser parse parser editor parse parse index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler process eclipse text reconciler run build qualifier error cannot recover syntax error eclipse core cannot recover syntax error index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler process eclipse text reconciler run beaver parser exception cannot recover syntax error beaver parser parser editor beaver parser parse parser beaver parser parse parser editor parse parse index core build code,"Errant error message in log file ""Cannot recover from the syntax error"" errant error message log file cannot recover syntax error open new file start function note following log file code subentry index core message cannot recover syntax error stack beaver parser exception cannot recover syntax error beaver parser parser editor beaver parser parse parser beaver parser parse parser editor parse parse index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler process eclipse text reconciler run build qualifier error cannot recover syntax error eclipse core cannot recover syntax error index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler process eclipse text reconciler run beaver parser exception cannot recover syntax error beaver parser parser editor beaver parser parse parser beaver parser parse parser editor parse parse index core build code",5
330,330,APSTUD-4419,auto comment blank line variable auto comment blank line variable open new file type x new array place cursor type enter get extra line code x new array code,ScriptDoc auto-comment inserts a blank line for variable assignments auto comment blank line variable open new file type x new array place cursor type enter get extra line code x new array code,2
331,331,APSTUD-4420,extra two blank text hover documentation extra two blank text hover documentation hover variety many extra blank line code create return instance android code might empty section,There are an extra two blank lines in the text hover documentation extra two blank text hover documentation hover variety many extra blank line code create return instance android code might empty section,8
332,332,APSTUD-4421,object colon object colon typically would expect following code titanium color text window code however default result code titanium color text window code spaced,Formatting object properties adds spaces before and after the colon object colon typically would expect following code titanium color text window code however default result code titanium color text window code spaced,5
333,333,APSTUD-4422,auto complete height width writing auto complete height width writing writing tag user attribute go add height width attribute would nice auto complete value actual file,Auto complete height and width of img when writing HTML auto complete height width writing writing tag user attribute go add height width attribute would nice auto complete value actual file,13
334,334,APSTUD-4425,consider binary format consider binary format currently store quite large ticket recommend use binary format specifically content related index may good option well,Consider using binary XML format for HTML/CSS/JS metadata files consider binary format currently store quite large ticket recommend use binary format specifically content related index may good option well,13
335,335,APSTUD-4427,code automatically start code automatically start collapse e symbol next line editor start file different place code expanded automatically several,Collapsed code expands automatically when I start typing code automatically start collapse e symbol next line editor start file different place code expanded automatically several,5
336,336,APSTUD-4428,equivalent console studio console equivalent console studio console love able log later explore like done safari chrome command console major part method love see studio clear user visually click object handy took screen shot talking think worthy addition maybe would go tab console terminal search window something whether implement feature rock know,"equivalent of ""console.dir();"" for the studio console equivalent console studio console love able log later explore like done safari chrome command console major part method love see studio clear user visually click object handy took screen shot talking think worthy addition maybe would go tab console terminal search window something whether implement feature rock know",7
337,337,APSTUD-4431,use eclipse compare show git commit use eclipse compare show git commit use browser show sort way added removed green red compare infrastructure available u eclipse harness show side side syntax colored,Use Eclipse's Diff/Compare editors to show diffs in git commit dialog use eclipse compare show git commit use browser show sort way added removed green red compare infrastructure available u eclipse harness show side side syntax colored,13
338,338,APSTUD-4432,fix dom spec fix dom spec dynamic help provide related link ideally link dom like dom dom core specific spec defined seem consistently applied result consistently link related relevant code line one could get real underlying returned list test,Fix JS metadata for DOM specs fix dom spec dynamic help provide related link ideally link dom like dom dom core specific spec defined seem consistently applied result consistently link related relevant code line one could get real underlying returned list test,13
339,339,APSTUD-4435,deployment table centered opening deployment table centered opening open deployment window column large cant read column directly resize column every time open sync window,Deployment synchronisation table is not centered on opening deployment table centered opening open deployment window column large cant read column directly resize column every time open sync window,5
340,340,APSTUD-4436,setting built web server address seem persist setting built web server address seem persist set built web server use computer address mac open go run file web application web server bound instead computer address going change computer address still set back apply back computer address issue temporarily,Setting built in web server IP address doesn't seem to persist  setting built web server address seem persist set built web server use computer address mac open go run file web application web server bound instead computer address going change computer address still set back apply back computer address issue temporarily,3
341,341,APSTUD-4438,add preview editor right click context menu show add preview editor right click context menu show file inside perspective saw easy way preview file ideally entry right click context menu show preview editor open web browser sure would quite switch web perspective could click preview icon global top perspective,"Add ""Preview Editor"" to right-click context menu's ""Show In"" submenu for HTML files add preview editor right click context menu show file inside perspective saw easy way preview file ideally entry right click context menu show preview editor open web browser sure would quite switch web perspective could click preview icon global top perspective",5
342,342,APSTUD-4439,daemon information daemon information hi would helpful could trigger notification system every time important event fired example sync complete complete complete notify daemon simple run shell command notify send text want display code notify send file complete code add option specify path icon witch displayed left next text case use icon original folder code notify send home studio icon file complete code want also add param display duration normal default great code notify send home studio icon file complete code thats simple pretty never miss status event see thanks,using the linux nofity daemon for information popups daemon information hi would helpful could trigger notification system every time important event fired example sync complete complete complete notify daemon simple run shell command notify send text want display code notify send file complete code add option specify path icon witch displayed left next text case use icon original folder code notify send home studio icon file complete code want also add param display duration normal default great code notify send home studio icon file complete code thats simple pretty never miss status event see thanks,2
343,343,APSTUD-4440,add delete remote command menu git support add delete remote command menu git support ability add push current branch particular remote able also remove similar,"Add a ""Delete Remote"" command/menu to git support add delete remote command menu git support ability add push current branch particular remote able also remove similar",5
344,344,APSTUD-4441,need force clean rebuild build participant enablement change need force clean rebuild build participant enablement change user participant enablement need force clean rebuild take effect like warn user needing rebuild offer cancel also need reconcile,Need to force a clean rebuild if the build participant enablement or filters change need force clean rebuild build participant enablement change user participant enablement need force clean rebuild take effect like warn user needing rebuild offer cancel also need reconcile,8
345,345,APSTUD-4442,explorer content nature project file explorer content nature project file reproduce create web project explorer open project file edit project file add nature save result content explorer affected actual result project content disappear view tried refresh unchecked view help however use switch different project back content appear also simply removed nature project file content appear well without switch project,App Explorer's content disappears when adding JDT nature to .project file explorer content nature project file reproduce create web project explorer open project file edit project file add nature save result content explorer affected actual result project content disappear view tried refresh unchecked view help however use switch different project back content appear also simply removed nature project file content appear well without switch project,8
346,346,APSTUD-4443,manage indexing build participant manage indexing build participant need indexing process triggered via build participant also need allow improve performance moment disabled allow error flushing require modification indexer way deliver hold parse state modify remove,Manage the PHP indexing through a PHP build participant manage indexing build participant need indexing process triggered via build participant also need allow improve performance moment disabled allow error flushing require modification indexer way deliver hold parse state modify remove,20
347,347,APSTUD-4444,inference type logical incorrectly inference type logical incorrectly logical expression one evaluation might incorrectly type variable assigned expression without considering type example common idiom giving argument default value type case function code function foo left make sure string stuff code inference could deduce type logical expression union experience actual desired type always type right operand,JS inference infers the type of logical expressions to be Boolean incorrectly inference type logical incorrectly logical expression one evaluation might incorrectly type variable assigned expression without considering type example common idiom giving argument default value type case function code function foo left make sure string stuff code inference could deduce type logical expression union experience actual desired type always type right operand,8
348,348,APSTUD-4445,content assist inference documentation lack explicitly relate content assist inference documentation lack explicitly relate defined documentation content assist type whose inadequate type specifically known beforehand reliably consider object create new object prototype parameter code foo new bar object create foo code case bar foo however possible infer hypothetical future documentation object create method documentation lack way express return type one perhaps common code prototype function something return prototype new new code currently impossible express type object best inference able guess instance many derive problem since content assist unable infer subclass call method purpose conveniently call additional return value following would really maddening document code declare superclass constructor function instance new code instance declare day class membership work inference possible document class still difficult impossible declare provide type information rather add special source deal specifically add appear preferable extend documentation type include new capable explicitly type relationship identifier inference simple working quite well solution might operator type whose operand expression inference code working would evaluate provided expression context invocation found determine return type,"Content assist, inference, and documentation languages lack expressions to explicitly relate types to identifiers content assist inference documentation lack explicitly relate defined documentation content assist type whose inadequate type specifically known beforehand reliably consider object create new object prototype parameter code foo new bar object create foo code case bar foo however possible infer hypothetical future documentation object create method documentation lack way express return type one perhaps common code prototype function something return prototype new new code currently impossible express type object best inference able guess instance many derive problem since content assist unable infer subclass call method purpose conveniently call additional return value following would really maddening document code declare superclass constructor function instance new code instance declare day class membership work inference possible document class still difficult impossible declare provide type information rather add special source deal specifically add appear preferable extend documentation type include new capable explicitly type relationship identifier inference simple working quite well solution might operator type whose operand expression inference code working would evaluate provided expression context invocation found determine return type",13
