,issuekey,title,description,storypoint
155,BAM-5328,Large number of exceptions being thrown on JBAC,large number thrown private nice tail f service bamboo log main current sample error error macro parameter problematic instruction macro line column user directive line column template error macro parameter core macro context macro core macro context macro core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core context core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template webwork webwork dispatcher execute invoke interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke execute webwork dispatcher webwork dispatcher apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core module filter module filter apache catalina core apache catalina core webwork dispatcher apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core anonymous bamboo filter bamboo filter apache catalina core apache catalina core bamboo filter core apache catalina core apache catalina core apache catalina core apache catalina core seraph filter apache catalina core apache catalina core seraph filter apache catalina core apache catalina core filter filter internal filter filter filter filter apache catalina core apache catalina core hibernate support spring filter web filter apache catalina core apache catalina core filter compression filter compression bamboo filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core web filter web filter apache catalina core apache catalina core,1
156,BAM-5358,Persist some calculated data for ArtifactLink,persist calculated data bam chai reason simply store calculated one size calculated fear going expensive big decide persist shall remember update get build move opinion complexity however store path kind token property read browse build whatever want persist artifact size well might calculate directory size would done chai yeah could store calculated suffix ie thing u browse index leave prefix expensive store full size directory though good testing see much time say clover report good test,2
157,BAM-5376,Dynamic EC2 agents,dynamic related bam,8
158,BAM-5425,Adding correct AWS account credentials gives a stack trace if the account does not have an EC2 subscription,correct account stack trace account subscription instead give regular error message user problem stack trace communication error trying validate account determine validity validate bamboo agent elastic server bamboo elastic bamboo elastic validate bamboo elastic sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method invoke bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke execute webwork dispatcher webwork dispatcher apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core module filter module filter apache catalina core apache catalina core webwork dispatcher apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core anonymous bamboo filter bamboo filter apache catalina core apache catalina core bamboo filter core apache catalina core apache catalina core apache catalina core apache catalina core seraph filter apache catalina core apache catalina core seraph filter apache catalina core apache catalina core filter filter security filter filter filter filter internal filter filter filter filter apache catalina core apache catalina core hibernate support spring filter web filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core web filter web filter apache catalina core apache catalina core apache catalina core invoke apache catalina core invoke apache catalina core invoke apache catalina invoke apache catalina core invoke apache catalina connector service apache coyote process apache coyote process apache tomcat net worker run thread run thread client error service please go span class sup class gif height width align alt border sup span subscribe validate bug actually found studio running bamboo long story,2
159,BAM-5431,REST API missing / in url for build log artifact ,rest missing build log artifact problem build log normal correct bamboo community rest latest build trunk expand build note missing code artifact name build log name link rel self bamboo community trunk trunk log artifact code,2
160,BAM-5433,Elastic Images for Windows 2003 with IE7 and IE8 for Selenium,elastic selenium would excellent selenium testing build system security need way host without user pas server security need tuned level selenium break security correctly install chrome,5
161,BAM-5442,Expire build logs,nan,3
162,BAM-5456,CAPABILITY  and NOTIFICATIONS table access with Empty values causes (Oracle) Deadlock in larger instances,capability table access empty oracle deadlock frequent oracle capability table wait actually write flush data someone read hibernate session reason capability object marked dirty hibernate update persist capability usually big deal large number fact event could try lock,3
163,BAM-5510,Broken link to the dashboard on the /error/error.action,broken link dashboard error error action case error error action following code bamboo present return bamboo dashboard code,1
164,BAM-5519,Ensure all reports work with new test infrastructure,ensure work new test infrastructure page test count information available report test data indexed index object use test report build data table may need test summary,3
165,BAM-5569,'view' a plan config tab and click 'edit' - you land on a tab that you've last edited (and not the one you just viewed),view plan tab click edit land tab last one annoying crumble view tab click edit want land exactly got want edit tab random tab might past,3
166,BAM-5644,Upgrade task fails on MS SQL Server due to deadlock,upgrade task server due deadlock upgrade task deadlock work correctly run single thread,8
167,BAM-5645,Deadlocks reported during change detection on MS SQL Server,change detection server installation export,13
168,BAM-5651,Brute force protection,brute force protection login access need present,5
169,BAM-5674,invalid backup cron expression leads to NPE when trying to edit.,invalid backup expression trying edit remedy manually bamboo home data configuration administration invalid expression edit screen accessible default expression,1
170,BAM-5675,JCaptcha throwing occasional exception on OS X,throwing occasional exception o x error exception thrown word tall try use le smaller font bigger background text text float x w h ascent descent leading float x w h ascent descent leading float x w h ascent descent leading float x w h ascent descent leading float x w h ascent descent leading float x w h ascent descent leading font family name style plain size font family name style bold size font family o name style size font family new name bold style size font family name bold style size font family name style size versus image width height image engine image engine image service service service service service image bamboo browse,1
171,BAM-5701,Column AUTHOR_NAME in AUTHOR table should be unique,nan,3
172,BAM-5713,Link is escaped on Elastic Bamboo Configuration scrren,link elastic bamboo configuration see link enable remote page inside error box,1
173,BAM-5778,"After installing Bamboo (on Windows), Bamboo automatically detects and assigns the JRE executables of a JDK installation rather than the JDK executables.",bamboo bamboo automatically installation rather install usually component following c c bamboo automatically presence local bamboo bamboo assign locally path installation example c rather path instead e c sure operating,1
174,BAM-5833,Labmanager should remove agents properly,remove properly studio browse,5
175,BAM-5860,Incorrect state shown on remote agent page,incorrect state shown remote agent page remote agent stopped state shown page disabled correct disabled build incorrect agent process long dead,1
176,BAM-5862,Support MSSQL with Unicode,support confluence confluence display doc known server bamboo well include net hibernate dialect steal confluence work,3
177,BAM-5870,SaveBuildTask & LocalBuildProcessor should be run as a single tranasactional call,run single call need task instead service least access test class made single transaction consider moving newly service,5
178,BAM-5943,Elastic bamboo agent (bamboo-agent-home) uses small 10G root partition of elastic instance.,elastic bamboo agent bamboo agent home small root partition elastic instance elastic agent home small root partition el instance rest disk space available used bamboo agent home linked use bamboo bamboo agent home bamboo data home bamboo linked bamboo agent urgent issue used,1
179,BAM-6010,Create reusable progress bar component,nan,3
180,BAM-6017,Hibernate Exception when hitting dashboard,hibernate exception dashboard error exception proxy net hibernate could initialize proxy session closed net hibernate proxy initialize net hibernate proxy net hibernate proxy net hibernate proxy intercept bamboo project bamboo project bamboo webwork sun reflect invoke unknown source sun reflect invoke reflect method invoke method webwork get core environment environment core environment environment core identifier identifier core expression expression core dot dot core expression expression core core expression expression core expression expression core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core context core environment visit environment core accept core environment visit environment core accept core environment visit environment core macro context macro core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template webwork webwork dispatcher execute invoke interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke execute webwork webwork end webwork afterbody core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template webwork webwork dispatcher execute invoke interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke execute webwork webwork end webwork afterbody core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template webwork webwork dispatcher execute invoke interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept,3
181,BAM-6018,"Implicit 'Build Requirements' from 'Builders' are not removed when changing 'Builders', causes builds to not execute",implicit build removed execute plan implicit build derived selected builder user added behalf bamboo builder build may one builder plan old builder requirement removed plan build build able schedule desired leaving build queue saved removed build plan work around issue affect change,2
182,BAM-6038,Label of test cases are incorrect,nan,2
183,BAM-6087,Fail producer job if required chain artifacts do not get produced,fail producer job chain get produced display bamboo copy place artifact,2
184,BAM-6119,"""Block build if parent plans have unbuilt changes"" doesn't block when parent builds are queued",block build parent unbuilt block parent multiple component set bamboo actual build set blocking strategy block build parent unbuilt think issue graph current methodology bamboo end dependency tree get build multiple time root reason submission consider build parent parent child parent grandchild b parent child change parent source successful build child grandchild b child successfully grandchild b grandchild b built twice non deterministic first build since current parent previous child,2
185,BAM-6122,phpunit --log-xml option deprecated in phpunit 3.4.3+,log option builder option log test execution file relative path file store log test execution format option log since log option message log option please use log instead therefore way successfully build log test execution file disabled,2
186,BAM-6133,custom.svn.lastchange.revision.number is omitted in build result metadata when reprository advanced option 'quiet period' is enabled,custom revision number build result advanced option quiet period reproduce enable quiet period plan advanced repository trigger build via commit manual,1
187,BAM-6140,PHPUnit builder fails by default on Windows,builder default found added builder correctly without user action however plan builder following error code execute build cannot run program c program directory c bamboo home data build test test error valid application code solution explicitly configure builder point bat instead,1
188,BAM-6144,Amazon EC2 commands do not timeout,runnable time net read sun net internal sun net internal sun net internal read sun net internal sun net internal sun net internal read apache common common string map class string map class list bamboo agent elastic server bamboo agent elastic server collection bamboo agent elastic schedule execute quartz core run bamboo quartz run quartz run lead fairly serious thread starvation like bootstrap profiler,3
189,BAM-6215,Maven Import doesn't work if the Maven builder isn't labelled 'Maven 2',import work builder bamboo seem pick builder non default label bamboo currently build proceed builder configuration plan,2
190,BAM-6216,Cannot import Maven POM from repositories requiring authentication,cannot import pom authentication try import pom repository get error cannot connect root wrong password see attachment however password exactly one specify another plan retrieve case connect server furthermore error following bamboo log system victor buck action action error expression repository undefined line column repository expression repository undefined line column repository problematic instruction repository line column repository user directive param line column repository user directive text line column repository core expression repository undefined line column repository core core expression expression core expression expression core accept core environment visit environment core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template bamboo bamboo bamboo render bamboo repository sun reflect invoke unknown source sun reflect invoke unknown source reflect method invoke unknown source core core expression expression core core expression expression core expression expression core accept core environment visit environment core accept core environment visit environment core environment visit environment core accept core environment visit environment core accept core environment visit environment core macro context macro core environment visit environment core accept core environment visit environment core context core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template webwork webwork dispatcher execute invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo intercept invoke execute webwork dispatcher webwork dispatcher jetty filter filter filter jetty module filter module filter jetty webwork dispatcher jetty filter filter filter jetty bamboo filter jetty,1
191,BAM-6226,Activity Stream atom feed throws NPE,activity stream atom feed error error template apache catalina connector request request apache catalina connector apache catalina core webwork webwork bamboo bamboo bamboo render bamboo build trigger bamboo bamboo bamboo apply bamboo apply common collect get sun syndication feed sun syndication feed sun syndication feed sun syndication feed sun syndication io service service service service service service apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core module filter module filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core anonymous bamboo filter bamboo filter apache catalina core apache catalina core bamboo filter core apache catalina core apache catalina core apache catalina core apache catalina core seraph filter apache catalina core apache catalina core seraph filter apache catalina core apache catalina core filter filter internal filter filter filter filter apache catalina core apache catalina core hibernate support bamboo persistence web filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core web filter web filter apache catalina core apache catalina core apache catalina core invoke apache catalina core invoke apache catalina core invoke apache catalina invoke apache catalina core invoke apache catalina connector service apache coyote process apache coyote process apache tomcat net worker run thread run thread bam pool thread finished bamboo post build command build error error template apache catalina connector request request apache catalina connector apache catalina core webwork webwork bamboo bamboo bamboo render bamboo build trigger bamboo bamboo bamboo apply bamboo apply common collect get sun syndication feed sun syndication feed sun syndication feed sun syndication feed sun syndication io service service service service service service apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core module filter module filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core anonymous bamboo filter bamboo filter apache catalina core apache catalina core bamboo filter core apache catalina core apache catalina core apache catalina core apache catalina core seraph filter apache catalina core apache catalina core seraph filter apache catalina core apache catalina core filter filter internal filter filter filter filter apache catalina core apache catalina core hibernate support bamboo persistence web filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core web filter web filter apache catalina core apache catalina core apache catalina core invoke apache catalina core invoke apache catalina core invoke apache catalina invoke apache catalina core invoke apache catalina connector service apache coyote process apache coyote process apache tomcat net worker run thread run thread,3
192,BAM-6247,Scheduled backups are written to Bamboo Installation directory,written bamboo installation directory bamboo bamboo install directory location instead bamboo home export directory,1
193,BAM-6251,Allow admins to shutdown instances that are not connected to bamboo,allow shutdown connected bamboo bamboo leaf elastic detached add functionality allow view shutdown currently connected bamboo,2
194,BAM-6259,User can set up chain completed notification,nan,3
195,BAM-6260,User can set up chain failed + 1st success notification,nan,2
196,BAM-6261,Ensure notifications aren't run / throw exceptions for SubPlan,nan,2
197,BAM-6262,Drag and drop for moving SubPlan between stages,nan,2
198,BAM-6293,Live Job  Result Summary REST does not lookup Buildable,live job result summary rest buildable page devoid useful content,2
199,BAM-6313,Test for SASL support with bundled svnkit,test support version bundle bamboo support jar jar version apparently older jar jar core internal io class core internal io class core internal io class core internal io class technical reason bundle support authentication,2
200,BAM-6358,Ability to Stop a Job,nan,2
201,BAM-6497,User can clone another chain's job configuration,nan,3
202,BAM-6498,Hide configuration tabs of Job,nan,1
203,BAM-6500,Chain configuration should use static tabs,nan,3
204,BAM-6501,Ensure dependencies work for chains,ensure work functional validation description list,3
205,BAM-6503,New failure periods tab for Chains,nan,2
206,BAM-6505,Update bread crumbs to be the title,nan,2
207,BAM-6506,Ensure basic charts work for chains,nan,3
208,BAM-6529,System Variables does not work in Source repository,system work source repository try use system repository get error valid subversion repository think system property,2
209,BAM-6551,Servlet api 2.5 broken,broken string issue based initial issue code p detail id reproduce copy jar web folder start bamboo tail bamboo log file bamboo show stack trace bamboo error unable create filter string get filter filter jetty web filter web filter jetty jetty handle jetty security handle jetty handle jetty handler handle jetty handle jetty handler handle jetty server handle server jetty jetty jetty jetty jetty handle jetty connection run thread run string net bull net bull filter create create call concurrent sync unknown source concurrent run unknown source get analysis method version fact method bamboo build jetty returned returned method call string even method supposed issue setup bamboo build jetty broken somehow method must probably related fact jar jar bamboo web following tested success stop bamboo server backup delete file bamboo web jar bamboo setup keep jar restart bamboo server install thanks anyway great architecture goal monitor confluence bamboo,1
210,BAM-6714,"Allow ""Import With Maven"" for ""Restricted Administrators""",allow import restricted differentiate system studio system may told roughly map notion studio system restricted studio bamboo customer perform certain administration studio bamboo amongst f e configure build expiry define interceptor ref thus use default interceptor ref far see one interceptor bamboo security intercept web interceptor extension intercept bamboo security intercept web check amongst trying access bamboo aware posse one administrative currently studio accessible restricted studio implement interface thus access action current task allow create build studio browse action bamboo different interceptor stack regarding far see still used due principal checked due instance bamboo aware see restricted pas test however second permission check applied configuration bamboo interceptor bamboo security order check principal administration permission instead request change configuration action order allow used restricted one way would use default stack implement checked would regarding interceptor configuration help,1
211,BAM-6747,Cannot create entry in AUTHORS table when running build from Mercurial repository,cannot create entry table running build mercurial repository forget clean table reproduce sample log error bam default agent agent pool thread unknown exception default agent agent attempt recover normal operation exception could save build default data could inconsistent state bamboo build agent bamboo build agent bamboo build agent run bamboo build pipeline concurrent run thread run thread exception could save build default data could inconsistent state bamboo build agent sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method support framework framework proceed transaction interceptor invoke framework proceed framework invoke unknown source bamboo build agent must within transaction bamboo bamboo author bamboo author bamboo build agent,2
212,BAM-6749,Comment Tooltip does not show text of the comment anymore On JBAC,comment show text comment put mouse comment icon used able view content comment click take tab build able see commenter comment date see marking bug critical extremely annoying browse build wait page load taken plan view reload finish reading comment,1
213,BAM-6755,IMPORT/EXPORT of login failure info is broken,import export login failure broken error tardigrade export zip hibernate null property null transient value bamboo user exception net hibernate null property null transient value bamboo user hibernate hibernate hibernate execute hibernate hibernate hibernate save bamboo user save bamboo user sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method support framework framework proceed transaction interceptor invoke framework proceed framework invoke unknown source bamboo migration stream bamboo migration stream bamboo migration bamboo migration access bamboo migration bamboo migration,1
214,BAM-6757,HG Changeset detection is totally wrong,detection totally wrong build bamboo browse triggered right time since bamboo browse change bamboo browse commit none even branch real code log b r branch parent user date wed fisheye web watch description none fix invalid branch tag tip parent user date tue fisheye license description none upgrade license code note first commit build second commit triggered build note trigger correctly made branch list almost always rubbish,2
215,BAM-6765,Inline Importer Causes Upgrade Tasks To Fail,importer upgrade fail import either via setup wizard restart bamboo section run within thread action therefore maintain session object via thingy every upgrade task nasty assume clean slate work need make run separate thread session available make action thread around waiting thread finish attached export problem,3
216,BAM-6785,Can not delete image configuration if used in instance scheduling ,delete image configuration used instance remove build agent warn error null error batch entry delete aborted call see cause warn error error error update delete table foreign key constraint table detail key still table warn error null error batch entry delete aborted call see cause warn error error error update delete table foreign key constraint table detail key still table error could synchronize state session,2
217,BAM-6823,You can edit the project name on the job level,edit project name job level sure intentional feel strange,1
218,BAM-6829,"""Move Plans"" should not show jobs",move show configure new plan currently page kind stupid reason fixed object outdated need review dont want add mess,1
219,BAM-6832,Upgrade aspectj to 1.6.9,upgrade pub solve eclipse id need update add block old,2
220,BAM-6855,Make sure that hg errors are properly added to the plan log,make sure properly added plan log currently throw authentication failure explicitly added log user blocker change detection phase log visible moment difficult test,1
221,BAM-6872,"If AJS.conglomerate.cookie gets too big, web servers will report HTTP error 413",conglomerate big web report error administrator conglomerate history however bamboo value often enough avoid getting big web server report error,2
222,BAM-6901,Bamboo upgrade process fails on Windows,bamboo upgrade process bamboo machine tried install without manually previous version installer found previous version uninstalled new one tried run bamboo saying found indeed web directory plenty different,2
223,BAM-6909,Wallboard Re-Design,wallboard design wallboard summit,1
224,BAM-6912,Changing the builder type during cloning adds multiple builder requirements,builder type multiple builder plan change builder type ant bamboo ant requirement plan ideally bamboo detect builder set requirement ant next screen,2
225,BAM-6934,Discrepancy in time estimations in a single-job chain between job and chain,nan,2
226,BAM-6957,Job/Chain Name duplication throws exception,job chain name duplication exception project name chain name one instance tried update job name got validation error theoretically able name plan like attempt reproduce behaviour tried create job name successfully however get whole bunch code error exception thrown dao query return unique result hibernate hibernate hibernate execute hibernate execute bamboo plan sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method code method project name plan name build table hence return chain job need either prevent people name plan though opposite handle b fix method use die duplication,2
227,BAM-6969,VariableSubstitutionBean cannot be used in V2 plugins,cannot used variable substitution via exposed discovered studio browse regarding well mark chai prototype bean made available sure prototype access seem cache anything bamboo building source could try switch prototype flag application context definition available true see work response inside bamboo agent core within container removed prototype scope added available true effect run still get action,3
228,BAM-7010,Allow import of Plans from Maven poms stored in Mercurial repositories,allow import mercurial currently bamboo box import pom perforce subversion mercurial support place mercurial added list available plan import,5
229,BAM-7024,Apparent deadlock in Axis,apparent deadlock axis one point running functional test bamboo like might deadlock within bamboo totally obvious going log thread dump end,2
230,BAM-7048,Reports for tests don't have any data points,data issue support browse,8
231,BAM-7058,Hide file filter pattern options when configuraing job repository,hide file filter pattern job repository used change detection job level,1
232,BAM-7059,Quiet Period and Max Retries Should be hidden for jobs,quiet period hidden change detection,1
233,BAM-7081,Invalid Build log artifact URL in REST reponse,invalid build log artifact rest server rest latest build build expand artifact build log exist response chain,1
234,BAM-7200,Add admin action that will blow away all Mercurial cache directories.,add action blow away mercurial cache bam currently change cache effectively plan view,5
235,BAM-7218,Maven 3.0 or 3.x Builder,x builder hi would nice would possibility add x builder want build choose x builder nice,1
236,BAM-7228,Stop build on dashboard when multiple builds redirects to plan page,stop build dashboard multiple plan page stopping single build dashboard stay dashboard multiple running get confirming deletion get plan page return dashboard instead,1
237,BAM-7231,Errors not showing up on result summary page,showing result summary page job result error showing job chain summary page chain result job result page built,1
238,BAM-7236,Bulk Actions wizard has sorting issues,bulk wizard second third fourth step bulk action grouped top grouped bottom grouped underneath respective chain,1
239,BAM-7237,Bulk Action change svn info should indicate if a job is inheriting its parents,bulk action change indicate job still able bulk edit something new preview list showing show either e g information parent still show e g next show,1
240,BAM-7260,Mercurial is instantly triggering another build right after the initial build.,mercurial instantly another build right initial build new plan initial build mercurial instantly trigger another build poll repository last revision null reproduce create plan valid mercurial repository enable creation set poll repository example wait till first build initial instantly second build triggered showing repository root build triggered new repository,1
241,BAM-7275,Cannot load x64 wrapper dll on Windows XP x64,nan,1
242,BAM-7291,Web repository isn't validating when configuring Plan.,web repository plan bamboo quote interest common repository configuration plan job able select option mercurial web repository web repository field plan however option available equivalent field job reason bug anyone answer mercurial web repository option available job whereas plan aha see issue plan web repository field appear selected repository mercurial web repository option matter repository type select quote chai quote ah like bug quote quote yeah thought job configuration page working regard quote worth investigating maybe mercurial web repository issue maybe,1
243,BAM-7299,${system.PATH} or ${system.ALLUSERSPROFILE} variables are not being replaced,system path system builder argument system environment variable also add extra default path environment variable following path system path bin system path variable also,2
244,BAM-7316,Mail Server can't get the SMTP or JNDI values if the server is Tested before Saving it,mail server get server tested saving mail server tested test button saved save button following stack version build build date system error request information request domain action scheme server domain port action context path path action path query string stack trace name null unknown source bamboo mail bamboo mail validate interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke execute webwork dispatcher webwork dispatcher bamboo jetty filter filter filter jetty module filter module filter jetty webwork dispatcher jetty filter filter filter jetty bamboo filter jetty anonymous bamboo filter bamboo filter jetty bamboo filter core jetty jetty seraph filter jetty seraph filter jetty filter filter internal filter filter filter filter jetty hibernate support bamboo persistence web filter jetty filter compression filter compression bamboo filter jetty bamboo filter jetty filter filter filter jetty web filter web filter jetty jetty handle jetty security handle jetty handle jetty handler handle jetty handle jetty handler handle jetty server handle server jetty jetty jetty jetty jetty handle jetty connection run thread run,1
245,BAM-7360,Git Repo should work with gitosis,git work bamboo user plan configuration pas talk remote repository correctly,2
246,BAM-7365,Remove delayed changeset detection from Mercurial,remove detection mercurial use mercurial repository choose delay detection option unknown listed tab however complete build real color red edit remove functionality mercurial repository see color,1
247,BAM-7366,ManualBuildTriggerReason.getUserName() returns null.,null trying bamboo currently null pointer exception null bug report think root cause probably bamboo bug browse bap bamboo bamboo build trigger,2
248,BAM-7368,Confirm/Fix Plan Navigation For Configuration,confirm fix plan navigation configuration get taken moving plan job within configuration currently work like equivalent tab take tab moving chain tab moving job take whatever tab saved replace always taking builder tab job replace take plan job page replace also take page replace always take page,2
249,BAM-7404,Ensure that tabs for Plans and Jobs are consistent,ensure consistent result summary section ensure common order configuration ensure common name e g source repository,2
250,BAM-7408,Decimal-Point missing in Clover integration,decimal point missing clover integration showing clover code coverage summary page coverage may feature see attached opening clover artifact coverage,1
251,BAM-7410,Mercurial quiet period,mercurial quiet period mercurial missing quiet period support bam,2
252,BAM-7413,bamboo sent emails  containing unreadable info,bamboo sent unreadable east user setup bamboo server send every build however unreadable part like following compilation failure string issue get following bamboo bug parameter missing method bamboo notification class notification new text true solve problem thanks,2
253,BAM-7432,Overwrite Existing Data option is not effective ,overwrite data option effective overwrite data setup installation step completely effective data user creation step installation process create already exist also tested,2
254,BAM-7436,Git Repository should properly detect code has changed on arbitrary branch,git repository properly detect code arbitrary branch testing git master branch test work well probably work already however need write,1
255,BAM-7437,Git repo should use shallow clones instead of full clones.,git use shallow instead full currently use full bamboo server code retrieval build need whole history possible shallow shallow yet also server able fetch afterwards properly corner test case new rev add queue new rev b grandchild add queue concurrent agent rev b shallow clone rev agent rev fetch case agent somehow obtain rev,5
256,BAM-7441,Initial Git build should ignore history in 'changes' tab.,initial git build ignore history tab instead showing see group thread git repository behave regard first build,1
257,BAM-7442,Git repository should recover from failures during checkout.,git repository recover like something fail code fetch git repository try recover worst case remove working directory clone remote repository scratch p watch lock git directory lock operation problem,1
258,BAM-7448,Git Repository should work on remote agents,git repository work remote ensure remote agent elastic one,1
259,BAM-7452,Investigate whether shallow clones (Git Repo) are fast enough,investigate whether shallow git fast enough supporting shallow would like confirm shallow enough u find track actually slow need nevertheless,1
260,BAM-7454,Importing Git Repository from maven,git repository like like,2
261,BAM-7469,Plan Navigator - general progress bar improvements,plan navigator general progress bar believe plan show progress bar currently selected job want show need make sure text readable currently text white light blue background,1
262,BAM-7471,Ignore compatibility mode not working in IE8 (breaking breadcrumbs),ignore compatibility mode working breaking new character used show twice,2
263,BAM-7476,Change dashboard plan result keys to #buildNumber,nan,1
264,BAM-7483,Test basic Maven artifact passing workflow works with remote agents,nan,2
265,BAM-7484,Test basic Maven artifact passing workflow works with elastic agents,test basic artifact passing work elastic need change command decorator use tunnel available,2
266,BAM-7485,Implement disk space management for maven artifact passing,implement disk space management artifact passing display bamboo artifact passing,3
267,BAM-7486,implement artifact sharing for maven ,implement artifact display bamboo artifact passing simple selection choosing list produced latter dependency tracing,5
268,BAM-7500,errors while checkout/clone should fail the build in Git Plugin,clone fail build git tardigrade bamboo browse error code fail build reckon investigate problem,1
269,BAM-7501,Drop down menu is 'transparent',nan,1
