,issuekey,title,description,storypoint
174,JSW-5341,Plan|Work|Report links should support opening in another tab with middle click (cmd click),plan work report link support opening another tab middle click click middle click click nothing native browser handling code stash since use live handle left click probably edit well code function e return e null e e e e e browser code like code document click function e e return stuff e code want handle left click believe check e test first,3
175,JSW-5348,"As a user of the WORK mode, I would like a board that is not rankable to give me a warning when I attempt a rank like action on it and explain what the problem is",user work mode would like board give warning attempt rank like action explain problem co discus testing,5
176,JSW-5413,Expand / Collapse All Swimlanes on the Rapid Board,expand collapse rapid board rather individual expand collapse function convenient expand collapse one go co menu appear bottom menu include keyboard expand collapse decide keyboard current choice minus sign,2
177,JSW-5418,"As support, I need an itemized list of the remaining time/items at the end of the Sprint in the burndown",support need list time end sprint manually painful particularly trying reconcile history,2
178,JSW-5542,"As a multi-team one backlog user, I'd like to be able to start multiple sprints at once",team one backlog user like able start multiple testing q many open limit q impact multiple active x q know report jump juggling work mode x q active sprint closed user working x q want view different active raise feature request q removed active sprint problem open bug better handle q one sprint another active sprint q still jump active sprint still open x,3
179,JSW-5543,"As a multi-team one backlog user, I'd like to be able to pick which sprint I'm looking at on work mode (possibly quickfilters?)",team one backlog user like able pick sprint looking work mode possibly display sprint picker,5
180,JSW-5544,"As a multi-team one backlog user, I'd like to be able to pick which sprint to finish when I close one",team one backlog user like able pick sprint finish close one co display name start end date button finish,5
181,JSW-5545,"As a forward planner, I'd like to be able to name future sprints",nan,5
182,GHS-5546,Store sprint created date and show on the burndown chart data table as the first line,store sprint date show chart data table first line co historical show entry,3
183,JSW-5546,Store sprint created date and show on the burndown chart data table as the first line,store sprint date show chart data table first line co historical show entry,3
184,JSW-5567,"Allow more than one plugin to register to have a tab in the detail view, use icons in the tab header",nan,1
185,JSW-5568,"As a user, I'd like the board to poll for staleness and provide a notification if there are changes at a sane interval",user like board poll staleness provide notification sane interval co detect page focus stop regularly testing q often poll user define polling interval sec user define interval q change another change undo change aka effective delta client side receive data decide already date thus ignore q user logged thanks separate logic automatically login page request due logged work filter change detail view update poller question probably whether update poller really trigger redirect q user permission see board still get would board open permission q conflict error page well handled q way user disable q conflict multiple open multiple board separately poll though,8
186,GHS-5569,"As a user, I would like to be able use the work mode while an update is being performed (kill the spinner)",user would like able use work mode update kill spinner co allow rank allow quick filter,8
187,JSW-5569,"As a user, I would like to be able use the work mode while an update is being performed (kill the spinner)",user would like able use work mode update kill spinner co allow rank allow quick filter,8
188,JSW-5583,"As a user, I'd like to have a recent version of JIM automatically installed for me",nan,8
189,JSW-5603,"As a supporter, I'd like exceptions to be collapsed by default, to allow users to continue to use the app without having a large error box on the screen",supporter like default allow continue use without large error box screen co link read expand container full height box,3
190,JSW-5616,As a user I want to be able to see the Remaining Estimate on Rapid Board cards instead of the Original Time Estimate,user want able see estimate rapid board instead original time estimate would normally look sprint board sprint sprint relevant given sprint task estimate therefore visible directly rapid board stead original time estimate give far better overview sprint entire rapid board bonus would nice value directly rapid board co work mode lozenge show estimate parent include sub time,2
191,JSW-5619,"As a user, I'd like to see the count of visible (i.e. unfiltered) issues in the column header",user like see count visible e unfiltered column header testing q limit number issue count unlimited currently limited q account multiple yes q properly hidden particular user browse q good yes q good wallboard mode yes,2
192,JSW-5660,As a user I want to see median time on scrum/kanban charts,user want see median time scrum would allow people find median time take fixed pas arbitrary issue median useful time mean le,1
193,GHS-5686,"As a user, during the create board process I want to select a board type first then either a filter or projects as a second step",nan,5
194,JSW-5686,"As a user, during the create board process I want to select a board type first then either a filter or projects as a second step",nan,5
195,GHS-5690,"As a user, I'd like to be able to inline edit the components, fix version and affects version fields in the detail view",user like able edit fix version version detail view co use frother control entering input e experience view issue,5
196,JSW-5690,"As a user, I'd like to be able to inline edit the components, fix version and affects version fields in the detail view",user like able edit fix version version detail view co use frother control entering input e experience view issue,5
197,JSW-5691,"As a user, I'd like to know in the filter configuration tab that some issues that match my filter are not appearing on my screen because they are not in a column",user like know filter configuration tab match filter screen column co something filter tab click column tab testing q alert dismissable warning shown filter tab dismissable q count displayed nope q get message soon issue unmapped whenever view tab issue unmapped current user page refresh load configuration q currently unmapped status unmapped q message immediately disappear last applicable status becomes yes fix last unmapped status view tab longer current user page refresh load configuration,3
198,JSW-5703,"When automatically choosing a name for the next sprint, increment the number at the end even when there are word characters or punctuation",automatically choosing name next sprint increment number end even word punctuation sprint sprint stash stash,1
199,JSW-5735,"As a rapid board user, I'd like to be able add/remove text custom fields to the bottom of the detail section of the detail view",rapid board user like able add remove text custom bottom detail section detail view co configuration per board new tab page text custom field system double check estimation based board text custom field read detail view add remove possible displayed bottom top section tab e underneath fix version read display testing q many text allow unlimited many system added q text custom text type standard custom field text area small text q name attached field nothing happen field assigned id q permission add board owner q added per board per project global per board q remove add text field different position otherwise nothing q user permission see attached field user field applicable scope selected issue e issue type project displayed detail view regardless scope text custom available added already added q field added user detail view open require full page reload detail view refresh see reload detail view q add tab could lead odd behavior case story special currently added q allow text number well moment text q detail view moment read q safe yes,13
200,JSW-5737,"As a user, I want to link scipe to stories",user want link co new link type need service link unlink valid epic issue type story issue type,5
201,JSW-5771,XML view for issue contains empty value for field SPRINT,view issue empty value field sprint sprint field value correctly displayed issue screen click information sprint value empty bug following issue ide user issue ide connector based issue view information sprint value empty user submit issue sprint value empty sprint value erased side,1
202,JSW-5773,Ability to use the Upcoming Sprint value or name in JQL searches,ability use upcoming sprint value name like ability use notion upcoming sprint instance ahead current open sprint like able filter separately upcoming advanced search would use search query create create within structure note future date need via confluence display find non,1
203,JSW-5831,"As a user, I would like to be able to configure the due date or any other date field on to the detail view",user would like able configure due date date field detail view co due date resolution date custom date type second restful table go section testing q sure test x q selected day non working day x q change date format field place x q many add detail view x,5
204,JSW-5832,"As a user, I would like to be able to configure the business value (or any other numeric field) to be shown on the detail view",user would like able configure business value field shown detail view co business value custom type estimate statistic offer add already added show warning configuration page show detail view board testing scrum story handled differently testing q add business value already selected estimate field currently selected estimate field appear list time change estimate field click issue detail tab without refreshing page case nothing try add q added business value setting estimate statistic appear issue detail view configuration message field q allow update properly either x understand one q many add q user cannot edit field q add duplicate q number field another field type think even possible q field added show valid message page show issue detail q limit length input,3
205,JSW-5833,"As a user, I would like to be able to configure the resolution, environment and security level fields to be shown on the detail view",user would like able configure resolution environment security level shown detail view co resolution environment security level testing type story include field assigned field system field delete tried hide see browse page system comment comment permission particular user see error message saying possible access issue security level configuration change board reload issue visible list behavior naming system wide unassigned create custom field name system field like resolution environment security level selectable field list issue detail view tab configuration page,2
206,JSW-5834,"As a user, I would like to configure label, select, check, radio and version fields to be shown on the detail view",user would like configure label select check radio version shown detail view co label custom select select custom check check radio version custom field testing q many add many like q selectable detail view current state field read q display field multiple comma q problem duplicate field configuration id would hard know one though,3
207,JSW-5835,"As a user, I would like to configure user or group custom fields to be shown on the detail view",user would like configure user group custom shown detail view co user custom field type group custom field type another restful table people section development q many add detail view limit actual added defined custom field limit amount custom displayed q people section rapid board page issue detail view tab third table q notified added board actually added board issue detail view display custom type related people user picker group picker q person group added board permission see aka permission see filter person group know displayed issue detail view rapid board q new tab vertical jump people custom field displayed tab issue detail view people section assignee reporter q user group displayed board link person group displayed person group following link show appropriate error page q user group link still work reflected next refresh data q surprise previously considered x,5
208,JSW-5841,As on ondemand user I want to be able to use sample data,nan,1
209,JSW-5843,As a use GH should create OD compliant projects. From the welcome mat it does not respect all-app-access requirement in ondemand,use create od compliant welcome mat respect access requirement code copied bridge see studio browse,3
210,JSW-5875,"As a user, I'd like basic flagging of issues",user like basic flagging first step flagging co flag set cog menu detail view context menu flag icon place issue priority background color change issue also specific color selected appear work mode plan mode use flag field classic mode empty empty un case mixed selection propose flag action else propose opposite action selection case multiple flagging error flag one display list message issue key error,3
211,JSW-5877,"As a user, I'd like the existing fields included by default in the detail view to be configurable like for custom fields",user like included default detail view like custom co upgrade task detail tab detail view order newly default set note lock rapid view upgrade progress development q one exist possible delete hide field visible detail view listed detail view configuration q one rename option available system q custom field name special handling case work q difference line non detail section q remove default field upgrade task possible delete system q need tested q older data need wary detail view data handled automatically staff q order order case matter add already present,8
212,JSW-5927,"Allow JQL for searching for all issues in an Epic via their ""epic label""",allow searching epic via epic label either function change fundamental clause handling allow use epic label field look epic use id query consider testing q duplicate either globally within search scope match list union matching q epic closed resolved agnostic q epic label empty even possible empty label match,3
213,JSW-5941,"Simplified Workflow button fails with ""Workflow Migration did not complete successfully"" can be improved",simplified button migration complete successfully testing q permission simplify board owner q board owner edit project n q simplified already project prompt given q resolve screen modal last previous removed q happen user logged migration interrupted migration make one call server via rest create new simplified scheme kick migration q issue migration whatever happen q user security token token longer used operation q board filter include multiple migration assuming fail error fresh instance tried enable simplify button following error authenticate user administrator access migration work fine would useful sort indication user administrator access perhaps next simplify button issue simplified button migration complete successfully confluence action,5
214,JSW-5945,Allow the detail view to be closed on plan mode,allow detail view closed plan mode co look like without column whole plan mode go across screen behaviour plan work mode consistent plan work mode independent e opening issue plan issue b work two preserve open opening plan work mode independent e detail plan mode close work mode vice initial load backlog fill screen plan mode content block gone good issue plan mode effect issue plan mode longer issue detail however already refresh currently selected issue behaviour work mode filter applied selected issue issue detail closed select issue detail open display last selected issue closed open testing q edit open saved detail closed q close akin work mode q error plan mode try close close error fixed example edit estimate put field currently error close top q resize nicely without detail view stretch across page q keyboard collision st rank issue without showing issue detail open st next issue one would appear detail view q performant x idea yet,3
215,JSW-5994,"As a user, I'd like to inline edit sprint name, start and end date at the top of plan mode so that KA styles make sense",user like edit sprint name start end date top plan mode ka make sense co split two behave like edit work mode edit name name testing q open name date picker submit name activate edit date picker date change currently date picker choosing new date automatically stop new date saved error field away field keep field edit mode q foreign date properly tested locale still time code issue q edit work x,2
216,JSW-6011,Make error box dismissable,nan,1
217,GHS-6020,As a scrum planner I would like the ability to reorder sprints,scrum planner would like ability reorder would extremely useful able reorder plan board sprint order would swap relative order addition improving scrum would resolve critical missing feature available classic version could ordered giving equivalent functionality rapid board,5
218,JSW-6020,As a scrum planner I would like the ability to reorder sprints,scrum planner would like ability reorder would extremely useful able reorder plan board sprint order would swap relative order addition improving scrum would resolve critical missing feature available classic version could ordered giving equivalent functionality rapid board,5
219,JSW-6037,Restrict editing of the Sprint CF to users with Schedule permission for that issue,restrict sprint schedule permission issue something found randomly guess sense u check tried clean installation many time different way nutshell think path demonstrate following let u say project rapid board project also two project alpha essentially able create user added specifically example would work anyway project like following people create sprint also plan sprint id sprint address bar sprint report sprint field also visible user create issue remember cannot even browse project edit sprint field add sprint id case view cannot however added sprint possible missing something perhaps,3
220,JSW-6073,Add Epic Label to the Create Issue Screen in JIRA config so it will show up in the Epic Quick Create dialog,add epic label create issue screen show epic quick create testing q field removed screen appear screen q theory display new name see q field show testing field added screen create issue operation epic issue type added within issue type screen scheme associated specific screen scheme added otherwise within default scheme,1
221,JSW-6077,Create labs feature to enable Epic support,create feature enable epic support co add flag wrap prototype code check flag convert creation epic related switch flag opposed current update task approach testing q disabled remain system delete q disabled field used q user missing upon first usage q epic disabled still interact previously yes show normal inside backlog,3
222,JSW-6078,Plan mode layout for 3 panels (to bring in the closable detail view and allow closable Epic panel),plan mode layout bring closable detail view allow closable epic panel testing q need test matrix open backlog exist exist detail view open closed help text x q check minimum resolution x q look try long reasonable length data relevantly displayed x,2
223,JSW-6079,Temporary tools menu option to hide/show Epics (only on plan mode),temporary menu option hide show plan mode testing q temporary mean user know get used q interact x toggle menu state current state epic panel see q play nicely together x yes q hide show mean entire panel go away actually mean expand collapse x expand collapse q must test pan mode expanded un backlog empty filled detail view open closed x q work report mode back x q across x think user state q permission non anonymous x anyone,2
224,JSW-6080,Make sure that Epics do not get included in to the sprint (at the moment they are in the backlog and get put in to a sprint),make sure get included sprint moment backlog get put sprint co epic backlog list starting sprint included testing q check backlog area feature epic available backlog list drag drop feature disabled drag drop like issue type bug story,1
225,JSW-6081,Drop down on Epic with View in JIRA link,drop epic view link co implement drop menu include view link middle click open new tab work testing q make sure open drop x panel x dragging within backlog x quick instant filter x switching x open detail view x x opening,2
226,JSW-6082,Allow a story to be unassigned from any Epic,allow story unassigned epic minimum criterion cross booger warning removal goal work design actually design implementation testing q remove epic q epic automatically unassigned yes q issue currently visible due filter column issue visible mechanism,1
227,JSW-6083,Implement estimated vs unestimated stories progress bar,implement unestimated progress bar co section bar number estimate applied uncoloured line section bar count estimate applied issue put expanded epic information panel unestimated testing q handle filtering q epic bar show zero small small q estimate statistic selected board one always selected q removed sprint x q last one removed x q another one added x,2
228,JSW-6084,Implement the estimate done vs estimate undone progress bar,implement estimate done estimate undone progress bar co green sum estimate value line unfilled section sum estimate value incompleted estimate put expanded epic information panel testing q handle x change q bar estimation statistic board x always q non story estimate chosen x bar represent whatever estimate statistic used q estimate x nothing left outstanding right unless estimation statistic issue count one story estimate incompleted empty q summed well x used estimate q bar update invalid estimate x q bar update estimate change story sprint x change estimate story sprint yes q bar update drag story sprint x added epic,3
229,JSW-6085,Make expanded status of Epic sticky,make expanded status epic sticky co included store expanded state multiple,2
230,JSW-6086,Make selected status of Epic remembered,make selected status epic co include addition selected status issue discussion selection across tiered parent child mimic common like mail folder selected child item selected folder secondary selection still active active selection thinking light showing epic right think want select epic primary action filter backlog list may add though manually display issue epic epic selection add next iteration design,3
231,JSW-6087,Multiple select for Epic filtering,multiple select epic filtering may additional story shown around giving additional way knowing backlog epic originally put epic label backlog backlog might problematic martin active area merit add design task explore,2
232,JSW-6090,Allow editing of the colour swatch for an Epic,allow colour swatch epic co fixed palette start edit issue permission use colour custom field testing q open colour picker interact following x detail panel x switching x drag drop x create delete x x select x opening menu x quick instant x new issue x create new epic x anything missing q exact colour chosen another epic x q default still rotated x q,5
233,JSW-6091,Show Epic label in detail view for story,show epic label detail view story co show plan work mode show sub testing q make sure detail view label update removal x q get x q make sure color correctly x need worry colour text representation,1
234,JSW-6110,Add 'Enable Epic Labs' box on to Getting Started screen (like it was for Scrum support),add enable epic box getting screen like scrum support testing x sure check visibility non anonymous non anon x sure check multiple,2
235,JSW-6128,"Have checkboxes in board configuration for Burndown to specify days that are not working days, shade that area of the graph and have the guideline be level at that point",board configuration specify day working day shade area graph guideline level point default new show sat server chart sprint report default server allow display used new tab configuration allow additional day weekend setting use default rather sat sun development q must test switch standard time daylight x tested q non working day valid x q day marked non working day x tested q sprint non working day x tested q support day weekend aka case x q chart displayed client user profile server chart line sprint x q non working day time period shaded area x tested q non working overlap x q surprise previously considered x,8
236,JSW-6152,"As a GH developer, I would like for the custom fields that GH creates to appear as ""managed"" in JIRA's administration interface",developer would like custom appear administration interface final behavior epic status everything like original configuration lock field otherwise lock field unless appropriate field scheme zero case add unless case introduce without option fix lock field fix field fix searcher rank field change level field creation plus message field normally field default rank field fixed context locked new around configuration specify custom custom field restricted edit create issue global context epic link show sprint show rank show global context epic status show epic name show require renderer default text epic color show must also ensure correct configuration locking development q one since rely release system field provided therefore locked definition q rank field also fix lock default rank field,3
237,JSW-6212,"As a user, I would like to add issues in an active sprint to an epic",user would like add active sprint epic co allow dragging story make sure area backlog indicate anything might make user think dropping story sprint testing q select drag epic active sprint yes q select active sprint backlog drag epic x q panel drag work way would open q drag screen non visible space nothing else q active sprint already another epic drag new one issue affected new epic q quick instant filter dragging selectable q difference epic expanded,3
238,JSW-6232,Allow inline edit of Epic label,allow edit epic label testing q make sure test opening edit making change following x detail panel x switching x drag drop x create delete x x select x opening menu x quick instant x new issue x create new epic x anything missing q test foreign character work work q try long reasonable input input limited reasonable length q tab submit well yes initiate edit next epic think,5
239,JSW-6237,"As a user, I would like to see some feedback after creating an epic on Plan Mode",user would like see feedback epic plan mode show success message link issue view must applied create epic button used well regular quick create c keyboard testing q epic added another project board message displayed q board project epic added one message shown regardless whether epic screen,1
240,JSW-6294,Improve epic linking code to not perform multiple re-indexes,improve epic linking code perform multiple code order opt indexing collect require indexing perform bulk index end operation,5
241,JSW-6308,Restore the feedback link in the ROTP header,restore feedback link header co put bottom like give feedback continue saying give feedback apply treatment,1
242,JSW-6312,Implement 'Jump Nav' (vertical icons for tabs which jump to the part on the continuous page),implement jump vertical jump part continuous page co implement icon bar left continuous page e heading tab selection status visible section icon section state detail view current functionality break development q make sure well functionality keyboard moving need remember currently selected tab moving next issue mode q third party affect layout occupy space maximum x q large edit like description field play new continuous page jump move content relative change size q able switch back like like option legacy continuous improvement q jump work window size window size make difference though taken account size detail view content q still work accessible tab key q hidden default screen like description x hidden r please test q always hidden detail view closed displayed hidden since within container removed q item exceed available space unlikely usage behaviour overflow content area clipping ellipsis would help much fit digit q exceed available space unlikely usage possible point point would clipped unavailable click content q detail view render issue selected yes note single column state plan mode work mode,8
243,JSW-6313,"As a user, I want improved performance of epic issue statistics updates because I want up-to-date data ",user want performance epic issue statistic want date data currently dragging epic issue count epic update need update statistic shown given epic see testing q write soke test try difference size data x q made client side x q impact client side otherwise affect responsiveness x q need checked x,5
244,JSW-6339,Allow the use of Sprint name in JQL to find issues in a sprint,allow use sprint name find sprint co must sprint name start date id choosing option sprint id must accept sprint name even unique sprint id,5
245,JSW-6346,"Epic Label requireness must apply to all relevant Field Configurations, not just the Default",epic label must apply relevant field default currently epic label field made default field configuration logic need change include field configuration used epic issue type project testing q logic also extend recreation epic label field yes field made q another field scheme duplicate name id field id,3
246,JSW-6355,XSRF in com.pyxis.greenhopper.jira.actions.VersionBoardAction,nan,2
247,JSW-6356,XSRF com.pyxis.greenhopper.jira.actions.TaskBoardAction,nan,2
248,JSW-6370,"As a user, I would like for ""Done"" epics to not show up in Plan Mode",user would like done show plan mode would based value epic status field status see sub task writing upgrade task co show confirmation user epic done plan mode done part upgrade task convert resolution set epic status done status set epic label issue detail view still show even parent shown epic panel,3
249,JSW-6372,"As a user, I would like to easily see and update the Epic Status of an epic in Plan Mode",user would like easily see update epic status epic plan mode co single menu item mark done confirmation testing q reopen epic via menu must reopen epic via view issue q test epic status stale date try dragging epic around marking epic done state stale ill effect issue still similarly issue epic since removed work afterwards epic disappear q last issue epic removed normal q status affect quick instant epic epic selected filtering active marked done filter removed affect q change epic way status messing epic yes custom field configure continue work one option left pick last option one set marking done,3
250,JSW-6377,"As a user, I would like to display the number of votes in the agile board.",user would like display number agile board use voting facility get guideline backlog mode agile board would love see number agile board mode could go two display number backlog display number detail view agile board latter acceptable probably easier get recommend put people section area link tally directly page view issue,1
251,JSW-6389,As a user I would like to see which issues are not linked to an Epic in the plan mode,user would like see linked epic plan mode would awesome entry epic area let call ungrouped epic found painful scroll entire backlog find right issue click drag way top drop right epic issue item dragged unassociated epic currently connected development q item assigned way tell empty without count q x epic link automatically add issue unlinked epic correct v good note q unlinked epic update new addition case currently selected yes q include within backlog also work mode epic filtering plan mode active listed top q board require refresh order display newly linked update epic filtering full page reload,1
252,GHS-6391,All Epic Progress Report,epic progress report show status epic board along number complete incomplete unestimated include done link epic single epic report epic,5
253,JSW-6391,All Epic Progress Report,epic progress report show status epic board along number complete incomplete unestimated include done link epic single epic report epic,5
254,JSW-6392,Single Epic Progress Report,single epic progress report epic report three epic progress chart epic creation time current date line issue count line unestimated issue count line total amount work selected estimation statistic line work selected estimation statistic like sprint show non working day two vertical scale count estimate summary current epic status like current statistic plan mode table showing currently assigned current status done testing q converted vice displayed table x q table length number break x q epic closed done report still available indication history x q another epic vice x q dynamically x q visit report another non epic x,8
255,GHS-6404,"As a user, I would like a quick link to an epic's Epic Report on the View Issue page",user would like quick link epic epic report view issue page epic report link agile web panel open report current epic like sprint link open board multiple,2
256,JSW-6404,"As a user, I would like a quick link to an epic's Epic Report on the View Issue page",user would like quick link epic epic report view issue page epic report link agile web panel open report current epic like sprint link open board multiple,2
257,JSW-6406,"The ""View on Board"" link for an epic does not take you to any scrum boards, despite the epic appearing in the Epic Panel in plan mode",view board link epic take scrum despite epic epic panel plan mode need modify calculation done operation offer take plan mode q would epic selected could strange would apply filtering epic selected testing q make sure searching issue id epic name prevent searching duplicate sure issue id q performant across many like hard say basically added one clause query perform differently already need verification tough q panel panel epic selected epic q user permission see board project epic involved x sure produce case let speak together,3
258,JSW-6432,"As a planner with a long backlog, I would like the Epics Panel to stalk the backlog as I scroll down",planner long backlog would like panel stalk backlog scroll co need separate long epic testing q error page well error absolute position pane q well work tested last last safari last chrome q tab long scroll main pane pane content longer available visible height q try combination selected bad behaviour view port smaller minimum size normal q detail view closed epic pane detail view,3
259,JSW-6433,"As a planner, I would like a way to create new issues for an epic, so that the issues are automatically assigned to the epic",planner would like way create new epic automatically assigned epic co last issue type unless epic case default story use quick create choose epic let create epic association testing q epic x q x q quick edit epic story x q alert indicate user field x q field displayed screen x q restricted particular group x,2
260,JSW-6446,Update selected epic treatment,update selected epic treatment spoke morning see treatment display selection scheme,1
261,GHS-6462,Allow it to be possible to create a project at the same time as creating a board,allow possible create project time board co scrum choice allow selection b selection filter c creation new project link getting link new appropriate selection e create sample project go second step sample data selected kill advanced,5
262,JSW-6462,Allow it to be possible to create a project at the same time as creating a board,allow possible create project time board co scrum choice allow selection b selection filter c creation new project link getting link new appropriate selection e create sample project go second step sample data selected kill advanced,5
263,JSW-6463,"Restore ""Create Issue"" dialog preferences after Epic is created",restore create issue epic co also remember custom preference none create epic testing q switch go create issue aka long queue memory reset hidden refresh page open get reset q edit issue first shown try quick create quick edit quick create independent q open create close reopen actually create good,2
264,JSW-6466,"As a product owner, I'd like a days remaining in sprint gadget for the new boards (similar to the days remaining gadget)",product owner like day sprint gadget new similar day gadget choosing sprint need take non working day account make explicit description gadget mimic behaviour classic version gadget otherwise wallboard compatible call day sprint gadget development q user permission access project gadget permission error message q day calculated server user think would follow server accurate remote user q day honor time day sprint yes q displayed active sprint active sprint error message q displayed sprint closed day,3
265,JSW-6467,"As a product owner, I'd like a burndown gadget for the new boards (similar to the existing Classic Burndown gadget)",product owner like gadget new similar classic gadget mimic behaviour chart board sprint value chosen user default value auto one first configuration change estimation statistic need wallboard compatible call sprint gadget development q wallboard mode compatible ie specifically work mode q user permission see project gadget either single project one project board get error message saying board find q sprint run end date chart q axis adjust scope addition readjust yes thanks flot q active sprint message like could find active sprint q active sprint project user permission get error message saying board find q user hover data chart user,5
266,JSW-6522,"As a user, I would like a confirmation when I delete a future sprint so that I don't accidentally lose all my work",user would like confirmation delete future sprint accidentally lose work team next something somewhat saying plan somebody accidentally second one subtle grey x top corner sprint impossible rename shuffle work one due single click middle impossible suggest middle also,2
267,JSW-6537,"As a PO, I'd like to see the stories of an Epic in JIRA view issue",po like see epic view issue co epic panel immediately beneath sub panel like sub panel plus button create new filter list summary issue key done ness icon issue key summary issue type icon status assignee include issue cog per issue order default rank field show linked development q perform large number fine q dont permission see logged user permission see displayed list q support infrastructure possible bulk edit functionality q view issue link q non epic link story converted something else issue currently linked epic via epic link field displayed q epic link also converted story see,5
268,JSW-6538,"As a PO, I'd like to see the Epic of a story in JIRA view issue",po like see epic story view issue co show like label remove agile box development q edit value q see information anonymous user yes,1
269,JSW-6539,"As a user, I would like to be able to associate an issue to an Epic from JIRA",user would like able associate issue epic possible issue operation field edit edit quick edit,5
270,JSW-6594,Clean up Epic-Issue link when changing the issue type of an issue,clean epic issue link issue type issue epic issue remove epic link linked epic issue epic remove epic link previously part epic issue remove epic link epic linked issue old issue parent epic link issue epic really want unless new issue type epic clean epic label epic color applicable therefore automatically testing q make sure well change epic name field two completely unrelated q disabled either trying convert disable sub sub system q forget add epic link parent one always linked parent,5
271,JSW-6615,Be able to query Epic assignment history of all issues ever assigned with an Epic,able query epic assignment history ever assigned epic co given epic return history added removed time epic need inform need index involve addition assist querying development q assuming seen view issue page seen anywhere seen directly q epic get error message issue exist q epic converted issue check still epic child link still see data q linked issue converted still show appropriate group incomplete complete q version forward history aka epic link already introduce change previous epic link tracked q surprise previously considered first one story q else think x,5
272,JSW-6616,"Show table at bottom of single Epic report that shows the estimate (current) for Done, Undone - Estimated, and Undone - Not Estimated stories",show table bottom single epic report estimate current done undone undone co similar sprint report include key summary current estimate testing q removed epic report current state q table negative thing sprint report q epic visible board contain board another project displayed table report dependent board query q estimation removed board report current estimation per sprint report,3
273,JSW-6629,Remove Epics from Labs,remove co remove option welcome mat remove banner create epic testing q make sure upgrade work previously tested empty upgrade different well different q make sure backlog plan mode move properly colored populate properly move epic name empty yet set,3
274,JSW-6636,"As a user, I'd like to see change history for my Epic in the history tab for the Epic",user like see change history epic history tab epic co show change history every time new issue attached detached epic multiple attached epic log one change history entry multiple detached epic log one change use epic link field always child parent testing q tracked history special either tracked different removing special q q change history epic history added removed affected q change history epic nothing,3
275,JSW-6665,"Put 'Filtered' icon at top of backlog and in each sprint header, clicking it clears all filters",put icon top backlog sprint header active upcoming backlog currently show message inside container content affected filter remain filter one instant filter quick filter epic filter showing visible e g visible backlog help affecting content container assist removal filtering add icon container title attribute contain message format click clear icon reset board quick epic instant filter instant filter active content would removed reset stretch additionally making issue count available backlog container show current issue count backlog header see linked page sketch testing q apply instant field well x need clear value q selected x change selection q open button x q button clear sprint would display active x need q epic panel closed x need clear epic filter,2
276,JSW-6666,Change Epic Label field to Epic Name,change epic label field epic name co rename field epic name rename type field epic name ignore change previously field search epic label replace epic name documentation testing q duplicate field x could cause unexpected much unlikely extreme edge case q field type already system x could cause unexpected much unlikely extreme edge case q quick reference field name x become invalid made field name would epic link though since parent value available,1
277,JSW-6709,"As a user, I would like to be able to find out more information about an issue's epic when the epic is ""Done""",user would like able find information issue epic epic done ability mark done possible see epic name lozenge backlog able see epic panel name lozenge issue detail view contain link epic epic report,1
278,JSW-6828,As a Classic user I would like my epic-issue relationships migrated for use on the new boards,classic user would like epic issue use new co manually triggered whole project show number hit go make clear data right time also make clear run later time necessary put global new tab classic epic migration explain happen proceed find issue key epic theme field convert epic link story already linked epic link field ignore server side logging notify confirmation page remove epic theme field longer used modify description epic theme custom field classic development q need try data still x q old epic link old epic link new style epic link another migration port classic epic link work target issue yet linked new style epic link q update classic epic link new well synchronization old new epic link q old epic label data still aka field something else upgrade migration configuration classic mode find classic epic link custom field q need wary nope,8
279,JSW-6905,On plan mode rank newly created items immediately below the currently selected item,plan mode rank newly immediately currently selected item selected ranked last selected issue selected ranked top visible issue visible section backlog visible upcoming current sprint current sprint taking entire top backlog future used multiple ranked order creation normal appear appropriate position based filtering kind quick instant epic impact visibility still apply testing q view stale place issue according currently visible date issue might appear wrong place q huge small result normally sized q detail view closed open affect logic q multiple selected place issue last selected issue q epic selected currently epic selection q quick instant filter applied see first answer place first visible issue case selected issue instant still place selected issue q last selected issue last issue ranked according new location bad luck ranked last q fool setting without loading new selection look internal state might come hit return address bar even end world q schedule permission silently ignore rank issue end end backlog q selection within active sprint issue would added top backlog provided r,2
280,GHS-6992,Align project creation dialog to JIRA style,align project creation style project creation one remove project name key field field name key maximum length enforce maximum,1
281,JSW-6992,Align project creation dialog to JIRA style,align project creation style project creation one remove project name key field field name key maximum length enforce maximum,1
282,JSW-7043,GH code fixes required for latest 6.0-breakit version,code latest version snapshot since last unaffected version possibly related code removed code classic board update field e g set assignee component version fix replace update code use proper see replace code,5
283,JSW-7159,"As Patrick, I want to see list of versions when I'm looking at the backlog",want see list looking backlog considered part included board unreleased version sequence within project first overall ordered project name display version name along project key name mouse hover version name around project key one long board one project omit project name release get empty column story add button look empty development q duplicate version look q version long wrap q version system show dont show q bound container order page q edit nothing nope q detail view display version selected selected selection version yet part filter story q field exist x q way select another version field displayed x q version included list,5
284,JSW-7160,"As Patrick, I want to be able to see more details about the version when looking at the Versions Panel",want able see version looking panel version panel behaviour mimic epic panel information description start date release date well count total unestimated total estimate small progress bar part progress calculation empty data release date start date reuse approach use detail view,5
