,Unnamed: 0,issuekey,title,description,storypoint
150,150,DURACLOUD-279,bulk image transformation bulk image transformation bulk image transformation service numerous set tiff set ranging size primary test case converting format source color space service running instance instance size service also test running instance watching memory consumption small instance service running significant amount memory step run bash script call swap space memory available testing size likely role moving two another space rest transformation complete successfully running conversion set instance regardless size still however attached file list tiff successfully well large instance run two x large instance,Bulk Image Transformation failures bulk image transformation bulk image transformation service numerous set tiff set ranging size primary test case converting format source color space service running instance instance size service also test running instance watching memory consumption small instance service running significant amount memory step run bash script call swap space le memory available testing size likely role moving two another space rest transformation complete successfully running conversion set instance regardless size still however attached file list tiff successfully well large instance run two x large instance,5
151,151,DURACLOUD-281,resolve resolve improvement resolve service object mode,Duraservice: Resolve spaces for all providers resolve improvement resolve service object mode,1
152,152,DURACLOUD-282,bit integrity service update service provider bit integrity service update service provider improvement change bit integrity service leverage mode schema element specify need,Bit Integrity Service: update service config for provider spaces bit integrity service update service provider improvement change bit integrity service leverage mode schema element specify need,3
153,153,DURACLOUD-283,duplicate ensure included duplicate ensure included improvement ensure content replicated via duplicate ingest service also duplicate user,Duplicate on Upload: ensure metadata is included duplicate ensure included improvement ensure content replicated via duplicate ingest service also duplicate user,1
154,154,DURACLOUD-284,nan,,2
155,155,DURACLOUD-285,bottleneck bottleneck two bulk bit integrity service set content took approximately amount time problem first run used small second run used x large x large instance task much faster higher compute also set use per instance rather small instance setting task discover fix bottleneck x large run full capacity,Bottleneck in hadoop processing bottleneck two bulk bit integrity service set content took approximately amount time problem first run used small second run used x large x large instance task much faster higher compute also set use per instance rather small instance setting task discover fix bottleneck x large run full capacity,3
156,156,DURACLOUD-286,allow system along depend allow system along depend task remove system list deploy able instead dependent likely mean dependency start,Allow system services to be deployed along with services which depend on them allow system along depend task remove system list deploy able instead dependent likely mean dependency start,2
157,157,DURACLOUD-287,odd seemingly replace copyright symbol issue odd seemingly replace copyright symbol issue bottom,Odd characters seemingly replace copyright symbol -- UTF8 issue? odd seemingly replace copyright symbol issue bottom,1
158,158,DURACLOUD-288,azure space item count one azure space item count one number listed empty azure space number listed azure space one content item,MS-AZURE Space item count is off by one azure space item count one number listed empty azure space number listed azure space one content item,1
159,159,DURACLOUD-289,retrieval tool retrieve list specific retrieval tool retrieve list specific think retrieval tool missing option retrieve specific file specific space use case partial restore may wish retrieve portion space rather pull would like able request specific name comma list regular expression could also work list exact would seemingly meet need specific similar collection zip item zip generally name specific format object type object identifier zip install restore particular object small set might nice request name rather pull entire space know specific case currently missing either need simple solution retrieval tool need specific tool support partial content user restore particular set single collection,Retrieval Tool to retrieve list of specific files retrieval tool retrieve list specific think retrieval tool missing option retrieve specific file specific space use case partial restore may wish retrieve portion space rather pull would like able request specific name comma list regular expression could also work list exact would seemingly meet need specific similar collection zip item zip generally name specific format object type object identifier zip install restore particular object small set might nice request name rather pull entire space know specific case currently missing either need simple solution retrieval tool need specific tool support partial content user restore particular set single collection,2
160,160,DURACLOUD-291,nan,,2
161,161,DURACLOUD-293,improve performance retrieve content improve performance retrieve content move generation content also waiting feedback azure team find provide,Improve performance for retrieve content metadata in AzureStorageProvider improve performance retrieve content move generation content also waiting feedback azure team find provide,1
162,162,DURACLOUD-294,create release create release ami ami atlas per display release related,Create 0.7.1 release create release ami ami atlas per display release related,1
163,163,DURACLOUD-295,previous next button administrator interface space detail section right previous next button administrator interface space detail section right list content space previous next button administrator interface space detail section right select space click individual item,"When using the previous and next buttons in the DuraCloud Administrator interface, the ""Space Detail"" section on the right disappears. previous next button administrator interface space detail section right list content space previous next button administrator interface space detail section right select space click individual item",1
164,164,DURACLOUD-298,bit integrity service split two bit integrity service split two clean bit integrity service include remove salt split service two bit integrity generate compare bit integrity verify,Bit Integrity Service: split into two services bit integrity service split two clean bit integrity service include remove salt split service two bit integrity generate compare bit integrity verify,1
165,165,DURACLOUD-299,cross service clean cross service clean clean include change order logical possibly alphabetical change name prefix service example bit integrity service bulk,Cross-Service Clean up cross service clean clean include change order logical possibly alphabetical change name prefix service example bit integrity service bulk,1
166,166,DURACLOUD-301,provide clear visual cue indicate storage provider currently selected provide clear visual cue indicate storage provider currently selected easy forget storage provider selected perform action wrong provider task provide visual cue help distinguish one potential way would storage provider correspond different color color displayed prominently perhaps even area background provider selected,Provide a clear visual cue in DurAdmin to indicate which storage provider is currently selected provide clear visual cue indicate storage provider currently selected easy forget storage provider selected perform action wrong provider task provide visual cue help distinguish one potential way would storage provider correspond different color color displayed prominently perhaps even area background provider selected,4
167,167,DURACLOUD-302,remove location selection service deployment via remove location selection service deployment via able select alternate deployment location service feature come road display option none use,"Remove ""Location"" selection on service deployment via DurAdmin remove location selection service deployment via able select alternate deployment location service feature come road display option none use",1
168,168,DURACLOUD-303,simplify deployment bulk simplify deployment bulk simplify bulk duplicate demand bulk image conversion bulk bit integrity checker use default setting number type number type depend service require testing determine reasonable default large work bulk bit integrity testing pilot help narrow good duplicate demand bulk image conversion,Simplify deployment of bulk services simplify deployment bulk simplify bulk duplicate demand bulk image conversion bulk bit integrity checker use default setting number type number type depend service require testing determine reasonable default large work bulk bit integrity testing pilot help narrow good duplicate demand bulk image conversion,3
169,169,DURACLOUD-304,update image transformer service deployment update image transformer service deployment apply image transformer bulk image transformer clarify destination color space confused space move file name prefix suffix directly source space,Update Image Transformer service deployment options update image transformer service deployment apply image transformer bulk image transformer clarify destination color space confused space move file name prefix suffix directly source space,1
170,170,DURACLOUD-305,azure storage provider list space content truncated azure storage provider list space content truncated name attribute returned sometimes instead parse attribute issue net tracker detail aid learn blob,Azure Storage Provider - list space contents contains truncated contentId azure storage provider list space content truncated name attribute returned sometimes instead parse attribute issue net tracker detail aid learn blob,3
171,171,DURACLOUD-306,bit integrity service simplify user bit integrity service simplify user improvement update bit integrity service following way create default space output create auto output name provide providing input listing name add input listing cause input listing,Bit Integrity Service: simplify user options bit integrity service simplify user improvement update bit integrity service following way create default space output create auto output name provide providing input listing name add input listing cause input listing,3
172,172,DURACLOUD-307,bulk bit integrity service simplify user bulk bit integrity service simplify user improvement include following bulk bit integrity service remove option destination space service output automatically right space x service content prefix bulk remove option working space service automatically set working space x service work,Bulk Bit Integrity Service: simplify user options bulk bit integrity service simplify user improvement include following bulk bit integrity service remove option destination space service output automatically right space x service content prefix bulk remove option working space service automatically set working space x service work,2
173,173,DURACLOUD-309,audit log service audit log service task capture make available audit list likely need separate set storage support storage new service could listen sent store write log user storage area,Audit log service audit log service task capture make available audit list likely need separate set storage support storage new service could listen sent store write log user storage area,3
174,174,DURACLOUD-310,audit logging storage audit logging storage task capture audit information storage single location listener running time within storage,Audit logging: Storage audit logging storage task capture audit information storage single location listener running time within storage,5
175,175,DURACLOUD-311,sync tool mac sync tool mac sync tool peripheral mac folder actually content need would nice tool knew automatically ignore,sync tool syncing .ds_store files from mac sync tool mac sync tool peripheral mac folder actually content need would nice tool knew automatically ignore,2
176,176,DURACLOUD-312,clone clone clone method need order within data member become null deployment currently going scope,ServiceInfo.clone() clone clone method need order within data member become null deployment currently going scope,1
177,177,DURACLOUD-313,security security improvement disallow root user security via rest,Security initialization security improvement disallow root user security via rest,2
178,178,DURACLOUD-314,bulk bit integrity service error memory bulk bit integrity service error memory issue resolve bug following link display attached brief scan running memory,Bulk Bit Integrity Service: error allocating memory bulk bit integrity service error memory issue resolve bug following link display attached brief scan running memory,3
179,179,DURACLOUD-315,storage usage report service storage usage report service provide way generate report least following information number space total size space average file size space file space total number total size average size file file information storage provider use available within periodically point may want provide way schedule running monthly would seem good fit service information output space rest exposed client access feature wust pilot partner meeting also interested seeing information included storage,Storage Usage Report Service storage usage report service provide way generate report least following information number space total size space average file size space file space total number total size average size file file information storage provider use available within periodically point may want provide way schedule running monthly would seem good fit service information output space rest exposed client access feature wust pilot partner meeting also interested seeing information included storage,13
180,180,DURACLOUD-318,bit integrity service incorrect report item list exist bit integrity service incorrect report item list exist unable successfully complete use case preservation test excerpt regarding c use case test plan c service test initial listing create new listing file entire line removed new line done first three next three added two end instance service test run fixity service listing input previous test service run new file report ran successfully generating service test integrity report service test verify erroneous report service test integrity report service test checked integrity report service test file attached one line report data space id content id service test service test status invalid manifest file error null new file report service test space try service file fictitious space old report service integrity report integrity report service test try attached basically file new correctly exist six attached perfect match test input file listing correct space content correct file bit integrity checker integrity report report bit integrity checker test successful test first three list next three removed list last two refer instance file use incorrect last two exist instance integrity report malformed integrity report service configuration service mode verify integrity list get integrity information storage provider salt empty store space input listing input listing name service test output space output listing name output report name integrity report,Bit Integrity Service: Incorrect report when item on list does not exist bit integrity service incorrect report item list exist unable successfully complete use case preservation test excerpt regarding c use case test plan c service test initial listing create new listing file entire line removed new line done first three next three added two end instance service test run fixity service listing input previous test service run new file report ran successfully generating service test integrity report service test verify erroneous report service test integrity report service test checked integrity report service test file attached one line report data space id content id service test service test status invalid manifest file error null new file report service test space try service file fictitious space old report service integrity report integrity report service test try attached basically file new correctly exist six attached perfect match test input file listing correct space content correct file bit integrity checker integrity report report bit integrity checker test successful test first three list next three removed list last two refer instance file use incorrect last two exist instance integrity report malformed integrity report service configuration service mode verify integrity list get integrity information storage provider salt empty store space input listing input listing name service test output space output listing name output report name integrity report,1
181,181,DURACLOUD-319,duplicate demand service failing duplicate demand service failing duplicate demand service service configuration source space copy store copy space store file space replicate working space number server type server instance large instance service final status job ended service status job complete replication demand service job state job job id j additional statistic run source space closed space work space log one run service job id j ran failing job successfully task,Duplicate on Demand: Service failing duplicate demand service failing duplicate demand service service configuration source space copy store copy space store file space replicate working space number server type server instance large instance service final status job ended service status job complete replication demand service job state job job id j additional statistic run source space closed space work space log one run service job id j ran failing job successfully task,2
182,182,DURACLOUD-320,multiple large multiple large multiple frequently occur causing content land scenario select file five time row different content waiting one complete verify five successfully scenario consistently,Duradmin upload failures for multiple large files multiple large multiple frequently occur causing content land scenario select file five time row different content waiting one complete verify five successfully scenario consistently,1
183,183,DURACLOUD-323,bulk bit integrity service add comparison bulk bit integrity service add comparison bulk bit integrity service contain following add optional option user input listing used verify new listing listing provided service compare post,Bulk Bit Integrity Service: add comparison bulk bit integrity service add comparison bulk bit integrity service contain following add optional option user input listing used verify new listing listing provided service compare post,3
184,184,DURACLOUD-324,reverse history order window reverse history order window would nice reverse order history window recent progress appear top instead bottom window sort window recent bottom user scroll see progress recent,reverse upload history order in the upload window reverse history order window would nice reverse order history window recent progress appear top instead bottom window sort window recent bottom user scroll see progress recent,1
185,185,DURACLOUD-325,image viewer longer work image viewer longer work past content item image would present link image thumbnail service running canned picture icon link would display image viewer thumbnail picture icon effect,Image Viewer Flyout no longer works image viewer longer work past content item image would present link image thumbnail service running canned picture icon link would display image viewer thumbnail picture icon effect,1
186,186,DURACLOUD-326,incorrectly space size incorrectly space size display space size often even though listing space also space longer item listing space also true content,DurAdmin incorrectly displaying 0 for space size incorrectly space size display space size often even though listing space also space longer item listing space also true content,1
187,187,DURACLOUD-327,delete button delete button hovering line content item delete button half way current item next item list delete button displayed completely within boundary content item delete,DurAdmin: Delete button mis-aligned delete button hovering line content item delete button half way current item next item list delete button displayed completely within boundary content item delete,1
188,188,DURACLOUD-329,video streaming video streaming item address issue showing streaming video content item space scenario create two video add file attached item space video deploy server video source destination wait service deployment complete click item video space video shown right hand column point note go directly host streaming video available,Video streaming in duradmin:spaces video streaming item address issue showing streaming video content item space scenario create two video add file attached item space video deploy server video source destination wait service deployment complete click item video space video shown right hand column point note go directly host streaming video available,1
189,189,DURACLOUD-331,duplicate change service delete content duplicate change service delete content item address issue thrown duplicate change service running item log show upon action thrown replication service successfully remove item secondary store remains alive container however case probably guarded,NullPointerException with Duplicate-on-change service on 'delete content' duplicate change service delete content item address issue thrown duplicate change service running item log show upon action thrown replication service successfully remove item secondary store remains alive container however case probably guarded,3
190,190,DURACLOUD-332,duplicate change space access duplicate change space access item address issue duplicate demand service access state secondary provider space primary provider open closed vice scenario deploy duplicate demand service create space primary store verify space also secondary store verify access state toggle access state primary space boom notice access state secondary space change,Duplicate on Change: space access is not propagated duplicate change space access item address issue duplicate demand service access state secondary provider space primary provider open closed vice scenario deploy duplicate demand service create space primary store verify space also secondary store verify access state toggle access state primary space boom notice access state secondary space change,1
191,191,DURACLOUD-333,space access space space access space access level space space removed create space add space change space access refresh space notice space gone,Changing space access removes the space metadata space access space access level space space removed create space add space change space access refresh space notice space gone,1
192,192,DURACLOUD-335,medium streamer getting set proper medium streamer getting set proper occasion starting medium streamer service one several set proper streaming thus far issue always resolved medium streamer likely missing permission due call retry would likely fix problem,Media streamer: files not getting set with proper permissions medium streamer getting set proper occasion starting medium streamer service one several set proper streaming thus far issue always resolved medium streamer likely missing permission due call retry would likely fix problem,1
193,193,DURACLOUD-338,tool error pushing sub tool error pushing sub running tool content directory sub tool attempt send file name sub name file name error character cannot part content id show mac used instead task update tool replace content,Chunker Tool: error pushing files in sub-directories on Windows tool error pushing sub running tool content directory sub tool attempt send file name sub name file name error character cannot part content id show mac used instead task update tool replace content,1
194,194,DURACLOUD-339,space filter space filter filter name space used x service work example need get specific bulk run tend get next page error get space error pop filter work list content correctly seem unnecessary new made get content listing every change filter box letter type new call guess filter button beside text box making call button would fix issue,DurAdmin: Errors on space filter space filter filter name space used x service work example need get specific bulk run tend get next page error get space error pop filter work list content correctly seem unnecessary new made get content listing every change filter box letter type new call guess filter button beside text box making call button would fix issue,1
195,195,DURACLOUD-341,duplication demand destination space duplication demand destination space duplication demand service leave destination space name blank service automatically create destination space source space name ran service leaving destination space blank assuming would occur service ran completion service status read complete content found,Duplication on Demand destination space duplication demand destination space duplication demand service leave destination space name blank service automatically create destination space source space name ran service leaving destination space blank assuming would occur service ran completion service status read complete content found,1
196,196,DURACLOUD-342,bulk image transformer output standard format bulk image transformer output standard format currently output bulk image transformer format similar task update output standard format first line file header follow bulk bit integrity service format reducer produce value post processor insert name line top,Bulk Image Transformer output to be standard CSV format bulk image transformer output standard format currently output bulk image transformer format similar task update output standard format first line file header follow bulk bit integrity service format reducer produce value post processor insert name line top,2
197,197,DURACLOUD-344,consistency service output consistency service output improvement ensure report like x service space also consistent naming convention service identifier report name service necessary,Consistency of service output destinations and names consistency service output improvement ensure report like x service space also consistent naming convention service identifier report name service necessary,4
198,198,DURACLOUD-346,integration regularly fail integration regularly fail task determine integration regularly fail due eventual consistency effect related underlying storage provider eventually either resistant underlying storage unit require network connectivity however work separate task browse,Refactor integration tests that regularly fail integration regularly fail task determine integration regularly fail due eventual consistency effect related underlying storage provider eventually either resistant underlying storage unit require network connectivity however work separate task browse,5
199,199,DURACLOUD-347,user user improvement change current pattern user memory plain text hash memory perform see spring security password authentication x x,Hashed user credentials user improvement change current pattern user memory plain text hash memory perform see spring security password authentication x x,5
200,200,DURACLOUD-348,bulk service status message bulk service status message improvement accurately display service status state bulk currently bulk image conversion bulk bit integrity two post instance service status conflicting job state complete step done service status post job bit integrity nothing image conversion accurate consistent status need put place across,Bulk service status message bulk service status message improvement accurately display service status state bulk currently bulk image conversion bulk bit integrity two post instance service status conflicting job state complete step done service status post job bit integrity nothing image conversion accurate consistent status need put place across,2
201,201,DURACLOUD-349,bit integrity service stream bit integrity service stream issue change found iterate file rather content get although issue content stream large stream sometimes causing iteration stop,Bit Integrity Service: iterating over http stream bit integrity service stream issue change found iterate file rather content get although issue content stream large stream sometimes causing iteration stop,1
202,202,DURACLOUD-351,allow build time specification dependency bundle version allow build time specification dependency bundle version improvement allow built within particular version say specify compatibility dependency another version say,Allow build-time specification of dependency osgi bundle version allow build time specification dependency bundle version improvement allow built within particular version say specify compatibility dependency another version say,1
203,203,DURACLOUD-352,bit integrity service support comparison space million bit integrity service support comparison space million improvement ensure contain million successfully perform bit integrity manifest verification,Bit Integrity Service: Support comparison for space manifests of up to 1 million items bit integrity service support comparison space million improvement ensure contain million successfully perform bit integrity manifest verification,2
204,204,DURACLOUD-353,bulk bit integrity service shutdown post processor bulk bit integrity service shutdown post processor item address issue shutting bulk bit integrity service also shutting post processor reproduce error start space job state complete service status still post job service due inability remove bundle container still point remains longer available via,Bulk Bit Integrity Service: shutdown of post-processor bulk bit integrity service shutdown post processor item address issue shutting bulk bit integrity service also shutting post processor reproduce error start space job state complete service status still post job service due inability remove bundle container still point remains longer available via,2
205,205,DURACLOUD-354,bulk image conversion failure due ami upgrade bulk image conversion failure due ami upgrade item address breakage default ami effect bulk image conversion service faulting bootstrap script due missing dependency apt get,Bulk Image Conversion: failure due to Hadoop AMI upgrade bulk image conversion failure due ami upgrade item address breakage default ami effect bulk image conversion service faulting bootstrap script due missing dependency apt get,1
206,206,DURACLOUD-355,medium streamer allow streaming multiple medium streamer allow streaming multiple task allow user select multiple medium streaming service stream,Media Streamer: Allow streaming of multiple spaces medium streamer allow streaming multiple task allow user select multiple medium streaming service stream,2
207,207,DURACLOUD-356,selective sync ing selective sync ing improvement allow user selectively sync specific based,Synctool: selective sync-ing selective sync ing improvement allow user selectively sync specific based,3
208,208,DURACLOUD-357,medium streamer stream added space medium streamer stream added space task set listener new added streaming already enable streaming well,Media Streamer: Stream files added to a space medium streamer stream added space task set listener new added streaming already enable streaming well,4
209,209,DURACLOUD-358,revisit build source revisit build source dependency used pax construct longer available public repository task revisit pax see upgrade order ensure build work scratch,Revisit build from source revisit build source dependency used pax construct longer available public repository task revisit pax see upgrade order ensure build work scratch,5
210,210,DURACLOUD-364,single use access single use access task allow creation single use access user would need specify file would like provide access would provide link file single time used longer access file,Single Use Access URLs single use access task allow creation single use access user would need specify file would like provide access would provide link file single time used longer access file,5
211,211,DURACLOUD-365,service contain another differentiator service contain another differentiator service appear service output space need additional differentiator run multiple time one day overwrite one another,service reports contain another differentiator service contain another differentiator service appear service output space need additional differentiator run multiple time one day overwrite one another,4
212,212,DURACLOUD-369,bulk bit integrity service post bulk bit integrity service post improvement change bulk bit integrity service run collection post processor instead single process main instance service run within instead day exceeding,Bulk Bit Integrity Service: post-processing in hadoop bulk bit integrity service post improvement change bulk bit integrity service run collection post processor instead single process main instance service run within instead day exceeding,3
213,213,DURACLOUD-370,notification utility notification utility feature expose utility sending consist general interface project corresponding implementation project,Notification/Email utility notification utility feature expose utility sending consist general interface project corresponding implementation project,2
214,214,DURACLOUD-371,remove interim bulk bit integrity remove interim bulk bit integrity improvement remove service output space interim bulk bit integrity service final report bit integrity bit integrity,Remove interim bulk-bit-integrity manifests remove interim bulk bit integrity improvement remove service output space interim bulk bit integrity service final report bit integrity bit integrity,3
215,215,DURACLOUD-374,service report utility currently running service report utility currently running provide way generate report running include least following information also available retrieval rest,Service Report: backend utility for currently running services service report utility currently running provide way generate report running include least following information also available retrieval rest,5
216,216,DURACLOUD-375,storage report dashboard storage report dashboard task create dashboard storage rest available storage report information need able display information likely option display,Storage Report Dashboard storage report dashboard task create dashboard storage rest available storage report information need able display information likely option display,5
217,217,DURACLOUD-376,limit time spent spinning mapper task within limit time spent spinning mapper task within currently service code thread ensure mapper enough time complete time limited mapper process job could potentially live forever task revisit bulk set limit amount time give mapper activity,Limit time that can be spent spinning on a mapper task within hadoop limit time spent spinning mapper task within currently service code thread ensure mapper enough time complete time limited mapper process job could potentially live forever task revisit bulk set limit amount time give mapper activity,2
218,218,DURACLOUD-377,remove user management remove user management task remove user management tab since functionality account management,Remove user management from Duradmin remove user management task remove user management tab since functionality account management,1
219,219,DURACLOUD-379,run away service monitor run away service monitor task create script application long running bulk alert upon detection,Run-away service monitor run away service monitor task create script application long running bulk alert upon detection,1
220,220,DURACLOUD-380,azure storage provider content azure storage provider content provided upon content azure incorrectly trying calculate provided stream provided used instead calculating stream,Azure Storage Provider - adding content and specifying a checksum azure storage provider content provided upon content azure incorrectly trying calculate provided stream provided used instead calculating stream,1
221,221,DURACLOUD-381,instance losing information instance losing information restart instance via management console wait run initialize instance check instance everything good wait min check time none log root see tab listed going tab get available error also able log user besides root interestingly everything normal tab rest work fine secondary issue step wait go ahead available min restart short amount time min go away case still present,DuraCloud instance losing initialization information instance losing information restart instance via management console wait run initialize instance check instance everything good wait min check time none log root see tab listed going tab get available error also able log user besides root interestingly everything normal tab rest work fine secondary issue step wait go ahead available le min restart short amount time le min go away case still present,5
222,222,DURACLOUD-382,create example create example task create sample analogous sample,Create Example ServiceClient create example task create sample analogous sample,1
223,223,DURACLOUD-383,bit integrity service support interrupted content bit integrity service support interrupted content task add bit integrity service content item calculate match,Bit Integrity Service: support retries of interrupted content downloads bit integrity service support interrupted content task add bit integrity service content item calculate match,1
224,224,DURACLOUD-384,bit integrity service pas comparison phase content id input bit integrity service comparison phase content id input comparison phase one space run bit integrity service guess content id input date content becomes difficult therefore input content comparison phase,Bit Integrity Service: Pass into comparison phase content-id of csv input bit integrity service pas comparison phase content id input comparison phase one space run bit integrity service guess content id input date content becomes difficult therefore input content comparison phase,1
225,225,DURACLOUD-385,image stability image stability task investigate stability image across instance static p address behavior unexpected specific issue please add,Image Viewing URL Stability image stability task investigate stability image across instance static p address behavior unexpected specific issue please add,2
226,226,DURACLOUD-387,error large space delete error large space delete item resolve seen trying delete large space storage provider instance space master rack initially single page however trying delete entire space pop operation one attempt number another attempt failing number looking instance two different coming could connect due error read timed object found content also unfound see attached catalina storage provider bill instance space test work initially delete space spinning came back saying delete space space size however even loop size space continued drop space eventually failure,Error on large space delete error large space delete item resolve seen trying delete large space storage provider instance space master rack initially single page however trying delete entire space pop operation one attempt number another attempt failing number looking instance two different coming could connect due error read timed object found content also unfound see attached catalina storage provider bill instance space test work initially delete space spinning came back saying delete space space size however even loop size space continued drop space eventually failure,5
227,227,DURACLOUD-389,service registry naming service registry naming update support service document allowable service registry name old convention service new convention service,Service Registry Naming service registry naming update support service document allowable service registry name old convention service new convention service,1
228,228,DURACLOUD-390,security security improvement add method security limit access call,Security over UserDetailsService.getUsers() security improvement add method security limit access call,1
229,229,DURACLOUD-392,create installation package release create installation package release installation package include documentation three zip service registry zip container,Create installation package for release create installation package release installation package include documentation three zip service registry zip container,1
230,230,DURACLOUD-394,page load latency page load latency built browser pull data building page perceptible delay rendering solution may pull back try build screen much browser usage need added item,Page load latency page load latency built browser pull data building page perceptible delay rendering solution may pull back try build screen much browser usage need added item,2
231,231,DURACLOUD-397,editor blank editor blank via regular editor edit add empty name value list although allow empty name name empty persist,Metadata editor allows for blank values editor blank via regular editor edit add empty name value list although allow empty name name empty persist,1
232,232,DURACLOUD-398,useful disabled useful disabled holding shift one arrow odd display disabled,UI shortcuts which are not useful should be disabled useful disabled holding shift one arrow odd display disabled,1
233,233,DURACLOUD-399,allow user select include running duplicate change allow user select include running duplicate change task provide option select list duplicate change service perform one reason feature allow choose duplicate x service x service work,Allow user to select which spaces to include when running Duplicate on Change allow user select include running duplicate change task provide option select list duplicate change service perform one reason feature allow choose duplicate x service x service work,3
234,234,DURACLOUD-400,rest text plain response rest text plain response inconsistency looking rest particular method response content type header text plain return declare content type text example text plain test text,DuraStore REST API: text/plain response from getSpaces rest text plain response inconsistency looking rest particular method response content type header text plain return declare content type text example text plain test text,1
235,235,DURACLOUD-401,use application response content type rest use application response content type rest rest return today use text application actually better choice due character according specification text medium parameter declaration mime type end content type value ala text must assumed body u ascii declared declaration supposed couple explain problem text entry clearly intent rest return declaration according text used instead application content type declared mime parameter declaration supposed assume u ascii,Use application/xml as response Content-Type for XML-returning REST API methods use application response content type rest rest return today use text application actually better choice due character according specification text medium parameter declaration mime type end content type value ala text must assumed body u ascii declared declaration supposed couple explain problem text entry clearly intent rest return declaration according text used instead application content type declared mime parameter declaration supposed assume u ascii,1
236,236,DURACLOUD-402,allow local service repository allow local service repository currently service repository instance another instance task allow service repository within instance simplify deployment stand alone open source platform lead way toward multiple service associated single instance,Allow for local service repository allow local service repository currently service repository instance another instance task allow service repository within instance simplify deployment stand alone open source platform lead way toward multiple service associated single instance,1
237,237,DURACLOUD-403,improve binary installation package improve binary installation package release first binary installation package system deploy instance without needing build source good first step could make process smoother include include version tomcat release version included file name context path e rather context path instead version installation package zip file version number sufficient include jar configure instance include example file used jar instance include default example file used within service bundle home update included run bat file properly pick environment environment allow use local service repository handled update included file complete standing instance provided installation package document refer explanation ideally entire process would well enough defined link would optional reading,Improve binary installation package improve binary installation package release first binary installation package system deploy instance without needing build source good first step could make process smoother include include version tomcat release version included file name context path e rather context path instead version installation package zip file version number sufficient include jar configure instance include example file used jar instance include default example file used within service bundle home update included run bat file properly pick environment environment allow use local service repository handled update included file complete standing instance provided installation package document refer explanation ideally entire process would well enough defined link would optional reading,1
