,issuekey,title,description,storypoint
169,MESOS-2055,MesosContainerizerExecuteTest.IoRedirection test is flaky,test flaky code run temporary directory isolation mem starting container executor executor framework launcher forked child container fetching container command home slave trunk build disable disable python disable build fetcher executor container container failure value o read path join directory get actual logging logging n n n test total code,1
170,MESOS-2056,Refactor fetcher code in preparation for fetcher cache,fetcher code preparation fetcher cache rearrange fetcher related code cache functionality one could together one go splitting smaller immediately obvious change used later look better still exact thing particular routine several time launcher fetcher remainder fetcher related code realm fetcher,1
171,MESOS-2057,Concurrency control for fetcher cache,concurrency control fetcher cache added flag fetcher repository ensure ever user slave long slave running even multiple request concurrently multiple occur perform one reuse result make concurrent wait one different different concurrently cache eviction cleanup handled additional use feature production whole epic complete note suffice production use ticket main part fetcher logic though see epic rest lead fully functional fetcher cache general approach keep bookkeeping stage fetched slave concurrent access actor aka process,8
172,MESOS-2058,Deprecate stats.json endpoints for Master and Slave,deprecate master slave introduction metric snapshot metric master slave deprecate manual inspection metric covered new master slave,1
173,MESOS-2061,Add InverseOffer protobuf message.,add message defined part maintenance work design doc document edit code request return framework message id list back framework repeated resource need particular slave optional part maintenance schedule window running may window optional interval unavailability code ticket capture addition proto necessary event call language tracked separately,3
174,MESOS-2062,Add InverseOffer to Event/Call API.,add event call initial use case framework maintenance one way add tack event code message repeated offer repeated code,3
175,MESOS-2063,Add InverseOffer to C++ Scheduler API.,add c initial use case framework maintenance one way add c add new code virtual void driver vector code compatibility need figured may want leave c binding untouched favor event call order break compatibility,5
176,MESOS-2064,Add InverseOffer to Java Scheduler API.,add initial use case framework maintenance one way add add new code void driver list code jar compatibility need figured may want leave binding untouched favor event call order break compatibility,5
177,MESOS-2065,Add InverseOffer to Python Scheduler API.,add python initial use case framework maintenance one way add python add new code self driver code egg compatibility need figured may want leave python binding untouched favor event call order break compatibility,5
178,MESOS-2066,Add optional 'Unavailability' to resource offers to provide maintenance awareness.,add optional unavailability resource provide maintenance awareness order inform upcoming maintenance per like add optional unavailability information code message interval optional double start time since epoch optional double duration time message offer offer part maintenance schedule window may window field additional information maintenance maintenance may necessarily start exactly interval last exactly duration interval optional interval unavailability code,3
179,MESOS-2067,Add HTTP API to the master for maintenance operations.,add master maintenance based like provide master maintenance want something like schedule code maintenance schedule get schedule include various maintenance post create update schedule blob see maintenance status get list maintenance mode maintenance start post transition set mode maintenance stop post transition set normal mode maintenance consensus sure right name matrix acceptance get latest accepted declined maintenance schedule code note might yet schedule might look like code unavailability start epoch duration code access master use,8
180,MESOS-2069,Basic fetcher cache functionality,basic fetcher cache functionality add flag fetcher shall repository concurrency control also see overall fetcher cache,8
181,MESOS-2070,Implement simple slave recovery behavior for fetcher cache,implement simple slave recovery behavior fetcher cache clean fetcher cache completely upon slave restart recovery correct albeit ideal behavior efficient restore knowledge even resume added later,2
182,MESOS-2072,Fetcher cache eviction,fetcher cache eviction delete fetcher cache given cache size never succeed concurrent way new pouring idea measure size make enough room divulge size main use far property calculation much space free need concurrency control space incomplete python script fetcher aurora seem implement see gist imagine several running concurrently one call succeeding perceiving free space available ultimately conflict resolution strategy underway already exceed cache capacity fallback direct work directory used pick task first support work directory task execution task life cycle starting task cache eviction later add symbolic link avoid eviction fetched used ongoing must blocked complexity another future extension extract work,8
183,MESOS-2074,Fetcher cache test fixture,fetcher cache test fixture accelerate providing good test coverage fetcher cache provide framework running number easy following whether cache whether make executable whether extract archive whether file system create simple server test fixture support latter furthermore need robust update message sink final state already patch need apache r,5
184,MESOS-2075,Add maintenance information to the replicated registry.,add maintenance information replicated registry achieve fault tolerance maintenance need add maintenance information registry registry currently slave information quite large testing object extremely expensive copy far tell maintenance information independent registry information two approach add maintenance information maintenance key advantage approach grow large registry object approach maintenance independent registry independent approach add transactional support state abstraction approach compaction approach likely registrar add maintenance information registry key chosen method advantage approach easiest implement grow single registry object preclude split apart future approach may require support compression support deal size registry,13
185,MESOS-2076,Implement maintenance primitives in the Master.,implement maintenance master master need number implement maintenance maintenance window unused must augmented unavailability used inverse must sent inverse filter sending declined inverse something reason store log recover maintenance information upon note amount logic need allocator,13
186,MESOS-2077,Ensure that TASK_LOSTs for a hard slave drain (SIGUSR1) include a Reason.,ensure hard slave drain include reason maintenance sometimes force drain slave via safe e g non critical running necessary e g bad hardware eliminate noise like add reason forced drain slave considered generic slave removal,3
187,MESOS-2078,Scheduler driver may ACK status updates when the scheduler threw an exception,driver may status threw exception discovered happen stop handling driver later aborted flag determine whether send code void update driver status took note need look volatile aborted acknowledge update driver aborted update aborted sending status update message driver aborted return code implementation exception driver abort code void driver status null apache driver status apache apache v convert status driver abort return code abort implementation early status set aborted flag code status abort lock lock status return status check process null set volatile aborted true prevent however abort another thread may one additional message use atomic process aborted true still process outstanding since proceed aborted true dispatch process abort return status code result code despite exception thrown,3
188,MESOS-2080,Add master metrics for maintenance.,add master metric maintenance need metric order gain visibility maintenance functionality also allow add metric particular number number active number number successful number example alert guideline would want know number gauge ensure growing excessively catch properly maintenance complete,3
189,MESOS-2081,Add safety constraints for maintenance primitives.,add safety maintenance order ensure maintenance used safely want put safety place design doc twitter document prevent bad x overlap prevent bad maintenance proceeding unchecked x unscheduled cancel schedule likely via,8
190,MESOS-2082,Update the webui to include maintenance information.,update include maintenance information thing would probably include another tab header maintenance information could also consider maintenance information table depending done maintenance tab could actually subset table maintenance information,5
191,MESOS-2083,Add documentation for maintenance primitives.,add documentation maintenance provide documentation around upcoming maintenance specifically ensure general framework understand notion maintenance guidance latter two necessary,8
192,MESOS-2085,Add support encrypted and non-encrypted communication in parallel for cluster upgrade,add support non communication parallel cluster upgrade cluster upgrade non communication need support interim master non slave communication master yet master yet master slave process running executor,13
193,MESOS-2097,Update Resource protobuf with DiskInfo,update resource message resource string name value type type optional value scalar scalar optional value optional value set set optional string role default used persistent disk resource message unique identifier persistent disk resource id need unique within role slave string id volume persistent disk resource volume volume optional disk,1
194,MESOS-2098,Update task validation to be after task authorization.,update task validation task authorization simply task validation longer need check,3
195,MESOS-2099,Support acquiring/releasing resources with DiskInfo in allocator.,support allocator allocator need persistent disk example release persistent disk resource release resource,8
196,MESOS-2100,Implement master to slave protocol for persistent disk resources.,implement master slave protocol persistent disk need following slave need send master need send total slave either introduce new type like,8
197,MESOS-2101,Add the persistent resources release primitive to the framework API,add persistent release primitive framework thinking release message persistent disk w release release message could launch decline message probably overlap dynamic reservation work,3
198,MESOS-2103,Expose number of processes and threads in a container,expose number container statistic difficult interpret number throttling aggregate time across runnable sense example typical second sampling interval could e could much higher one task runnable task total time small test demonstrate x speed running quota cat sleep cat total time second time interval would helpful expose number container would coarse granularity would give guidance,2
199,MESOS-2104,Correct naming of cgroup memory statistics,correct naming memory statistic total memory usage memory file cache actual consistently,3
200,MESOS-2108,Add configure flag or environment variable to enable SSL/libevent Socket,nan,1
201,MESOS-2110,Configurable Ping Timeouts,ping series ping master slave lost slave kill register new side similar slave consider master lost try detect new master currently may well may tolerate longer slave process restart period want upon reconnect may higher latency e g cross volunteer would like tolerate longer without communication provide master control tolerance non communicative le importantly slave tolerate missing,8
202,MESOS-2119,Add Socket tests,add socket add socket specific get coverage w wo move,5
203,MESOS-2123,Document changes in C++ Resources API in CHANGELOG.,document c need document,2
204,MESOS-2127,killTask() should perform reconciliation for unknown tasks.,perform reconciliation unknown currently reconciliation logic logic specifically task unknown non strict registry use send whereas make consistent,3
205,MESOS-2128,Turning on cgroups_limit_swap effectively disables memory isolation,turning effectively memory isolation test show effectively memory isolation altogether per access documentation en u sec memory important set memory parameter setting memory parameter reverse order error memory becomes available memory previously set memory exhausted like flag memory true memory false always set memory addition set memory true otherwise set enforced see apache blob slave mem,2
206,MESOS-2135,Support DiskInfo in C++ Resources,support c need change following addable validate probably add two disk persistence id must come different add validate,3
207,MESOS-2136,Expose per-cgroup memory pressure,expose per memory pressure memory controller provide information memory pressure form event based notification low medium critical kernel specific allocate memory signal probably informative memory usage memory limit,5
208,MESOS-2139,Enable the master to handle reservation operations,enable master handle reservation master function currently create destroy exist persistent need handle reserve unreserve dynamic well addition need add validate reservation,5
209,MESOS-2144,Segmentation Fault in ExamplesTest.LowLevelSchedulerPthread,segmentation fault review bot review apache r review touch code related test break general run script failure sh signal segmentation fault test,8
210,MESOS-2147,Large number of connections slows statistics.json responses.,large number slows statistic production environment network turned many container getting socket information expensive might take process socket information one reason library wang already patch,2
211,MESOS-2157,Add /master/slaves and /master/frameworks/{framework}/tasks/{task} endpoints,add master master framework task master state entire state cluster large become massive often client need information entire state example connected information registration belonging particular framework partition state many smaller able get slave information information per framework would useful,5
212,MESOS-2166, PerfEventIsolatorTest.ROOT_CGROUPS_Sample requires 'perf' to be installed,valid command always case configure probably check command,1
213,MESOS-2176,Hierarchical allocator inconsistently accounts for reserved resources. ,hierarchical allocator inconsistently reserved looking allocator code see issue respect accounting reserved within allocate unreserved whereas everywhere else add remove framework add remove slave account reserved unreserved git blame like issue long course allocator guess never caught due lack unit allocator unnecessarily master use allocator understanding two hierarchical sorter following semantics level across unreserved across therefore role sorter level account unreserved resource pool level across within role unreserved reserved across within role therefore framework level account reserved resource pool role well unreserved inside role,5
214,MESOS-2182,Performance issue in libprocess SocketManager.,performance issue issue production master slow respond looking data top offender master process process process le process allocator process erase process master process process whenever internal process loop link unnecessarily code void process event enough cause process get e g garbage collector process even use address least one event thus save process process likewise need save current time process update linked appropriate time time clock process synchronized iterate link removing link process might linked set link erase process linker check linker process process linked synchronized clock clock update linker time linker new link erase code hold socket manager lock expensive loop nothing set master link master process slave however random ephemeral process need loop slave link hold lock following block code class public socket accepted void link process proxy socket socket void send bool persist void send response response request request socket socket void send message message next void close void node node void process code result slave master block calling send short term try fix issue removing unnecessary looping longer term would nice avoid locking sending independent,3
215,MESOS-2184,deprecate unused flag 'cgroups_subsystems',deprecate unused flag slave flag longer used,1
216,MESOS-2191,Add ContainerId to the TaskStatus message,add message certain information useful statistic cluster performance however difficult associate container executed since information stay always within therefore would good provide framework information new field message see use case,3
217,MESOS-2199,Failing test: SlaveTest.ROOT_RunTaskWithCommandInfoWithUser,failing test running executor nobody take look executor log root build cat latest sh home build executor permission test output running test test case global test environment set test run failure value get state actual failure wait failure actual function call count match driver twice actual unsatisfied active test total global test environment tear test test case ran total,2
218,MESOS-2200,bogus docker images result in bad error message to scheduler,bogus docker result bad error message bogus image tell docker pull error logged slave log given far tell slave container executor thermos curl framework start docker pull docker registry example latest exit status status error image found docker image registry give user error message docker pull give enough information able make decision,2
219,MESOS-2201,ReplicaTest.Restore fails with leveldb greater than v1.7.,restore greater configure system provided ran issue apparently one configure path compilation however test following back trace code run restore temporary directory compacted beginning replica replica log unlearned persisting took replica replica status voting compacted beginning replica replica log unlearned replica replica received implicit promise request proposal persisting took replica replica replica received write request position persisting action took replica action reading position took replica state io error lock log lock already process recover log check failure stack trace fail flush internal log restore internal log internal log replica replica testing internal testing internal testing test run testing run testing run testing internal testing internal testing internal testing run main unknown nil unknown abort core bin sh verbose code version tested version work however build u unusable next version compile fine error,3
220,MESOS-2205,Add user documentation for reservations,add user documentation add user guide basic usage used specify unreserve whose advanced usage,2
221,MESOS-2210,Disallow special characters in role.,disallow special role introduce persistent use directory slave apache r result master disallow special like space slash role,2
222,MESOS-2215,"The Docker containerizer attempts to recover any task when checkpointing is enabled, not just docker tasks.",docker recover task docker slave task see error log every second note docker monitor get resource usage container executor thermos prod agent framework docker inspect exit status status error image container however still healthy running slave docker like docker little ambitious docker task docker container executor thermos prod agent framework looking source like problem recover parallel neither docker check recover task perhaps need written somewhere,8
223,MESOS-2222,Add ACLs for the maintenance HTTP endpoints.,add maintenance order authorize maintenance added need add definition maintenance,3
224,MESOS-2225,FaultToleranceTest.ReregisterFrameworkExitedExecutor is flaky,flaky internal code run temporary directory compacted beginning replica replica log unlearned recover starting replica recovery recover replica empty status replica replica empty status received recover request recover received recover response replica empty status recover replica status starting persisting took replica replica status starting recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process master master master master register master master register loading authentication master authorization hierarchical allocator process given master newly leader master id master leading master master registrar registrar registrar log start writer replica replica received implicit promise request proposal persisting took replica fill missing position replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position log truncate log write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took took replica action replica replica learned truncate action position registrar successfully registry registrar successfully registrar master registry register slave slave loading credential authentication credential slave slave credential test principal slave slave mem disk slave slave slave slave false slave flag removed future release please avoid flag state state meta status update manager slave finished recovery slave new master master sending status slave master master slave default cram new client connection slave new master master slave master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success master successfully principal test principal slave version new master master master master default cram new client connection slave successfully master master master master default cram authenticator slave retry registration necessary master slave slave id authenticator new server connection registrar applied update registry received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success master successfully principal test principal successfully master master sending registration request master retry registration necessary master received registration request framework default master framework principal test principal receive role master framework default log append log write append action position replica replica received write request position persisting action took replica action framework registered registered took added framework available allocate allocation replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took took replica action replica replica learned truncate action position master registered slave slave mem disk added slave mem disk mem disk available slave registered master master given slave id sending status master sending framework default took master reply slave slave framework default master framework principal test principal launch task user master executor default task le none minimum please update executor mandatory future master executor default task le memory none minimum please update executor mandatory future master task mem slave allocation slave slave received ping slave observer master task framework default mem slave slave allocation framework slave mem disk mem disk slave got assigned task framework slave task framework,2
225,MESOS-2226,HookTest.VerifySlaveLaunchExecutorHook is flaky,flaky internal code run temporary directory compacted beginning replica replica log unlearned recover starting replica recovery recover replica empty status replica replica empty status received recover request recover received recover response replica empty status recover replica status starting persisting took replica replica status starting recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process master master master master register master master register loading authentication master authorization given hierarchical allocator process master newly leader master id master leading master master registrar registrar registrar log start writer replica replica received implicit promise request proposal persisting took replica fill missing position replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position log truncate log write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position registrar successfully registry registrar successfully registrar master registry register persisting action took took replica action replica replica learned truncate action position slave slave loading credential authentication credential slave slave credential test principal slave slave mem disk slave slave slave slave false slave flag removed future release please avoid flag state state meta status update manager slave finished recovery sending status slave new master master slave master master slave default cram new client connection slave new master master slave master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success slave successfully master master master successfully principal test principal slave version slave retry registration necessary new master master master master default cram master slave slave id new client connection registrar applied update registry master master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success master successfully principal test principal successfully master master sending registration request master retry registration necessary master received registration request framework default master framework principal test principal receive role master framework default log append log write append action position added framework available allocate allocation framework registered registered took replica replica received write request position persisting action took replica action slave retry registration necessary master register slave message slave admission already progress replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position master registered slave slave mem disk added slave mem disk mem disk available allocation slave replica replica received write request position slave registered master master given slave id slave received ping slave observer sending status master sending framework default persisting action took replica action replica replica received learned notice position took persisting action took took replica action replica replica learned truncate action position master reply slave slave framework default master framework principal test principal launch task user master executor default task le none minimum please update executor mandatory future master executor default task le memory none minimum please update executor mandatory future master task mem disk slave allocation framework slave mem disk mem disk master task framework default mem disk slave,3
226,MESOS-2228,SlaveTest.MesosExecutorGracefulShutdown is flaky,flaky internal run temporary directory compacted beginning replica replica log unlearned recover starting replica recovery recover replica empty status replica replica empty status received recover request recover received recover response replica empty status recover replica status starting master master master master register master master register loading authentication master authorization master newly leader master id master leading master master registrar registrar registrar persisting took replica replica status starting recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process log start writer replica replica received implicit promise request proposal persisting took replica fill missing position replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position replica replica received write request position registrar successfully registrar master registry register persisting action took replica action replica replica received learned notice position persisting action took took replica action replica replica learned truncate action position isolation mem slave slave loading credential authentication credential slave slave credential test principal slave slave mem disk slave slave slave slave false slave flag removed future release please avoid flag state state meta status update manager slave finished recovery version new master master master master default cram new client connection master master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step authenticator authentication success authentication success master successfully principal test principal successfully master master master received registration request framework default master framework principal test principal receive role master framework default added framework framework registered slave new master master slave master master slave default cram slave new master sending status new client connection master slave master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step authenticator authentication success authentication success master successfully principal test principal slave slave successfully master master master slave slave id registrar applied update registry log append log write append action position replica replica received write request position master register slave message slave admission already progress persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position replica replica received write request position master registered slave slave mem disk added slave mem disk mem disk available slave registered master master given slave id master sending framework default sending status master accept call slave slave framework default master framework principal test principal launch task user master task mem disk slave master task framework default mem disk slave slave slave got assigned task framework persisting action took replica action replica replica received learned notice position slave task framework persisting action took took replica action replica replica learned truncate action position slave executor framework work directory starting container executor framework flag set default value slave task executor framework launcher forked child container slave executor framework container version slave got registration executor framework executor slave flushing task executor framework executor registered slave shutdown set executor starting task forked command sh c sleep slave handling status update task framework executor received status update task framework slave forwarding update task framework master slave sending status update task framework executor master forwarding status update task framework master,3
227,MESOS-2230,Update RateLimiter to allow the acquired future to be discarded,update allow acquired future currently way future returned acquire user limiter useful user longer interested permit see example use case,3
228,MESOS-2232,Suppress MockAllocator::transformAllocation() warnings.,suppress transforming feature added allocator number allocator leading behaviour corresponding apache r apache r example code run warning uninteresting mock function call taking default action function call object stack trace code,3
229,MESOS-2233,Run ASF CI mesos builds inside docker,run inside docker several current state run run deal run need root docker apache browse would great project use,5
230,MESOS-2241,DiskUsageCollectorTest.SymbolicLink test is flaky,test flaky local machine running w code run failure get actual object code,1
231,MESOS-2257,Version the Operator/Admin API,version operator consumer necessary u determine current version parse returned correctly since change version version currently fetching state version field idiomatic way would filter content type header give concrete example currently returned return following code date content length content type application code something like following e g master state would easy switch upon code date content length content type application master state code prefix typically used vendor specific file see en currently content type would change document type example code application master state application master application slave state application slave code alternatively version could extra field code application master state version application master version application slave state version application slave version code thanks,13
232,MESOS-2273,"Add ""tests"" target to Makefile for building-but-not-running tests.",add target building running make check one build run test suite however often want build currently done setting empty string nice target make one build test suite without running,1
233,MESOS-2275,Document header include rules in style guide,document header include style guide several way grouping agree rule set style scan,3
234,MESOS-2279,Future callbacks should be cleared once the future has transitioned.,future future example future ready state avoid potential cyclic dependency memory leak instance promise nothing promise future nothing f promise future f lambda bind f promise set nothing code cyclic dependency f data reference future inside function reference f data,2
235,MESOS-2281,Deprecate plain text Credential format.,deprecate plain text credential format currently two code principal secret code new line file code code deprecate new line format remove support old format,3
236,MESOS-2283,SlaveRecoveryTest.ReconcileKillTask is flaky.,flaky saw internal run temporary directory compacted beginning replica replica log unlearned recover starting replica recovery recover replica empty status replica replica empty status received recover request recover received recover response replica empty status recover replica status starting persisting took replica replica status starting recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process master master master master register master master register loading authentication master authorization hierarchical allocator process given master newly leader master id master leading master master registrar registrar registrar log start writer replica replica received implicit promise request proposal persisting took replica fill missing position replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took took registrar successfully registrar replica action replica replica learned truncate action position master registry register isolation mem slave slave loading credential authentication credential slave slave credential test principal slave slave mem disk slave slave slave slave true state state meta status update manager slave finished recovery slave new master master slave master master slave default cram slave new master new client connection sending status master slave master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success slave successfully master master master successfully principal test principal slave slave retry registration necessary master slave slave id registrar applied update registry slave retry registration necessary master register slave message slave admission already progress log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took took replica action replica replica learned truncate action position version master registered slave slave mem disk slave registered master master given slave id slave meta slave sending status slave received ping slave observer added slave mem disk mem disk available available allocate allocation slave new master master master master default cram new client connection master master default cram authenticator authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success master successfully principal test principal successfully master master sending registration request master retry registration necessary master received registration request framework default master framework principal test principal receive role master framework default added framework allocation master sending framework default framework registered registered took took master accept call slave slave framework default master framework principal test principal launch task user master task mem disk slave master task framework default mem disk slave slave slave got assigned task framework slave meta,1
237,MESOS-2289,Design doc for the HTTP API,design doc design,13
238,MESOS-2290,Move all scheduler driver validations to master,move driver master driver longer exist hence move master,3
239,MESOS-2293,Implement the scheduler endpoint on master,nan,8
240,MESOS-2294,Implement the Events stream on master for Call endpoint,nan,8
241,MESOS-2295,Implement the Call endpoint on Slave,nan,8
242,MESOS-2296,Implement the Events stream on slave for Call endpoint,nan,8
243,MESOS-2297,Add authentication support for HTTP API,add authentication support since communication happen arrival apache browse sense use standard authenticate communication,1
