,issuekey,title,description,storypoint
136,MDL-37324,Import phpmailer 5.2.7,see synchro blob master,2
137,MDL-37528,Ajax dragging not working (fails to 'pick up'),moodle x numerous drag drop working moving course page quiz module affect latest chrome ie multiple move cross section dragger chrome display page icon image drag drop seem work clarification particular bug dragging failing pick desired object either selection pickup move image,13
138,MDL-37565,Better looking tinymce editor: toggle toolbars between 1 and 3 lines,suggest make editor look better advanced button show hidden button hopefully support feature display essential button one line bold link heading tweak match current standard theme better way current theme picture example pleasant look overwhelming show medium button actually essential one opinion would show pretty moodle file picker advanced button feature exist think issue hard implement otherwise may require change improvement would great,20
139,MDL-37679,"When viewing a single section, the page title does not update",issue user view individual section page title individual section course name course name plus section name user user know standard level understanding navigation title,5
140,MDL-37717,add warning when teacher tries to disable enrolment method (same as when deleting it),teacher default disable enrolment method used access course warning delete enrolment method result locking teacher course would highly beneficial similar warning enrolment method,2
141,MDL-37812,"admin can set site-wide default settings for user profile fields: Email display, format, digest, Forum subscription & tracking, use HTML editor, Screen reader",administrator moodle site moodle build like change default following user profile display allow course see address format pretty format digest type complete daily full forum auto subscribe automatically subscribe forum yes highlight new text use editor yes use advanced web screen reader see reason every moodle site would want default listed propose new page site administration area perhaps site administration site set default common site wide obviously default permission new find pain create new user listed read discussion moodle forum discus could change user line prefer modify core code site difficult maintain upgrade think issue moodle read tracker moodle browse default setting going prefer soon move moodle though,40
142,MDL-37813,$CFG->stringfilters do not get updated during upgrade or when a filter is deleted,upgrade x longer available removed additionally uninstalled removed removed upgrade uninstalled additional cause remain load page load filter way change via must manually remove legacy string,3
143,MDL-37824,"Navigation block: clicking on ""My courses"" sends you to ""My moodle""",text link click within moodle page opening list navigation block moodle forum discus found least two moodle find annoying three least hack replace address text link work fine list navigation block would prefer moodle remove useless link,8
144,MDL-37877,"Over-large backups fail transparently, then do not get deleted next time, so space fills up",number kept set one customer site half dozen large backup system vary large two test ran morning obviously large successfully backup eventually error like error backup course appear valid backup log complete next execution next backup time presumably big good previously like stopping backup schedule completely however next time course backup run old remember keeping one except moodle seem valid despite course several day multiple large result eventually fill server disk cause site fail know subject handling large course anything done process large backup get left fill server,40
145,MDL-37972,"Assignment (2.2) ""Upload Single"" settings submission file link does not work",single assignment type file submission link student found block assignment administration submission broken link following error message produced quote valid stack trace line thrown line call line call quote recreate access course student make submission single file type assignment navigate block assignment administration submission observe file name listed link click link attempt file result successful file actual result error message valid,3
146,MDL-38228,"Major Performance Problem with ""Moving Modules"" upgrade step",upgrade script portion fix inefficient considerable performance problem large process course course section individually pretty big deal site nearly course average course across root problem finding course exist sequence field related course section following query get course section code select inner join course course section id sequence like id code following average course affected maximum course note operator work query support new upgrade script run another bug version replace old script faster one,20
147,MDL-38325,maximise/minimise button to hide the lateral blocks/dock,nice button hide page get viewable area similar concept site see left menu studium ca course index en,40
148,MDL-38347,Left and right arrows for calendar not showing up on Android,default left right triangle used calender block move previous next month trail android android font left pointing version seen use font sans missing list geometric available net currently use black right pointing pointer black left pointing pointer believe particular may originally chosen ensure displayed fall back first chosen font contain character proper continue search perhaps different triangle shape could used though testing work everything else could pain longer term could provided icon font marking related assume left facing one used least android main issue,3
149,MDL-38561,Convert filepickers and filemanagers to YUI modules,little broken file repository module moodle module wrapped add line content added sandbox module moodle order get work moodle inclusion file included content module handled legacy code depend module really really broken need fixed u fix go code convert appropriate may give u opportunity write based new tree remove current dependence guess could week two work,100
150,MDL-38628,New Assignment Module - Gives learners the top grade in a scale,create new scale marked positive create new assignment activity use scale add activity course add learner course grade learner click silver cog edit column click grade grade drop list although current grade set edit grade screen click save grader report table learner activity even though grade,3
151,MDL-38664,"Lesson essays ""disappear"" if new attempt after exiting",see discussion moodle forum discus diagnostic student lesson reaching last page upon lesson choice seen one page lesson already want start last page saw unfortunately system last unseen page work especially due complicated nature lesson flow rather difficult describe reproduce bug patch resolve issue thorough testing bug moodle patch tested current moodle version,8
152,MDL-38693,WYSIWYG Editor cuts off content in full screen mode,editor left side content toggle full screen mode,8
153,MDL-38698,Convert URL into Links filter prevents backgrounds on tables when Apply to HTML Format is checked.,issue convert link filter table apply format checked replicate go site convert link ensure format checked go course add label make table add background image add background save result see link background text table without image result table image background,13
154,MDL-38732,Graded course activity while editing gradebook causes unintentional overrides,instructor go mode instructor mode someone either automatically graded activity someone something instructor individual course total become reproduce teacher go course grade book turn another browser go student complete quiz back first browser submit grade book edit quiz grade attempt dash grade,40
155,MDL-38758,Undefined variable: sillybyrefvar in mod/forum/backup/moodle2/restore_forum_stepslib.php,moodle course mooch hub latest last page restore following notice code notice undefined variable forum backup line code regression signature function code function discussion null message null null function discussion null unused null null code third parameter reference consequence restore code code null task code notice set,5
156,MDL-38768,"Coding error ""The theme has already been set up for this page ready for output"" when adding blog entry to a page resource",add entry page resource error quote error must fixed programmer theme already set page ready output therefore longer change theme anything might affect current theme example course information error stack trace theme set line call line call line filter filter call line call filter line call line call line call line call line call line edit call error code stack trace line thrown line call line call line edit call quote via trial error reproduce error different moodle site found specific combination reproduce go site manage make sure activity auto linking content also first filter list make sure content also second filter list go course add page resource add menu block page resource click add entry page menu error displayed result user able add entry without error result error displayed,8
157,MDL-38771,$CFG->yuicomboloading prevents use of yui_combo.php,stop use loading otherwise potential break,5
158,MDL-38780,Unread Posts listing on 'My Moodle' should take care of groups,linked issue new unread might seeing x unread since last login course overview moodle even belong access presumably get notification unread able see replication create course forum set separate create two enrol post something one group forum log student group see post since last login message subject course overview,13
159,MDL-38827,"If ""Aggregate only non-empty grades"" is NOT selected for grade category then total is displayed as dashes instead of zeros.",summary aggregate non empty selected category according moodle doc category total display however category total showing aggregate non empty selected create category set weighted mean select aggregate non empty create two set mean select aggregate non empty make sub category first category create couple sub enroll student review user report student according moodle doc two zero student category however moodle doc moodle en add student displayed remove grade category total correctly display zero f treating empty grade calculating total appropriate aggregation proper total,40
160,MDL-38832,Remove unused FRONTPAGE* constants,remove course used since,2
161,MDL-38868,Web Services returns empty array when permissions are invalid for 'core_user_get_users_by_id' request,web rest return moodle return empty array command return invalid error response,8
162,MDL-38903,File manager form elements size,file file manager size form bit weird,100
163,MDL-38923,Cannot dock blocks with Bootstrapbase/clean theme,suspect intentional behaviour may may reasoning thought would report distinction case one previously,13
164,MDL-39001,Unenroling and re-enrolling student causes inconsistent grade data,student removed course student enrolled course appear ie still back source evaluation conditional access student may conditionally available content available,100
165,MDL-39044,Replace strtolower in block/completionstatus with textlib::strtolower,need safe,2
166,MDL-39150,Finish detailed specification http://docs.moodle.org/dev/Logging_2,first task team finish detailed technical specification new system get approval moodle dev,40
167,MDL-39152,"core_role_assign_roles ws function contains contextid as parameter, which is not correct",per comment context considered internal moodle exposed sent parameter returned response file enrol function parameter new context assign user role,13
168,MDL-39153,"core_roles_unassign_roles ws function contains contextid as parameters, which is not correct",per comment context considered internal moodle exposed sent parameter returned response file enrol function parameter new context user role,5
169,MDL-39154,"core_files_get_files, core_files_upload_files ws functions contain context as parameter, which is not correct",actually two issue two different preferred open two let know per comment context considered internal moodle exposed sent parameter returned response file file function parameter new context id function parameter new function parameter new context id function parameter new,20
170,MDL-39227,SCORM navigation panel is hidden when bootstrap theme is active,try bootstrap theme navigation panel shown,5
171,MDL-39299,CSS issues on a course page using Bootstrap (Clean theme),see attached grouping information activity name bold activity completion icon unread activity name consider hover effect restore hover effect added base accessibility selector course content enough activity listing added front page see,8
172,MDL-39350,Collapsible editor tab can't be controlled via keyboard,collapsible editor tab via keyboard standard tab enter functionality collapsible tab section press enter toggle,8
173,MDL-39393,Changing activity title on course front page with AJAX does not fire mod_updated event,activity title part activity course page event fired think inconsistency,8
174,MDL-39569,Second student can't confirm assignment submission,create assignment group submission confirmation group add submission first student account login second student account try confirm submission student failure notification problem developer solve came back,8
175,MDL-39603,Search filter on enrolled users page is confusing in clean theme,select clean theme select course go course administration enrolled look search filter,8
176,MDL-39608,Width thresholds for form labels in the Clean Theme need to be higher.,push file picker place,3
177,MDL-39653,IMS Enterprise CRON job error,moodle line enrol block run file file new file exist new error thrown line set entire moodle job fail suggest either moving block within block empty,2
178,MDL-39661,theme_clean: notice about undefined offset,quote notice undefined offset integration line call stack time memory function location main view header view include integration theme clean layout general general quote replicate disable browser log change clean theme browse course turn move right click move one right observe error,5
179,MDL-39675,Text overlap in HTMLEditor in Bootstrap theme,add text editor anywhere moodle text right margin editor definitely bootstrap moodle lot recent last couple day reckon fine switched standard theme clean theme e fix bootstrap base,13
180,MDL-39715,Mobile-friendly way to display blocks on small screen,bootstrap define way display small screen moment displayed bottom page real usage may minor issue user user need go issue frequency many time user need access block feel mobile friendly possible could move side bar right bar could slided left swipe hamburger button block could new mobile navigation menu like mobile click block displayed one entire page,100
181,MDL-39736,SCORM content section is too narrow on narrow screen devices,wide enough space display whole panel,20
182,MDL-39737,SCORM does not reflow on resize/orientation change,mobile device swapping landscape portrait cause panel resize,20
183,MDL-39746,"On discussion page, user name is overlapping with profile picture",touch view,5
184,MDL-39748,Make input boxes' size consistent and not overlapping with the next level in Assignment advanced grading. ,advanced grading add new criterion edit size input name wide overlap next level add new level criterion input text name smaller point input text size input consistent testing touch replication create assignment set grading method rubric side block select assignment advanced grading define rubric rubric section click edit level add level,8
185,MDL-39749,Popup as File picker/Activity chooser should be mobile friendly,moment file picker many make mobile friendly button icon text everything quite small static fill entire screen need restrict file picker portion screen neither need drag around screen form displayed default need display mobile user click repository o picker file form displayed filled picked file obviously need spec first need user expectation also technical,100
186,MDL-39750,Fullscreen activity chooser on tablet screens,activity chooser already designed mobile information icon description version select box think issue teacher probably agree activity chooser need work recently fix actually forgot already working quite well mobile,8
187,MDL-39769,taking photos via file picker results in a huge sideways photo,profile went description field image selected file choose file take photo video holding phone sideways time took photo resulting photo huge sideways dont seem obvious way scale rotate could form rotating added via file picker would great,40
188,MDL-39770,The chat activity window is poorly suited to a phone,work fine however window scaled there lot white space text really small make text readable need scroll back forth read incoming type,20
189,MDL-39771,Embedded URL resource doesnt seem to load on an iphone 3gs,resource set set moodle saved big white box setting open new tab,13
190,MDL-39776,Adding new block doesn't automatically add the block to the page.,tab chrome stock new block automatically add block page tapping select option box initiate process,13
191,MDL-39779,Fix alignment for required field (red *) on creating new wiki page,mobile device field indication displayed input,3
192,MDL-39782,"Clean - Categories and Items, move grade item screen is squished.",see go course grade item least one category go simple screen within click move icon next grade item screen displayed,5
193,MDL-39792,Editor goes under right-hand blocks on smaller screens,attached problem theme need solution,20
194,MDL-39794,"When editing is on for the front page, then always show the ""Add course"" button under the current courses.",currently show add course button awesome need also time mode obvious currently buried also effort lot several,5
195,MDL-39796,Multiple select options displays as empty box,stock browser multiple select empty box like input text box box display list,3
196,MDL-39812,Long Breadcrumbs get wrapped on narrow screens when using Clean Theme,bread wrap nicely,20
197,MDL-39813,Login page is overly verbose for a mobile device,could either hide text redesign page completely,3
198,MDL-39814,Improve editing icons for usability on all types of screens,sometimes messy well small hard hit mobile issue finding solution display lot reducing available trying slow power heavily engaged moving need work well large may user involved,40
199,MDL-39815,Printer-friendly version link can be improved,would great auto triggered print function browser icon little maybe text beside explain better,3
200,MDL-39817,Grading is not mobile friendly,smaller really long scroll start move horizontally big scroll back area see,100
201,MDL-39844,Define and implement the event base class,define base class event system moodle dev,20
202,MDL-39845,Define the new observers API,moodle dev describe new observer definition new current,20
203,MDL-39846,Define new event dispatcher behaviour and implement it,describe new event dispatcher moodle dev implement new event add support event observation,20
204,MDL-39848,Check coverage of unit tests for new events API,write unit anything covered previous create new event handler management class installation legacy new moodle dev,5
205,MDL-39850,Pre and post performance profiling,decide implement performance measure impact,5
206,MDL-39851,Full screen popup for mobile (filepicker/activitychooser),activity chooser full screen mobile device drag able look focus never whatever user action inside entire screen scroll till bottom screen still e see moodle site remove rounded corner,60
207,MDL-39854,Automatic class loading,would nice official class loader based class moodle core see moodle dev,40
208,MDL-39873,check usage of class_exists to avoid usage of autoloading,currently passing second parameter false hence hit performance functionality look usage function pas second param false appropriate net manual en function class,5
209,MDL-39883,Duplicating activity on course page does not fire any event,would like see new event way could always inform whoever hooked event change would imply small modification course text,13
210,MDL-39884,Improvement: have the header on bootstrapbase remain onscreen when scrolling on mobile devices.,hi found header menu away window content width small think header menu always stay top window,13
211,MDL-39888,Replace usages of the log table in auth/mnet/auth.php,see moodle dev,20
212,MDL-39933,Implement external database log storage plugin,implement external log storage possible disable,100
213,MDL-39949,Block without header causes JS error on page,description reporter error mode activity chooser fail work without removed code working presumably presence error original description thread moodle forum discus week initially used incomplete zip file subsequently corrected since activity chooser inconsistently case switching drop work quickly select option otherwise get empty string case also drag drop course work case activity chooser select activity resource error selection activity resource switching activity chooser selection properly drop course drag drop work moodle build server upgrade error closed,3
214,MDL-39950,Reproduce log reports to use the new logging system (log and loglive),convert report log report new must work nicely alter accept new event object instead array data alter understand new event report add setting log reader use deprecate function move corresponding deprecate part report log deprecate function deprecate function move code report log,40
215,MDL-39953,Replace Legacy events - Blogs,replace legacy related entry,20
216,MDL-39954,Replace Legacy events - Assessable content,replace legacy related assessable content assign assign assign assign submission file assign submission assignment type assignment class assignment type assignment class assignment type assignment class assignment type assignment class forum workshop submission,40
217,MDL-39955,Replace Legacy events - Completion,replace legacy related completion data completion,20
218,MDL-39956,Replace Legacy events - Cohort,replace legacy related cohort cohort cohort cohort cohort cohort cohort cohort object array cohort object array,8
219,MDL-39957,Replace Legacy events - Course,replace legacy related course course course course course course course backup plan class object array,20
220,MDL-39958,Replace Legacy events - Groups,replace legacy related group group group group group data group group group data group group group grouping group group group group,20
221,MDL-39959,Replace Legacy events - module,replace legacy related module course course course,20
222,MDL-39960,Replace Legacy events - role,replace legacy related role ra ra ra,8
223,MDL-39961,Replace Legacy events - User,replace legacy related user tool index tool index user user user user user user user function user array id user id user array id id user enrol manual enrolment user edit user user user user user user please also check user user,40
224,MDL-39962,Replace Legacy events - Mixed,replace legacy related workshop replace event event workshop allocation edit quiz separate issue also separate issue,20
225,MDL-39963,Legacy events and addtolog()  Cleanup,make sure core agree whether kept make sure legacy left core see make sure new use correct naming convention see create list listing old respective new event add list see cleanup either delete listing add new list see resolved make sure implement see,40
226,MDL-40003,Assignment submission comments are not restored,submission set yes assignment made submission course activity backed user data,5
227,MDL-40020,Check usage of comment::init() and set component param,fix component name currently check nice set proper validation,20
228,MDL-40034,Epic: File API improvements to handle clustering environments,many issue moodle currently go directory server cause moodle used server cluster may even local across potentially many web issue starting point problem collect community discus define specification core implementation moodle split issue complete implementation,40
229,MDL-40037,POLICY: Decide if we should allow context to be exposed by WS or not,decide final stand allow context decision use provided optionally every must implement alternative way require,13
230,MDL-40039,Add alternative to contextid for core_files_external::upload,add alternative field per discussion,5
231,MDL-40040,Replace add_to_log with an event trigger - Blog,replace following area call function event class index view index tag tag view entry add index id subject update index user id entry id entry subject delete index entry entry id id action index id subject course action index id subject id,20
232,MDL-40041,Replace add_to_log with an event trigger - Course,replace following directory new information course,40
233,MDL-40042,Replace add_to_log with an event trigger - completion,replace following new information completion course completion course id course completion completion id course id report completion user course id course report completion report completion user id user id course course id course id,20
234,MDL-40043,Replace add_to_log with an event trigger - course,replace following new information course course recent course id course recent recent id course id course id course delete course delete view id course id course id course id course manage course id course visible show hide edit id course id course id course manage id course move edit id id id course course id course move edit id course id course id course course new view id course id data id course id course course id course update edit id course id course id course user course id course user report user id course id user user id mode mode user id course course id course id id course view course id course view course course id course user view id course id user index course view view id,20
235,MDL-40044,Replace add_to_log with an event trigger - role,replace following area call function event class role manage role delete manage user id override course id role override override context id user id assign course id role assign assign context id user id assign course id role assign context id user id define role action define action view allow role edit allow mode user id role delete action delete,13
236,MDL-40045,Replace add_to_log with an event trigger - User,replace following area call function event class user index course id user view index id course id user view course id user view view id user id course course id user id user login view id user id course shibboleth index user login view id user id course user id user id login course id user change password view id user id course course id user id,20
237,MDL-40046,Replace add_to_log with an event trigger - mod_page,replace following area call function event class page page index course id page view index id course id page view course id page view view id id page id id,20
238,MDL-40047,Replace add_to_log with an event trigger - mod_feedback,replace following area call function event class feedback feedback course id feedback view id id feedback id feedback index course id feedback view false course id feedback course id feedback delete view id id feedback id id feedback complete course id feedback submit view id id feedback id id feedback complete course id feedback view id id feedback id id feedback view course id feedback view view id id feedback id id,20
239,MDL-40048,Replace add_to_log with an event trigger - mod_chat,replace following area call function event class chat chat course id chat talk view id id chat id id chat report course id chat report report id id chat id id chat index course id chat view index id course id chat insert course id chat talk view id id chat id id chat index course id chat talk view id id chat id id chat view course id chat view view id id chat id id,20
240,MDL-40049,Replace add_to_log with an event trigger - mod_choice,replace following area call function event class choice choice report course id choice report report id id choice id id choice index course id choice view index id course id choice course id choice choose view id id choice id id choice course id choice choose view id id choice id id choice view course id choice view view id id choice id id,20
241,MDL-40050,Replace add_to_log with an event trigger - webservices,replace following area call function event class user unconfirmed user user suspended user attempt web service user password user password user user id user user id user user id user user id user user id token service delete service service add service edit core assign id core assign id login login token automatically create user token user id user id login token sending user token user id user id,40
242,MDL-40051,Replace add_to_log with an event trigger - misc,replace following area call function event class infected library mailer error mail update add report report index report report index tool tool capability index tool capability tool capability index count,20
243,MDL-40052,Replace add_to_log with an event trigger - course reports,replace following area call function event class course report participation index course id course report participation report participation index id course id course id report log index course id course report log report log index id course id course id report log graph course id course report log report log graph user user id id course id type type date date course id report log user course id course report log report log user id user id course course id mode mode course id report index course id course report live report index id course id course id report index course id course report report index course course id course id report graph course id course report report graph id course id mode mode course id report user course id course report report user id user id course course id course id report outline index course id course report outline report outline index id course id course id report outline user course id course report outline report outline user id user id course course id mode mode course id,20
244,MDL-40053,Replace add_to_log with an event trigger - notes,replace following area call function event class index view index course user view note add add note note update update note note delete delete note,13
245,MDL-40054,Replace add_to_log with an event trigger - mod_lesson,replace following area call function event class lesson lesson index course id lesson view index id course id lesson essay course id lesson update grade essay id id lesson name id lesson essay course id lesson update essay grade essay id id attempt title true attempt id lesson essay course id lesson view grade essay id id lesson id lesson course id lesson update id id name id lesson course id lesson view id id lesson name id lesson view course id lesson start view id id lesson id id lesson view page course id lesson view view id page id page id page id lesson view course id lesson end view id page id lesson id page id,40
246,MDL-40055,Replace add_to_log with an event trigger - mod_assign,replace following area call function event class assign assign index course id assign view index id course id assign id investigate function assign public function action assign feedback assignment grade submission assignment grade assign feedback assignment save grading feedback assign view submission assign view feedback assign assign assign view grading form assign view assign assign view submission grading table assign view submit assignment form assign assign view batch set marking state assign assign view batch set marker allocation assign assign view confirm submit assignment form assign view assign assign submission statement accepted assign submit grading submission assign grant extension assign grade submission grade assign reveal assign assign submission assign submission statement accepted assign submit submission assign revert submission draft assign lock submission assign set marking state message assign set marking allocation message assign unlock submission assign grade submission grade,40
247,MDL-40056,Replace add_to_log with an event trigger - mod_scorm,replace following area call function event class course id launch view id id result id report course id report report id id id id index course id view index id course id report report course id delete report id id implode id report basic report course id delete report id id implode id report report course id delete report id id implode id course id id id id id player course id view player id id id id view course id view view id id id id report course id id id id id report course id id id id id,40
248,MDL-40057,Replace add_to_log with an event trigger - mod_assignment,replace following area call function event class assignment assignment index course id assignment view index id course id assignment type assignment class course id assignment view view id id assignment id id assignment type assignment class course id assignment view assignment id assignment id id assignment type assignment class course id assignment view view id id assignment id id assignment type assignment class course id assignment view assignment id assignment id id assignment type assignment class course id assignment assignment type assignment class course id assignment add finalize action log assignment type assignment class course id assignment add finalize action log assignment type assignment class course id assignment view submission id id mode mode offset offset assignment id id assignment type assignment class course id assignment add delete action log assignment type assignment class course id assignment view assignment id assignment id id assignment type assignment class course id assignment view view id id assignment id id assignment type assignment class course id assignment update assignment course id assignment view view id id assignment course id assignment update assignment course id assignment view submission id id assignment id id assignment course id assignment update,40
249,MDL-40058,Replace add_to_log with an event trigger - mod_wiki,replace following area call function event class course id view id course id restore view id history course id history history id course id page id page id id map course id map map id index course id view index id id course id compare compare id create course id add page view id create course id add page view id edit course id edit view id course id history id course id comment id view course id view view id view course id view view id id id id view course id view view wid wid title title wid id course id view id course id id,40
250,MDL-40059,Replace add_to_log with an event trigger - mod_glossary,replace following area call function event class glossary glossary course id glossary delete entry view id id mode hook hook entry id id glossary index course id glossary view index id course id glossary import course id course add glossary import course id add glossary entry glossary view entry entry id entry id entry glossary entry glossary view entry entry id entry id entry glossary edit course id glossary add entry glossary edit course id glossary update entry glossary course id glossary edit category id id hook id glossary course id glossary delete category id id hook id glossary course id glossary add category id id cat id id glossary approve course id glossary approve entry id id id glossary view course id glossary view view id id tab tab glossary id id,40
251,MDL-40060,Replace add_to_log with an event trigger - mod_book,replace following area call function event class book book show course id course update book view id id book book id book show course id book update view id id book id id book tool index course id book tool index id id book id id book tool book course book add chapter view id context chapter id chapter id context book tool book course course update book view id context book book id book tool print index course id book print chapter tool print index id id chapter id chapter id id book tool print index course id book print tool print index id id book id id book index course id book view index id course id book delete course id course update book view id id book book id book delete course id book update view id id book id id book edit course id course update book view id id book book id book edit course id book update chapter view id id data id data id id book edit course id course update book view id id book book id book edit course id book add chapter view id id data id data id id book move course id course update book view id id book book id book move course id book update view id id book id id book view course id book view view id id book id id book view course id book view chapter view id id chapter id chapter id id,40
252,MDL-40061,Replace add_to_log with an event trigger - mod_data,replace following area call function event class data data course id data view id id data id data id id data course id data saved id id data id data id id data index course id data view index id course id data field course id data add data field course id data update data field course id data delete data edit course id data update view data id rid rid data id id data edit course id data add view data id rid data id id data view course id data view view id id data id id data view course id data record delete view id id data id id please also check data call data record delete view id data id,40
253,MDL-40062,Replace add_to_log with an event trigger - mod_forum,replace following area call function event class forum forum discus course id forum move discussion discus discussion id discussion id id forum discus course id forum view discussion discus discussion id discussion id id forum subscribe course id forum view f forum id forum id id forum subscribe course id forum subscribe view f forum id forum id id forum course id discussion mark read view f forum id id forum course id forum mark read view f forum id forum id id forum course id forum mark unread view f forum id forum id id forum index course id forum view index id course id forum index course id forum index id course id course id forum index course id forum index id course id course id forum course id forum stop view f forum id forum id id forum course id forum start view f forum id forum id id forum course id forum mail error discus discussion id p post id forum course id forum mail digest error id id forum user forum user report user forum post discussion course forum delete discussion forum post discussion course forum delete post post id id forum post discussion course forum prune post forum post course id forum update post forum post course id forum add post forum post course id forum add discussion forum course id forum view id forum id forum id id forum view course id forum view forum view id id forum id id forum view course id forum view forum view f forum id forum id forum search course id forum search search id course id search search search,40
254,MDL-40063,Replace add_to_log with an event trigger - mod_quiz,replace following area call function event class quiz quiz quiz close attempt quiz course quiz delete override quiz attempt quiz continue attempt quiz report course id quiz report report id id mode mode quiz index course id quiz view index id course id quiz report quiz course quiz delete attempt report id id quiz edit course quiz quiz comment quiz comment attempt quiz quiz preview view id quiz quiz attempt review attempt attempt id quiz course quiz edit override quiz quiz course quiz quiz view course id quiz view view id id quiz id id quiz review quiz review review attempt quiz summary quiz view summary,100
255,MDL-40079,Hardcoded timeout parameter in the repository plugin,hi found moodle repository get video file moodle blocker parameter higher setting moodle default best thing would moodle set repository moodle section best moodle partner external file moodle external file size image file external repository,40
256,MDL-40107,Upgrade TCPDF to tcpdf_6_0_031,hopefully next release helpful preferably latest version net current version included moodle font description problem corrupted written certificate sheet something least would add one file included latest version great help,2
257,MDL-40126,core_enrol_get_course_enrolment_methods() webservice,create get list enrolment core follow moodle dev,8
258,MDL-40205,Long Block Titles Overflow in Clean,see long block title overflow block central content,5
259,MDL-40220,"Remove deprecated calls to get_plugin_types(), get_plugin_list() etc",need get rid core add much upgrade,5
260,MDL-40228,Incorrect backup setting names in automated backups,like incorrect setting must copied code use setting two,8
261,MDL-40230,Integrate Outcomes stage 2 into core,code stage already gone quite lot review spec moodle dev code moodle tree rough peer review process team review basic usability process team review code structure general someone integration detailed review final integration,40
262,MDL-40248,Activity Chooser should better support subtypes,general trying remove need activity module look bad activity chooser however sometimes useful especially case external discussion plan activity module one subtype promote link subtype look like full activity interface activity module two promote module group equal would external show subtype link,3
263,MDL-40249,Enable activity chooser on mobile screens.,disable activity chooser small use new dialogue mode hide help make slide help,5
264,MDL-40250,Add unit tests for core_files_external::upload,add unit,5
265,MDL-40338,"META: Evaluate Remote-Learner ELIS ""hacks"" for core",moodle core code allow work link specific community follow core base base program management moodle moodle,40
266,MDL-40363,Files with spaces that are url encoded to %20 don't download under IIS,contain file response however think something link working zip work generally open word save know bad practice ideally something prevent able open happen moodle put file replace however seeing time,8
267,MDL-40369,Remove deprecated icons,remove,3
268,MDL-40436,Error in Courses block when the user is enrolled in courses from other servers by MNet,user enrolled host host block actual host host error shown find data record table course reproduce enrol user user course host host activate block home host access user host error shown find data record table course file code title function instance course id code defined file code title record context array course course array id id category strictness code course id table course course think solution code title instance course id code,5
269,MDL-40493,Allow an editor plugin to be chosen per profile,moment setting user profile text use editor use plain text field propose change field allow selection individual editor per user basis way moodle use cool martin continue use,5
270,MDL-40662,setting up the default for My Home page produces block/course_overview:addinstance notice,reproduction log ensure site development visit default setting home page site appearance default home page click page notice following error code block define standard capability block line class call line class call line call line call line class call line call line call line call line call line call line theme clean layout call line call include line call line call header code,8
271,MDL-40668,"Revert the ""collapsible editor"" to use the standard editor again (revert MDL-38614)",change standard editor simplified editor variety editor showing lesser set button thanks propose revert standard editor,8
272,MDL-40685,META: Add/rescale headings for activities and resources page,indicate clearly activity resource currently please refer reference need particularly book choice forum glossary survey top content page please note meta fixing heading level layout page block header content font size layout fixed meta plan address right done fixing page heading heading thanks documentation page moodle dev,100
273,MDL-40693,Make Bootstrapbase breadcrumb seperator respect $THEME->rarrow,renderer clean moodle moodle blob master theme probably get character theme child easy way change character better way fix like bootstrap pure framework actual character used bootstrap moodle used,3
274,MDL-40697,Add events for when a grade has been created/updated,would nice able register course final grade,40
275,MDL-40705,Clean theme / navigation menu / current course: a long shortname will be displayed over the main content,enable clean theme go course edit course super long navigation menu displayed main content problem standard theme,3
276,MDL-40722,Clean theme: Resizing 3 column page with all blocks on the left is not displayed correctly,following course main page usually move left make screen resolution smaller result left side far narrow responsiveness,13
